player_name,transfermarkt_id,transfermarkt_url,first_tier_debut_date,first_tier_debut_age,first_tier_debut_age,first_tier_debut_competition,second_tier_debut_date,second_tier_debut_age,second_tier_debut_age,second_tier_debut_competition,debut_age_transfermarket
Andreas Christensen,196948,https://www.transfermarkt.com/andreas-christensen/profil/spieler/196948,24/05/2015,19 years 01 month 14 days,19,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,19
Brandon Comley,362809,https://www.transfermarkt.com/brandon-comley/profil/spieler/362809,24/05/2015,19 years 06 months 06 days,19,Premier League,12/1/2017,21,21,Championship,19
Diego Costa,44779,https://www.transfermarkt.com/diego-costa/profil/spieler/44779,28/01/2007,18 years 03 months 21 days,18,Liga Portugal,27/08/2006,17,17,Ledman Liga Pro,17
Thibaut Courtois,108390,https://www.transfermarkt.com/thibaut-courtois/profil/spieler/108390,17/04/2009,16 years 11 months 06 days,16,Jupiler Pro League,No second tier career,No second tier career,No second tier career,No second tier career,16
Aaron Cresswell,92571,https://www.transfermarkt.com/aaron-cresswell/profil/spieler/92571,16/08/2014,24 years 08 months 01 day,24,Premier League,6/8/2011,21,21,Championship,21
Juan Cuadrado,91970,https://www.transfermarkt.com/juan-cuadrado/profil/spieler/91970,1/11/2009,21 years 05 months 06 days,21,Serie A,No second tier career,No second tier career,No second tier career,No second tier career,21
Jason Davidson,137669,https://www.transfermarkt.com/jason-davidson/profil/spieler/137669,16/01/2010,18 years 06 months 18 days,18,Liga Portugal,6/2/2011,19,19,Ledman Liga Pro,18
Ángel Di María,45320,https://www.transfermarkt.com/ngel-di-mara/profil/spieler/45320,15/12/2005,17 years 10 months 01 day,17,Torneo Inicial,No second tier career,No second tier career,No second tier career,No second tier career,17
Eric Dier,175722,https://www.transfermarkt.com/eric-dier/profil/spieler/175722,11/11/2012,18 years 09 months 27 days,18,Liga Portugal,26/08/2012,18,18,Ledman Liga Pro,18
Michael Doughty,173832,https://www.transfermarkt.com/michael-doughty/profil/spieler/173832,30/01/2013,20 years 02 months 10 days,20,Scottish Premiership,15/08/2015,22,22,Championship,20
Danny Drinkwater,73491,https://www.transfermarkt.com/danny-drinkwater/profil/spieler/73491,16/08/2014,24 years 05 months 11 days,24,Premier League,8/8/2010,20,20,Championship,20
Michael Duff,119269,https://www.transfermarkt.com/michael-duff/profil/spieler/119269,11/1/2012,20 years 10 days,20,Premier League,2/4/2011,19,19,Championship,19
Eljero Elia,27805,https://www.transfermarkt.com/eljero-elia/profil/spieler/27805,23/01/2005,17 years 11 months 10 days,17,Eredivisie,19/11/2021,34,34,Keuken Kampioen Divisie,17
Radamel Falcao,39152,https://www.transfermarkt.com/radamel-falcao/profil/spieler/39152,6/3/2005,19 years 24 days,19,Torneo Final,No second tier career,No second tier career,No second tier career,No second tier career,19
Federico Fazio,45314,https://www.transfermarkt.com/federico-fazio/profil/spieler/45314,25/08/2007,20 years 05 months 08 days,20,LaLiga,9/9/2007,20,20,Segunda División,20
Federico Fernández,85475,https://www.transfermarkt.com/federico-fernndez/profil/spieler/85475,22/03/2009,20 years 01 month 01 day,20,Torneo Final,4/8/2018,29,29,Championship,20
Fernando,7767,https://www.transfermarkt.com/fernando/profil/spieler/7767,1/9/2002,18 years 05 months 12 days,18,LaLiga,27/05/2001,17,17,Segunda División,17
Fraser Forster,52570,https://www.transfermarkt.com/fraser-forster/profil/spieler/52570,17/08/2014,26 years 05 months 00 days,26,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,26
Darnell Furlong,351755,https://www.transfermarkt.com/darnell-furlong/profil/spieler/351755,21/02/2015,19 years 03 months 21 days,19,Premier League,12/1/2017,21,21,Championship,19
Brendan Galloway,208244,https://www.transfermarkt.com/brendan-galloway/profil/spieler/208244,16/05/2015,19 years 01 month 29 days,19,Premier League,4/8/2017,21,21,Championship,19
Cristian Gamboa,121686,https://www.transfermarkt.com/cristian-gamboa/profil/spieler/121686,19/01/2008,18 years 02 months 26 days,18,Primera División Verano,8/8/2010,20,20,OBOS-ligaen,18
Dominic Gape,226964,https://www.transfermarkt.com/dominic-gape/profil/spieler/226964,20/12/2014,20 years 03 months 11 days,20,Premier League,21/11/2020,26,26,,20
Florin Gardoș,57423,https://www.transfermarkt.com/florin-gardo/profil/spieler/57423,16/08/2010,21 years 09 months 18 days,21,SuperLiga,No second tier career,No second tier career,No second tier career,No second tier career,21
Carles Gil,127987,https://www.transfermarkt.com/carles-gil/profil/spieler/127987,19/08/2013,20 years 08 months 28 days,20,LaLiga,19/08/2012,19,19,Segunda División,19
Bafétimbi Gomis,22388,https://www.transfermarkt.com/baftimbi-gomis/profil/spieler/22388,7/8/2004,19 years 01 day,19,Ligue 1,18/01/2004,18,18,Ligue 2,18
Kenji Gorré,374889,https://www.transfermarkt.com/kenji-gorr/profil/spieler/374889,24/05/2015,20 years 07 months 25 days,20,Premier League,3/2/2019,24,24,Liga Portugal 2 Sabseg,20
Reece Grego-Cox,264199,https://www.transfermarkt.com/reece-grego-cox/profil/spieler/264199,7/3/2015,18 years 03 months 23 days,18,Premier League,7/5/2017,20,20,Championship,18
Matt Grimes,265471,https://www.transfermarkt.com/matt-grimes/profil/spieler/265471,4/4/2015,19 years 08 months 20 days,19,Premier League,24/02/2016,20,20,Championship,19
Ben Hamer,67283,https://www.transfermarkt.com/ben-hamer/profil/spieler/67283,13/09/2014,26 years 09 months 24 days,26,Premier League,18/08/2012,24,24,Championship,24
Dean Hammond,33065,https://www.transfermarkt.com/dean-hammond/profil/spieler/33065,16/08/2014,31 years 05 months 09 days,31,Premier League,14/09/2002,19,19,First Division (until 03/04),19
Tom Heaton,34130,https://www.transfermarkt.com/tom-heaton/profil/spieler/34130,18/08/2014,28 years 04 months 03 days,28,Premier League,9/8/2008,22,22,Championship,22
Rushian Hepburn-Murphy,314237,https://www.transfermarkt.com/rushian-hepburn-murphy/profil/spieler/314237,14/03/2015,16 years 06 months 14 days,16,Premier League,24/09/2016,18,18,Championship,16
Abel Hernández,76608,https://www.transfermarkt.com/abel-hernndez/profil/spieler/76608,22/04/2007,16 years 08 months 14 days,16,,31/08/2013,23,23,Serie B,16
Ander Herrera,99343,https://www.transfermarkt.com/ander-herrera/profil/spieler/99343,29/08/2009,20 years 15 days,20,LaLiga,1/2/2009,19,19,Segunda División,19
Jake Hesketh,315185,https://www.transfermarkt.com/jake-hesketh/profil/spieler/315185,8/12/2014,18 years 08 months 11 days,18,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,18
Brown Ideye,64308,https://www.transfermarkt.com/brown-ideye/profil/spieler/64308,2/3/2008,19 years 04 months 21 days,19,Raiffeisen Super League,No second tier career,No second tier career,No second tier career,No second tier career,19
Danny Ings,134294,https://www.transfermarkt.com/danny-ings/profil/spieler/134294,18/08/2014,22 years 26 days,22,Premier League,14/02/2012,19,19,Championship,19
Lloyd Isgrove,226965,https://www.transfermarkt.com/lloyd-isgrove/profil/spieler/226965,17/08/2014,21 years 07 months 05 days,21,Premier League,21/03/2015,22,22,Championship,21
Mauricio Isla,43722,https://www.transfermarkt.com/mauricio-isla/profil/spieler/43722,17/02/2008,19 years 08 months 05 days,19,Serie A,No second tier career,No second tier career,No second tier career,No second tier career,19
Matty James,73522,https://www.transfermarkt.com/matty-james/profil/spieler/73522,21/09/2014,23 years 01 month 30 days,23,Premier League,9/2/2010,18,18,Championship,18
Daryl Janmaat,60744,https://www.transfermarkt.com/daryl-janmaat/profil/spieler/60744,31/08/2008,19 years 01 month 09 days,19,VriendenLoterij Eredivisie,5/10/2007,18,18,Keuken Kampioen Divisie,18
Siem de Jong,45509,https://www.transfermarkt.com/siem-de-jong/profil/spieler/45509,7/10/2007,18 years 08 months 09 days,18,VriendenLoterij Eredivisie,9/9/2016,27,27,Keuken Kampioen Divisie,18
Lukas Jutkiewicz,33507,https://www.transfermarkt.com/lukas-jutkiewicz/profil/spieler/33507,5/8/2006,17 years 04 months 08 days,17,Raiffeisen Super League,1/1/2008,18,18,Championship,17
Michael Keane,118534,https://www.transfermarkt.com/michael-keane/profil/spieler/118534,24/08/2014,21 years 07 months 13 days,21,Premier League,6/11/2012,19,19,Championship,19
Andy King,56872,https://www.transfermarkt.com/andy-king/profil/spieler/56872,16/08/2014,25 years 09 months 18 days,25,Premier League,2/10/2007,18,18,Championship,18
Anthony Knockaert,149237,https://www.transfermarkt.com/anthony-knockaert/profil/spieler/149237,16/08/2014,22 years 08 months 27 days,22,Premier League,29/07/2011,19,19,Ligue 2,19
Cheikhou Kouyaté,66934,https://www.transfermarkt.com/cheikhou-kouyat/profil/spieler/66934,19/01/2008,18 years 29 days,18,Jupiler Pro League,14/09/2025,35,35,1.Lig,18
Cole Kpekawa,347895,https://www.transfermarkt.com/cole-kpekawa/profil/spieler/347895,24/05/2015,19 years 04 days,19,Premier League,22/08/2015,19,19,Championship,19
Andrej Kramarić,46580,https://www.transfermarkt.com/andrej-kramari/profil/spieler/46580,24/05/2009,17 years 11 months 05 days,17,1.HNL,No second tier career,No second tier career,No second tier career,No second tier career,17
Bojan Krkić,44675,https://www.transfermarkt.com/bojan-krki/profil/spieler/44675,16/09/2007,17 years 19 days,17,LaLiga,5/8/2018,27,27,Championship,17
Daniel Lafferty,85928,https://www.transfermarkt.com/daniel-lafferty/profil/spieler/85928,4/3/2011,21 years 09 months 14 days,21,League of Ireland Premier Division,6/3/2010,20,20,Scottish Championship,20
Jesse Lingard,141660,https://www.transfermarkt.com/jesse-lingard/profil/spieler/141660,16/08/2014,21 years 08 months 01 day,21,Premier League,6/11/2012,19,19,Championship,19
Ruben Loftus-Cheek,202886,https://www.transfermarkt.com/ruben-loftus-cheek/profil/spieler/202886,31/01/2015,19 years 08 days,19,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,19
Kevin Long,111114,https://www.transfermarkt.com/kevin-long/profil/spieler/111114,9/5/2009,18 years 08 months 21 days,18,League of Ireland Premier Division,2/10/2012,22,22,Championship,18
Filipe Luís,21725,https://www.transfermarkt.com/filipe-lus/profil/spieler/21725,30/03/2003,17 years 07 months 21 days,17,Campeonato Brasileiro Série A,27/08/2005,20,20,Segunda División,17
Harry Maguire,177907,https://www.transfermarkt.com/harry-maguire/profil/spieler/177907,20/12/2014,21 years 09 months 15 days,21,Premier League,12/4/2011,18,18,Championship,18
Riyad Mahrez,171424,https://www.transfermarkt.com/riyad-mahrez/profil/spieler/171424,16/08/2014,23 years 05 months 26 days,23,Premier League,29/07/2011,20,20,Ligue 2,20
Ainsley Maitland-Niles,285845,https://www.transfermarkt.com/ainsley-maitland-niles/profil/spieler/285845,13/12/2014,17 years 03 months 14 days,17,Premier League,8/8/2015,17,17,Championship,17
Sadio Mané,200512,https://www.transfermarkt.com/sadio-man/profil/spieler/200512,15/09/2012,20 years 05 months 05 days,20,Bundesliga,14/01/2012,19,19,Ligue 2,19
Eliaquim Mangala,90681,https://www.transfermarkt.com/eliaquim-mangala/profil/spieler/90681,21/12/2008,17 years 10 months 08 days,17,Jupiler Pro League,30/09/2012,21,21,Ledman Liga Pro,17
Javier Manquillo,162029,https://www.transfermarkt.com/javier-manquillo/profil/spieler/162029,9/12/2012,18 years 07 months 04 days,18,LaLiga,No second tier career,No second tier career,No second tier career,No second tier career,18
Lazar Marković,144303,https://www.transfermarkt.com/lazar-markovi/profil/spieler/144303,29/05/2011,17 years 02 months 27 days,17,Linglong Tire Super liga Srbije,No second tier career,No second tier career,No second tier career,No second tier career,17
Dean Marney,4055,https://www.transfermarkt.com/dean-marney/profil/spieler/4055,16/08/2003,19 years 06 months 16 days,19,Premier League,6/11/2004,20,20,Championship,19
Emiliano Martínez,111873,https://www.transfermarkt.com/emiliano-martnez/profil/spieler/111873,22/11/2014,22 years 02 months 20 days,22,Premier League,23/11/2013,21,21,Championship,21
Ryan Mason,61834,https://www.transfermarkt.com/ryan-mason/profil/spieler/61834,27/09/2014,23 years 03 months 14 days,23,Premier League,14/08/2010,19,19,Championship,19
Jason McCarthy,227185,https://www.transfermarkt.com/jason-mccarthy/profil/spieler/227185,26/12/2014,19 years 01 month 19 days,19,Premier League,5/8/2017,21,21,Championship,19
Paddy McNair,167268,https://www.transfermarkt.com/paddy-mcnair/profil/spieler/167268,27/09/2014,19 years 05 months 00 days,19,Premier League,28/10/2017,22,22,Championship,19
Ben Mee,74810,https://www.transfermarkt.com/ben-mee/profil/spieler/74810,18/08/2014,24 years 10 months 28 days,24,Premier League,22/01/2011,21,21,Championship,21
Jefferson Montero,77932,https://www.transfermarkt.com/jefferson-montero/profil/spieler/77932,29/08/2010,20 years 11 months 28 days,20,LaLiga,18/10/2008,19,19,Liga de Expansión MX Apertura,19
Liam Moore,128906,https://www.transfermarkt.com/liam-moore/profil/spieler/128906,16/08/2014,21 years 06 months 16 days,21,Premier League,2/1/2012,18,18,Championship,18
Alberto Moreno,207917,https://www.transfermarkt.com/alberto-moreno/profil/spieler/207917,8/4/2012,19 years 09 months 03 days,19,LaLiga,No second tier career,No second tier career,No second tier career,No second tier career,19
Wes Morgan,10003,https://www.transfermarkt.com/wes-morgan/profil/spieler/10003,16/08/2014,30 years 06 months 26 days,30,Premier League,16/08/2003,19,19,First Division (until 03/04),19
Dame N'Doye,44855,https://www.transfermarkt.com/dame-ndoye/profil/spieler/44855,24/09/2006,21 years 07 months 03 days,21,Liga Portugal,No second tier career,No second tier career,No second tier career,No second tier career,21
Nenê,574901,https://www.transfermarkt.com/nen/profil/spieler/574901,27/09/2020,21 years 07 months 27 days,21,,No second tier career,No second tier career,No second tier career,No second tier career,21
David Nugent,33963,https://www.transfermarkt.com/david-nugent/profil/spieler/33963,11/8/2007,22 years 03 months 09 days,22,Premier League,15/01/2005,19,19,Championship,19
Nélson Oliveira,72768,https://www.transfermarkt.com/nlson-oliveira/profil/spieler/72768,7/2/2010,18 years 05 months 30 days,18,Liga Portugal,12/9/2015,24,24,Championship,18
David Ospina,73396,https://www.transfermarkt.com/david-ospina/profil/spieler/73396,18/10/2008,20 years 01 month 17 days,20,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,20
Gabriel Paulista,149498,https://www.transfermarkt.com/gabriel-paulista/profil/spieler/149498,15/05/2010,19 years 05 months 19 days,19,Campeonato Brasileiro Série A,25/06/2011,20,20,Campeonato Brasileiro Série B,19
Graziano Pellè,29594,https://www.transfermarkt.com/graziano-pell/profil/spieler/29594,11/1/2004,18 years 05 months 27 days,18,Serie A,30/01/2005,19,19,Serie B,18
Andreas Pereira,203394,https://www.transfermarkt.com/andreas-pereira/profil/spieler/203394,15/03/2015,19 years 02 months 11 days,19,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,19
Ayoze Pérez,246968,https://www.transfermarkt.com/ayoze-prez/profil/spieler/246968,17/08/2014,21 years 19 days,21,Premier League,18/08/2013,20,20,Segunda División,20
Sébastien Pocognoli,17804,https://www.transfermarkt.com/sbastien-pocognoli/profil/spieler/17804,9/4/2004,16 years 08 months 08 days,16,Jupiler Pro League,27/09/2016,29,29,Championship,16
Diego Poyet,183286,https://www.transfermarkt.com/diego-poyet/profil/spieler/183286,23/08/2014,19 years 04 months 15 days,19,Premier League,1/2/2014,18,18,Championship,18
José Pozo,135105,https://www.transfermarkt.com/jos-pozo/profil/spieler/135105,14/11/1976,21 years 18 days,21,LaLiga,No second tier career,No second tier career,No second tier career,No second tier career,21
Anthony Réveillère,5668,https://www.transfermarkt.com/anthony-rveillre/profil/spieler/5668,3/2/1998,18 years 02 months 24 days,18,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,18
Emmanuel Rivière,61637,https://www.transfermarkt.com/emmanuel-rivire/profil/spieler/61637,1/2/2009,18 years 10 months 29 days,18,Ligue 1,4/2/2013,22,22,Ligue 2,18
Andrew Robertson,234803,https://www.transfermarkt.com/andrew-robertson/profil/spieler/234803,2/8/2013,19 years 04 months 22 days,19,Scottish Premiership,8/8/2015,21,21,Championship,19
Marcos Rojo,93176,https://www.transfermarkt.com/marcos-rojo/profil/spieler/93176,7/12/2008,18 years 08 months 17 days,18,Torneo Inicial,No second tier career,No second tier career,No second tier career,No second tier career,18
Diafra Sakho,120610,https://www.transfermarkt.com/diafra-sakho/profil/spieler/120610,23/08/2014,24 years 07 months 30 days,24,Premier League,19/01/2010,20,20,Ligue 2,20
Georgios Samaras,6855,https://www.transfermarkt.com/georgios-samaras/profil/spieler/6855,26/10/2002,17 years 08 months 05 days,17,Eredivisie,3/4/2016,31,31,NASL Spring Championship,17
Alexis Sánchez,40433,https://www.transfermarkt.com/alexis-snchez/profil/spieler/40433,30/07/2005,16 years 07 months 11 days,16,Torneo Clausura (-2017),No second tier career,No second tier career,No second tier career,No second tier career,16
Carlos Sánchez,7509,https://www.transfermarkt.com/carlos-snchez/profil/spieler/7509,NA,NA,NA,NA,No second tier career,No second tier career,No second tier career,No second tier career,NA
Jeffrey Schlupp,157506,https://www.transfermarkt.com/jeffrey-schlupp/profil/spieler/157506,16/08/2014,21 years 07 months 24 days,21,Premier League,13/08/2011,18,18,Championship,18
Kasper Schmeichel,16911,https://www.transfermarkt.com/kasper-schmeichel/profil/spieler/16911,11/8/2007,20 years 09 months 06 days,20,Premier League,27/10/2007,20,20,Championship,20
Ryan Seager,247647,https://www.transfermarkt.com/ryan-seager/profil/spieler/247647,1/2/2015,18 years 11 months 27 days,18,Premier League,17/08/2018,22,22,Keuken Kampioen Divisie,18
Jason Shackell,11756,https://www.transfermarkt.com/jason-shackell/profil/spieler/11756,28/02/2005,21 years 05 months 01 day,21,Premier League,5/4/2003,19,19,First Division (until 03/04),19
Ollie Shenton,335541,https://www.transfermarkt.com/ollie-shenton/profil/spieler/335541,11/2/2015,17 years 03 months 05 days,17,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,17
Jerome Sinclair,236513,https://www.transfermarkt.com/jerome-sinclair/profil/spieler/236513,10/5/2015,18 years 07 months 20 days,18,Premier League,17/03/2015,18,18,Championship,18
Pape Souaré,125868,https://www.transfermarkt.com/pape-souar/profil/spieler/125868,20/02/2011,20 years 08 months 14 days,20,Ligue 1,16/08/2019,29,29,Ligue 2,20
Benjamin Stambouli,127160,https://www.transfermarkt.com/benjamin-stambouli/profil/spieler/127160,8/8/2010,19 years 11 months 26 days,19,Ligue 1,24/09/2024,34,34,Ligue 2,19
Jed Steer,110867,https://www.transfermarkt.com/jed-steer/profil/spieler/110867,24/05/2015,22 years 08 months 01 day,22,Premier League,12/9/2015,22,22,Championship,22
Dušan Tadić,36139,https://www.transfermarkt.com/duan-tadi/profil/spieler/36139,5/8/2006,17 years 08 months 16 days,17,Linglong Tire Super liga Srbije,No second tier career,No second tier career,No second tier career,No second tier career,17
Matt Targett,250478,https://www.transfermarkt.com/matt-targett/profil/spieler/250478,27/09/2014,19 years 09 days,19,Premier League,27/01/2018,22,22,Championship,19
Dionatan Teixeira,107617,https://www.transfermarkt.com/dionatan-teixeira/profil/spieler/107617,18/04/2009,16 years 08 months 25 days,16,Nike Liga,25/08/2012,20,20,MONACObet liga,16
Tom Thorpe,128911,https://www.transfermarkt.com/tom-thorpe/profil/spieler/128911,27/09/2014,21 years 08 months 14 days,21,Premier League,1/2/2014,21,21,Championship,21
Kieran Trippier,95810,https://www.transfermarkt.com/kieran-trippier/profil/spieler/95810,18/08/2014,23 years 10 months 30 days,23,Premier League,9/2/2010,19,19,Championship,19
Leonardo Ulloa,54890,https://www.transfermarkt.com/leonardo-ulloa/profil/spieler/54890,2/4/2005,18 years 08 months 07 days,18,Torneo Final,31/08/2008,22,22,Segunda División,18
Fredrik Ulvestad,158022,https://www.transfermarkt.com/fredrik-ulvestad/profil/spieler/158022,31/10/2010,18 years 04 months 14 days,18,Eliteserien,28/12/2015,23,23,Championship,18
Víctor Valdés,7589,https://www.transfermarkt.com/vctor-valds/profil/spieler/7589,1/9/2002,20 years 07 months 18 days,20,LaLiga,No second tier career,No second tier career,No second tier career,No second tier career,20
Enner Valencia,139503,https://www.transfermarkt.com/enner-valencia/profil/spieler/139503,13/02/2012,22 years 03 months 09 days,22,Serie A Primera Etapa,No second tier career,No second tier career,No second tier career,No second tier career,22
Jamie Vardy,197838,https://www.transfermarkt.com/jamie-vardy/profil/spieler/197838,31/08/2014,27 years 07 months 20 days,27,Premier League,18/08/2012,25,25,Championship,25
Silvestre Varela,31316,https://www.transfermarkt.com/silvestre-varela/profil/spieler/31316,19/08/2005,20 years 06 months 17 days,20,Liga Portugal,7/8/2021,36,36,Liga Portugal 2,20
Eduardo Vargas,89718,https://www.transfermarkt.com/eduardo-vargas/profil/spieler/89718,29/04/2007,17 years 05 months 09 days,17,,No second tier career,No second tier career,No second tier career,No second tier career,17
Ross Wallace,9509,https://www.transfermarkt.com/ross-wallace/profil/spieler/9509,1/11/2003,18 years 05 months 09 days,18,Scottish Premiership,9/9/2006,21,21,Championship,18
Marcin Wasilewski,16947,https://www.transfermarkt.com/marcin-wasilewski/profil/spieler/16947,19/08/2000,20 years 02 months 10 days,20,Lotto Ekstraklasa,5/10/2013,33,33,Championship,20
Philipp Wollscheid,53173,https://www.transfermarkt.com/philipp-wollscheid/profil/spieler/53173,20/11/2010,21 years 08 months 14 days,21,1.Bundesliga,No second tier career,No second tier career,No second tier career,No second tier career,21
DeAndre Yedlin,255916,https://www.transfermarkt.com/deandre-yedlin/profil/spieler/255916,3/3/2013,19 years 07 months 22 days,19,Major League Soccer,27/08/2016,23,23,Championship,19
Mauro Zárate,26456,https://www.transfermarkt.com/mauro-zrate/profil/spieler/26456,22/05/2004,17 years 02 months 04 days,17,Torneo Final,4/2/2023,35,35,Serie B,17
Kurt Zouma,157509,https://www.transfermarkt.com/kurt-zouma/profil/spieler/157509,17/09/2011,16 years 10 months 21 days,16,Ligue 1,No second tier career,No second tier career,No second tier career,No second tier career,16
Filip Đuričić,94307,https://www.transfermarkt.com/filip-urii/profil/spieler/94307,20/02/2010,18 years 21 days,18,VriendenLoterij Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,18
Almen Abdi,9966,https://www.transfermarkt.com/almen-abdi/profil/spieler/9966,16/07/2003,16 years 08 months 25 days,16,Raiffeisen Super League,18/08/2012,25,25,Championship,16
Tammy Abraham,331726,https://www.transfermarkt.com/tammy-abraham/profil/spieler/331726,11/5/2016,18 years 07 months 09 days,18,Premier League,6/8/2016,18,18,Championship,18
Ibrahim Afellay,15760,https://www.transfermarkt.com/ibrahim-afellay/profil/spieler/15760,14/02/2004,17 years 10 months 12 days,17,Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,17
Benik Afobe,110858,https://www.transfermarkt.com/benik-afobe/profil/spieler/110858,12/1/2016,22 years 11 months 00 days,22,Premier League,24/03/2012,19,19,Championship,19
Dele Alli,207929,https://www.transfermarkt.com/dele-alli/profil/spieler/207929,8/8/2015,19 years 03 months 28 days,19,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,19
Ryan Allsop,111073,https://www.transfermarkt.com/ryan-allsop/profil/spieler/111073,28/11/2015,23 years 05 months 11 days,23,Premier League,3/8/2013,21,21,Championship,21
Daniel Amartey,214056,https://www.transfermarkt.com/daniel-amartey/profil/spieler/214056,31/03/2013,18 years 03 months 10 days,18,Allsvenskan,No second tier career,No second tier career,No second tier career,No second tier career,18
Jordan Amavi,241229,https://www.transfermarkt.com/jordan-amavi/profil/spieler/241229,10/8/2013,19 years 05 months 01 day,19,Ligue 1,20/08/2016,22,22,Championship,19
Nordin Amrabat,55619,https://www.transfermarkt.com/nordin-amrabat/profil/spieler/55619,18/08/2007,20 years 04 months 18 days,20,VriendenLoterij Eredivisie,11/8/2006,19,19,Keuken Kampioen Divisie,19
José Ángel Crespo,37397,https://www.transfermarkt.com/jos-ngel-crespo/profil/spieler/37397,21/12/2005,18 years 10 months 12 days,18,LaLiga,26/08/2007,20,20,Segunda División,18
Michail Antonio,104124,https://www.transfermarkt.com/michail-antonio/profil/spieler/104124,19/09/2015,25 years 05 months 22 days,25,Premier League,29/08/2009,19,19,Championship,19
Ikechi Anya,107427,https://www.transfermarkt.com/ikechi-anya/profil/spieler/107427,8/8/2015,27 years 07 months 05 days,27,Premier League,20/03/2011,23,23,Segunda División,23
Giedrius Arlauskis,69001,https://www.transfermarkt.com/giedrius-arlauskis/profil/spieler/69001,24/03/2008,20 years 03 months 22 days,20,SuperLiga,No second tier career,No second tier career,No second tier career,No second tier career,20
Harry Arter,55742,https://www.transfermarkt.com/harry-arter/profil/spieler/55742,1/11/2015,25 years 10 months 04 days,25,Premier League,3/8/2013,23,23,Championship,23
André Ayew,45403,https://www.transfermarkt.com/andr-ayew/profil/spieler/45403,15/08/2007,17 years 07 months 29 days,17,Ligue 1,11/9/2009,19,19,Ligue 2,17
Jordan Ayew,108354,https://www.transfermarkt.com/jordan-ayew/profil/spieler/108354,16/12/2009,18 years 03 months 05 days,18,Ligue 1,7/8/2016,24,24,Championship,18
Patrick Bamford,183334,https://www.transfermarkt.com/patrick-bamford/profil/spieler/183334,16/08/2015,21 years 11 months 11 days,21,Premier League,31/12/2011,18,18,Championship,18
Yohan Benalouane,50477,https://www.transfermarkt.com/yohan-benalouane/profil/spieler/50477,12/1/2008,20 years 09 months 15 days,20,Ligue 1,19/01/2019,31,31,Championship,20
Steven Berghuis,129554,https://www.transfermarkt.com/steven-berghuis/profil/spieler/129554,19/01/2011,19 years 01 month 00 days,19,VriendenLoterij Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,19
Hiram Boateng,244125,https://www.transfermarkt.com/hiram-boateng/profil/spieler/244125,6/2/2016,20 years 29 days,20,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,20
Cameron Borthwick-Jackson,258879,https://www.transfermarkt.com/cameron-borthwick-jackson/profil/spieler/258879,7/11/2015,18 years 09 months 05 days,18,Premier League,10/9/2016,19,19,Championship,18
Cameron Brannagan,261357,https://www.transfermarkt.com/cameron-brannagan/profil/spieler/261357,1/5/2016,19 years 11 months 22 days,19,Premier League,10/8/2024,28,28,,19
Miguel Britos,76799,https://www.transfermarkt.com/miguel-britos/profil/spieler/76799,25/08/2007,22 years 01 month 08 days,22,Primera División Apertura,No second tier career,No second tier career,No second tier career,No second tier career,22
Sam Byram,236953,https://www.transfermarkt.com/sam-byram/profil/spieler/236953,23/01/2016,22 years 04 months 07 days,22,Premier League,18/08/2012,18,18,Championship,18
Sergi Canós,251845,https://www.transfermarkt.com/sergi-cans/profil/spieler/251845,15/05/2016,19 years 03 months 13 days,19,Premier League,12/9/2015,18,18,Championship,18
Juan Carlos Paredes,100507,https://www.transfermarkt.com/juan-carlos-paredes/profil/spieler/100507,4/2/2012,24 years 06 months 27 days,24,Serie A Primera Etapa,9/8/2014,27,27,Championship,24
Bersant Celina,229695,https://www.transfermarkt.com/bersant-celina/profil/spieler/229695,6/2/2016,19 years 04 months 28 days,19,Premier League,26/08/2017,20,20,Championship,19
Pedro Chirivella,242273,https://www.transfermarkt.com/pedro-chirivella/profil/spieler/242273,1/5/2016,18 years 11 months 08 days,18,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,18
Jake Clarke-Salter,316551,https://www.transfermarkt.com/jake-clarke-salter/profil/spieler/316551,2/4/2016,18 years 06 months 11 days,18,Premier League,13/01/2018,20,20,Championship,18
Jordy Clasie,104223,https://www.transfermarkt.com/jordy-clasie/profil/spieler/104223,15/08/2010,19 years 01 month 19 days,19,VriendenLoterij Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,19
Callum Connolly,308632,https://www.transfermarkt.com/callum-connolly/profil/spieler/308632,16/04/2016,18 years 06 months 24 days,18,Premier League,14/01/2017,19,19,Championship,18
Steve Cook,90836,https://www.transfermarkt.com/steve-cook/profil/spieler/90836,8/8/2015,24 years 03 months 20 days,24,Premier League,2/1/2012,20,20,Championship,20
