club_name,transfermarkt_url,official_name,league,league_code,league_url,league_level,league_country,table_position,years_in_league,market_value,squad_size,average_age,foreigners,foreigners_pct,national_team_players,stadium,stadium_capacity,transfer_record,status
Kocaelispor,https://www.transfermarkt.com/kocaelispor/startseite/verein/120,Kocaelispor,Süper Lig,TR1,https://www.transfermarkt.com/super-lig/startseite/wettbewerb/TR1,First Tier,Turkey,10,1 year,€24.30m,26,27.7,15,,6,Turka Araç Muayene Kocaeli Stadyumu,,,ok
BanÃ­k Ostrava,https://www.transfermarkt.com/fc-banik-ostrau/startseite/verein/377,FC Banik Ostrava,Chance Liga,TS1,https://www.transfermarkt.com/fortuna-liga/startseite/wettbewerb/TS1,First Tier,,16,9 years,€23.85m,30,25.9,14,,2,Městský stadion  - Vitkovice Aréna,,+€9.08m,ok
Beroe,https://www.transfermarkt.com/pfc-beroe-stara-zagora/startseite/verein/6764,Beroe Stara Zagora,efbet Liga,BU1,https://www.transfermarkt.com/efbet-liga/startseite/wettbewerb/BU1,First Tier,,15,17 years,€5.68m,26,24.1,20,,3,Beroe,,+€2.50m,ok
MetroStars,https://www.transfermarkt.com/north-eastern-metro-stars/startseite/verein/30583,North Eastern MetroStars SC,,,,,,,,,29,27.6,4,,0,T.K. Shutter Reseve,,,ok
Varberg,https://www.transfermarkt.com/varbergs-bois/startseite/verein/10507,Varbergs BoIS,Superettan,SE2,https://www.transfermarkt.com/superettan/startseite/wettbewerb/SE2,Second Tier,,2,3 years,€4.88m,24,25.4,6,,0,Påskbergsvallen,,,ok
Ã–stersund,https://www.transfermarkt.com/ostersunds-fk/startseite/verein/9614,Östersunds FK,Superettan,SE2,https://www.transfermarkt.com/superettan/startseite/wettbewerb/SE2,Second Tier,,5,5 years,€2.91m,23,25.1,12,,0,Jämtkraft Arena,,+€175k,ok
Spartak Subotica,https://www.transfermarkt.com/fk-spartak-subotica/startseite/verein/15276,FK Spartak Subotica,Super liga Srbije,SER1,https://www.transfermarkt.com/super-liga-srbije/startseite/wettbewerb/SER1,First Tier,,15,17 years,€9.35m,31,25.0,18,,0,Gradski stadion Subotica,,+€1.30m,ok
AGOVV,https://www.transfermarkt.com/agovv-apeldoorn-amateure/startseite/verein/20325,AGOVV Apeldoorn Amateurs,,,,,,,,,4,34.7,0,,0,Fly Brazil Desko Stadion,,,ok
Silkeborg,https://www.transfermarkt.com/silkeborg-if/startseite/verein/1177,Silkeborg IF,Superliga,DK1,https://www.transfermarkt.com/superligaen/startseite/wettbewerb/DK1,First Tier,Denmark,11,5 years,€21.15m,27,24.4,7,,1,JYSK Park,,+€2.84m,ok
RWDM,https://www.transfermarkt.com/rwd-molenbeek/startseite/verein/54189,RWDM Brussels,Challenger Pro League,BE2,https://www.transfermarkt.com/proximus-league/startseite/wettbewerb/BE2,Second Tier,,13,2 years,€9.75m,25,23.6,16,,3,Edmond Machtensstadion,,+€2.93m,ok
AEL Limassol,https://www.transfermarkt.com/ael-limassol/startseite/verein/786,AEL Limassol,Cyprus League,ZYP1,https://www.transfermarkt.com/protathlima-cyta/startseite/wettbewerb/ZYP1,First Tier,,2,26 years,€8.45m,28,27.0,15,,4,Limassol Arena,,+€1.09m,ok
Boston United,https://www.transfermarkt.com/boston-united/startseite/verein/3489,Boston United,National League,CNAT,https://www.transfermarkt.com/national-league/startseite/wettbewerb/CNAT,Fifth Tier,,12,2 years,€225k,27,25.3,7,,0,The Jakemans Community Stadium,,,ok
San Diego FC,https://www.transfermarkt.com/san-diego-fc/startseite/verein/114977,San Diego FC,Major League Soccer,MLS1,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1,First Tier,,9,2 years,€47.93m,30,25.5,19,,7,Snapdragon Stadium,,,ok
Bellinzona,https://www.transfermarkt.com/ac-bellinzona/startseite/verein/2047,AC Bellinzona,Challenge League,C2,https://www.transfermarkt.com/challenge-league/startseite/wettbewerb/C2,Second Tier,,10,4 years,€4.55m,30,24.8,15,,1,Stadio comunale Bellinzona,,+€690k,ok
FC Winterthur,https://www.transfermarkt.com/fc-winterthur/startseite/verein/242,FC Winterthur,Super League,C1,https://www.transfermarkt.com/super-league/startseite/wettbewerb/C1,First Tier,,6,4 years,€10.03m,30,26.2,10,,2,Schützenwiese,,+€2.80m,ok
Cannes,https://www.transfermarkt.com/as-cannes-b/startseite/verein/16803,AS Cannes B,,,,,,,,€50k,14,24.5,2,,0,-,,,ok
Austria Wien,https://www.transfermarkt.com/fk-austria-wien/startseite/verein/14,Austria Vienna,Bundesliga,A1,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/A1,First Tier,Austria,4,52 years,€23.23m,31,25.3,8,,3,Generali Arena,,+€1.57m,ok
Austria Salzburg,https://www.transfermarkt.com/sv-austria-salzburg/startseite/verein/11853,SV Austria Salzburg,2. Liga,A2,https://www.transfermarkt.com/2-liga/startseite/wettbewerb/A2,Second Tier,,9,1 year,€3.70m,28,24.7,11,,0,Max-Aicher-Stadion,,,ok
Ankaraspor,https://www.transfermarkt.com/ankaraspor/startseite/verein/2944,Sincan Belediyesi Ankaraspor,2.Lig Beyaz,TR3A,https://www.transfermarkt.com/2-lig-beyaz/startseite/wettbewerb/TR3A,Third Tier,Turkey,10,4 years,€2.37m,32,25.0,0,,0,Sincan 15 Temmuz Milli Birlik Stadı,,,ok
NK Celje,https://www.transfermarkt.com/nk-celje/startseite/verein/710,NK Celje,Prva Liga,SL1,https://www.transfermarkt.com/prva-liga/startseite/wettbewerb/SL1,First Tier,,1,12 years,€12.30m,26,26.9,14,,7,Stadion Z'dežele,,+€4.45m,ok
Des Moines Menace,https://www.transfermarkt.com/des-moines-menace/startseite/verein/5065,Des Moines Menace,,,,,,,,,15,28.9,7,,0,Valley Stadium,,,ok
Rotor Volgograd,https://www.transfermarkt.com/rotor-volgograd/startseite/verein/3609,Rotor Volgograd,1.Division,RU2,https://www.transfermarkt.com/1-division/startseite/wettbewerb/RU2,Second Tier,,4,2 years,€10.18m,27,26.8,4,,1,Volgograd Arena,,,ok
Ajaccio,https://www.transfermarkt.com/gfc-ajaccio-u19/startseite/verein/49984,GFC Ajaccio U19,Championnat National U19 - Groupe D,F19D,https://www.transfermarkt.com/championnat-national-u19-groupe-d/startseite/wettbewerb/F19D,,,10,3 years,,22,18.6,2,,0,Stade Ange Camilli,,,ok
FC Eindhoven,https://www.transfermarkt.com/fc-eindhoven/startseite/verein/3892,FC Eindhoven,Keuken Kampioen Divisie,NL2,https://www.transfermarkt.com/keuken-kampioen-divisie/startseite/wettbewerb/NL2,Second Tier,,11,49 years,€6.03m,27,24.6,8,,1,Jan Louwers Stadion,,+€200k,ok
Telstar,https://www.transfermarkt.com/sc-telstar/startseite/verein/1434,SC Telstar,Eredivisie,NL1,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1,First Tier,Netherlands,15,1 year,€11.30m,27,25.2,7,,3,BUKO Stadion,,,ok
Dorking Wand.,https://www.transfermarkt.com/dorking-wanderers/startseite/verein/52299,Dorking Wanderers,National League South,NLS6,https://www.transfermarkt.com/national-league-south/startseite/wettbewerb/NLS6,Sixth Tier,,4,2 years,€100k,27,28.5,6,,1,Meadowbank,,,ok
Altrincham,https://www.transfermarkt.com/altrincham-fc/startseite/verein/2962,Altrincham FC,National League,CNAT,https://www.transfermarkt.com/national-league/startseite/wettbewerb/CNAT,Fifth Tier,,13,6 years,€25k,29,25.6,4,,1,J. Davidson Stadium,,,ok
Reading FC,https://www.transfermarkt.com/fc-reading/startseite/verein/1032,Reading FC,League One,GB3,https://www.transfermarkt.com/league-one/startseite/wettbewerb/GB3,Third Tier,England,12,3 years,€12.33m,30,26.4,18,,2,Select Car Leasing Stadium,,+€2.16m,ok
Harborough,https://www.transfermarkt.com/harborough-town-u18/startseite/verein/87938,Harborough Town,,,,,,,,,22,30.0,3,,1,Harborough Town Community Football Ground,,,ok
Miami FC,https://www.transfermarkt.com/miami-fc/startseite/verein/42814,Miami FC,USL Championship,USL,https://www.transfermarkt.com/usl-championship/startseite/wettbewerb/USL,Second Tier,,7,7 years,€3.35m,27,25.1,18,,3,Pitbull Stadium,,,ok
HJK Helsinki,https://www.transfermarkt.com/hjk-helsinki/startseite/verein/1008,HJK Helsinki,Veikkausliiga,FI1,https://www.transfermarkt.com/veikkausliiga/startseite/wettbewerb/FI1,First Tier,,3,37 years,€6.10m,26,24.5,7,,1,Bolt Arena,,,ok
Koblenz,https://www.transfermarkt.com/fc-cosmos-koblenz/startseite/verein/45062,FC Cosmos Koblenz,Oberliga Rheinland-Pfalz/Saar,OLRP,https://www.transfermarkt.com/oberliga-rheinland-pfalz-saar/startseite/wettbewerb/OLRP,Fifth Tier,,9,1 year,,25,23.9,17,,1,Stadion Oberwerth,,,ok
Chelmsford,https://www.transfermarkt.com/chelmsford-city/startseite/verein/3698,Chelmsford City,National League South,NLS6,https://www.transfermarkt.com/national-league-south/startseite/wettbewerb/NLS6,Sixth Tier,,10,16 years,€200k,26,25.3,5,,2,The EMG Inspire Stadium,,,ok
Monterey Bay,https://www.transfermarkt.com/monterey-bay-fc/startseite/verein/87631,Monterey Bay FC,USL Championship,USL,https://www.transfermarkt.com/usl-championship/startseite/wettbewerb/USL,Second Tier,,12,5 years,€3.65m,26,23.7,12,,3,Cardinale Stadium,,,ok
Pirin Blagoevgrad,https://www.transfermarkt.com/ofk-pirin-blagoevgrad/startseite/verein/521,Pirin Blagoevgrad,Vtora Liga,BU2,https://www.transfermarkt.com/vtora-liga/startseite/wettbewerb/BU2,Second Tier,,9,2 years,€1.67m,21,24.0,0,,0,Hristo Botev,,,ok
Limonest,https://www.transfermarkt.com/fc-limonest/startseite/verein/51404,FC Limonest,Championnat National 2 - Groupe C,CN2C,https://www.transfermarkt.com/championnat-national-2-groupe-c/startseite/wettbewerb/CN2C,Fourth Tier,,11,1 year,€100k,24,26.2,6,,1,Parc des Sports Courtois Fillot,,,ok
Wiener Neustadt,https://www.transfermarkt.com/1-wiener-neustadter-sc/startseite/verein/17444,1. Fortuna Wiener Neustädter SC,1. Landesliga Niederösterreich,A4N,https://www.transfermarkt.com/1-landesliga-niederosterreich/startseite/wettbewerb/A4N,Fourth Tier,,6,3 years,,25,24.3,3,,0,Wiener Neustadt ERGO Arena,,,ok
WSG Tirol,https://www.transfermarkt.com/wsg-tirol/startseite/verein/2446,WSG Tirol,Bundesliga,A1,https://www.transfermarkt.com/bundesliga/startseite/wettbewerb/A1,First Tier,Austria,4,7 years,€10.90m,28,24.0,8,,0,Tivoli Stadion Tirol,,,ok
Bidvest Wits,https://www.transfermarkt.com/bidvest-wits-fc/startseite/verein/10680,Bidvest Wits FC,Betway Premiership,SFA1,https://www.transfermarkt.com/dstv-premiership/startseite/wettbewerb/SFA1,,,,,,0,0.0,,,0,Bidvest Stadium,,,ok
Timbers 2,https://www.transfermarkt.com/portland-timbers-2/startseite/verein/46719,Portland Timbers 2,MLS Next Pro,MNP3,https://www.transfermarkt.com/mls-next-pro/startseite/wettbewerb/MNP3,Third Tier,,9,5 years,€425k,25,21.0,10,,1,Providence Park,,,ok
Limerick FC,https://www.transfermarkt.com/limerick-fc/startseite/verein/4286,Limerick FC (,First Division,IR2,https://www.transfermarkt.com/first-division/startseite/wettbewerb/IR2,,,,,,0,0.0,,,0,Markets Field,,,ok
Proodeftiki,https://www.transfermarkt.com/proodeftiki-neolea/startseite/verein/2675,Proodeftiki Neolea,Super League 2,GRS2,https://www.transfermarkt.com/super-league-2/startseite/wettbewerb/GRS2,,,,,,10,25.9,1,,0,Dimotiko Gipedo Nikeas,,,ok
Volendam,https://www.transfermarkt.com/fc-volendam/startseite/verein/724,FC Volendam,Eredivisie,NL1,https://www.transfermarkt.com/eredivisie/startseite/wettbewerb/NL1,First Tier,Netherlands,16,1 year,€17.38m,30,25.0,10,,6,Kras Stadion,,,ok
Shelbourne FC,https://www.transfermarkt.com/shelbourne-fc/startseite/verein/3909,Shelbourne FC,League of Ireland Premier Division,IR1,https://www.transfermarkt.com/premier-league/startseite/wettbewerb/IR1,First Tier,,5,5 years,€3.90m,33,23.9,13,,0,Tolka Park,,,ok
Gangwon,https://www.transfermarkt.com/gangwon-fc/startseite/verein/21459,Gangwon FC,K League 1,RSK1,https://www.transfermarkt.com/k-league-1/startseite/wettbewerb/RSK1,First Tier,,5,10 years,€9.38m,44,23.7,2,,4,Gangneung High1 Arena,,,ok
Busan I'Park,https://www.transfermarkt.com/busan-ipark/startseite/verein/2582,Busan IPark,K League 2,RSK2,https://www.transfermarkt.com/k-league-2/startseite/wettbewerb/RSK2,Second Tier,,1,6 years,€6.00m,30,25.1,4,,0,Busan Gudeok Stadium (IPARK),,,ok
FC Khimki,https://www.transfermarkt.com/fk-khimki/startseite/verein/3719,FC Khimki (,Premier Liga,RU1,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/RU1,,Russia,,,,0,0.0,,,0,Arena Khimki,,,ok
Real Madrid B,https://www.transfermarkt.com/real-madrid/startseite/verein/418,Real Madrid,LaLiga,ES1,https://www.transfermarkt.com/laliga/startseite/wettbewerb/ES1,First Tier,Spain,2,87 years,€18.00m,29,25.7,17,,18,Santiago Bernabéu,,,ok
Sevilla,https://www.transfermarkt.com/fc-sevilla/startseite/verein/368,Sevilla FC,LaLiga,ES1,https://www.transfermarkt.com/laliga/startseite/wettbewerb/ES1,First Tier,Spain,11,25 years,€140.40m,28,28.0,17,,9,Ramón Sánchez-Pizjuán,,+€54.75m,ok
Wolves,https://www.transfermarkt.com/warri-wolves-fc/startseite/verein/23106,Warri Wolves FC,Nigeria Professional Football League,NPFL,https://www.transfermarkt.com/nigeria-professional-football-league/startseite/wettbewerb/NPFL,First Tier,,17,1 year,,44,26.4,0,,0,Ozoro University Stadium,,,ok
Dinamo,https://www.transfermarkt.com/fk-makhachkala/startseite/verein/75231,Dinamo Makhachkala,Premier Liga,RU1,https://www.transfermarkt.com/premier-liga/startseite/wettbewerb/RU1,First Tier,Russia,14,2 years,€18.18m,26,25.1,11,,4,Anzhi-Arena,,+€2.93m,ok
Roma,https://www.transfermarkt.com/as-rom/startseite/verein/12,AS Roma,Serie A,IT1,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1,First Tier,Italy,5,74 years,€454.50m,27,26.2,19,,13,Olimpico di Roma,,,ok
Montreal Impact,https://www.transfermarkt.com/montreal-impact-reserves/startseite/verein/79533,Montreal Impact Reserves,MLS Reserve League,MLSR,https://www.transfermarkt.com/mls-reserve-league/startseite/wettbewerb/MLSR,,,,,,0,0.0,,,0,-,,,ok
Dijon,https://www.transfermarkt.com/dijon-fco/startseite/verein/2969,Dijon FCO,Championnat National,FR3,https://www.transfermarkt.com/championnat-national/startseite/wettbewerb/FR3,Third Tier,,1,3 years,€4.95m,22,27.7,5,,0,Stade Gaston-Gérard,,+€100k,ok
Lazio,https://www.transfermarkt.com/lazio-rom/startseite/verein/398,SS Lazio,Serie A,IT1,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1,First Tier,Italy,9,38 years,€217.55m,28,27.7,17,,11,Olimpico di Roma,,+€13.55m,ok
Hebei Fortune,https://www.transfermarkt.com/hebei-fc/startseite/verein/36630,Hebei FC (2010,Super League,CSL,https://www.transfermarkt.com/chinese-super-league/startseite/wettbewerb/CSL,,,,,,0,0.0,,,0,Datong Sports Center Stadium,,,ok
Amiens,https://www.transfermarkt.com/amiens-sc/startseite/verein/1416,Amiens SC,Ligue 2,FR2,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2,Second Tier,France,18,6 years,€24.23m,28,24.8,13,,4,Stade Crédit Agricole la Licorne,,+€500k,ok
Lens,https://www.transfermarkt.com/rc-lens/startseite/verein/826,RC Lens,Ligue 1,FR1,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1,First Tier,France,2,6 years,€193.55m,29,26.5,9,,11,Stade Bollaert-Delelis,,+€45.55m,ok
AmÃ©rica,https://www.transfermarkt.com/cf-america/startseite/verein/3631,CF América,Liga MX Apertura,MEXA,https://www.transfermarkt.com/liga-mx-apertura/startseite/wettbewerb/MEXA,First Tier,,4,30 years,€98.95m,29,27.9,10,,11,Estadio Azteca,,,ok
Torino,https://www.transfermarkt.com/fc-turin/startseite/verein/416,Torino FC,Serie A,IT1,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1,First Tier,Italy,12,14 years,€134.90m,30,26.3,24,,11,Olimpico Grande Torino,,+€21.84m,ok
CRB,https://www.transfermarkt.com/clube-de-regatas-brasil-al-u20/startseite/verein/89207,CRB U20,,,,,,,,,30,19.9,0,,0,-,,,ok
QuerÃ©taro,https://www.transfermarkt.com/queretaro-fc/startseite/verein/4961,Querétaro FC,Liga MX Apertura,MEXA,https://www.transfermarkt.com/liga-mx-apertura/startseite/wettbewerb/MEXA,First Tier,,12,17 years,€20.95m,30,26.6,9,,1,Estadio La Corregidora,,,ok
LeÃ³n,https://www.transfermarkt.com/club-leon-fc/startseite/verein/4941,Club León FC,Liga MX Apertura,MEXA,https://www.transfermarkt.com/liga-mx-apertura/startseite/wettbewerb/MEXA,First Tier,,17,14 years,€41.90m,28,28.0,9,,2,Nou Camp,,,ok
Monterrey,https://www.transfermarkt.com/cf-monterrey/startseite/verein/2407,CF Monterrey,Liga MX Apertura,MEXA,https://www.transfermarkt.com/liga-mx-apertura/startseite/wettbewerb/MEXA,First Tier,,5,30 years,€64.70m,26,28.0,9,,4,Estadio BBVA,,+€19.72m,ok
Carpi,https://www.transfermarkt.com/carpi-fc-1909/startseite/verein/4102,AC Carpi,Serie C - Girone B,IT3B,https://www.transfermarkt.com/serie-c-girone-b/startseite/wettbewerb/IT3B,Third Tier,,13,2 years,€3.68m,26,24.3,1,,0,Sandro Cabassi,,+€200k,ok
Eupen,https://www.transfermarkt.com/fc-eupen/startseite/verein/8441,FC Eupen,,,,,,,,,5,25.1,1,,0,-,,,ok
Padova,https://www.transfermarkt.com/calcio-padova/startseite/verein/3037,Calcio Padova,Serie B,IT2,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2,Second Tier,Italy,9,1 year,€16.90m,32,27.2,4,,0,Euganeo,,+€2.00m,ok
NÃ¼rnberg,https://www.transfermarkt.com/sc-germania-nurnberg/startseite/verein/7366,SC Germania Nürnberg,,,,,,,,,18,29.2,9,,0,-,,,ok
Puebla,https://www.transfermarkt.com/puebla-fc/startseite/verein/5662,Puebla FC,Liga MX Apertura,MEXA,https://www.transfermarkt.com/liga-mx-apertura/startseite/wettbewerb/MEXA,First Tier,,18,19 years,€24.43m,28,26.5,9,,2,Estadio Cuauhtémoc,,+€214k,ok
W Sydney,https://www.transfermarkt.com/western-sydney-wanderers/startseite/verein/36100,Western Sydney Wanderers,A-League Men,AUS1,https://www.transfermarkt.com/a-league/startseite/wettbewerb/AUS1,First Tier,Australia,12,14 years,€9.45m,28,25.9,6,,3,CommBank Stadium,,+€2.48m,ok
Al-Riyadh SC,https://www.transfermarkt.com/al-riad/startseite/verein/31008,Al,Saudi Pro League,SA1,https://www.transfermarkt.com/saudi-professional-league/startseite/wettbewerb/SA1,First Tier,,16,3 years,€12.73m,28,27.0,12,,1,Prince Turki bin Abdul Aziz Stadium,,+€2.96m,ok
CastellÃ³n,https://www.transfermarkt.com/cd-castellon/startseite/verein/2502,CD Castellón,LaLiga2,ES2,https://www.transfermarkt.com/laliga2/startseite/wettbewerb/ES2,Second Tier,Spain,5,2 years,€20.40m,24,28.1,13,,3,SkyFi Castalia,,+€285k,ok
Brighton,https://www.transfermarkt.com/amex-brighton-fc/startseite/verein/82028,Amex Brighton FC,,,,,,,,,0,0.0,,,0,-,,,ok
Al-Raed,https://www.transfermarkt.com/al-raed/startseite/verein/22381,Al,Saudi First Division League,SA2L,https://www.transfermarkt.com/yelo-league/startseite/wettbewerb/SA2L,Second Tier,,7,1 year,€5.35m,22,27.2,6,,1,Al-Raed Club Stadium,,+€4.23m,ok
MalmÃ¶,https://www.transfermarkt.com/mps-atletico-malmi/startseite/verein/46527,MPS/Atletico Malmi,Kolmonen Etelä Group B,KOG2,https://www.transfermarkt.com/kolmonen-helsinki-gruppe-2/startseite/wettbewerb/KOG2,Fifth Tier,,1,1 year,,33,28.8,1,,0,Mosan Wembley,,,ok
Oviedo,https://www.transfermarkt.com/real-oviedo/startseite/verein/2497,Real Oviedo,LaLiga,ES1,https://www.transfermarkt.com/laliga/startseite/wettbewerb/ES1,First Tier,Spain,20,1 year,€63.90m,26,28.0,16,,8,Carlos Tartiere,,,ok
Cagliari,https://www.transfermarkt.com/cagliari-calcio/startseite/verein/1390,Cagliari Calcio,Serie A,IT1,https://www.transfermarkt.com/serie-a/startseite/wettbewerb/IT1,First Tier,Italy,16,3 years,€146.90m,29,25.5,14,,9,Unipol Domus,,+€800k,ok
Bari,https://www.transfermarkt.com/ssc-bari/startseite/verein/332,SSC Bari,Serie B,IT2,https://www.transfermarkt.com/serie-b/startseite/wettbewerb/IT2,Second Tier,Italy,17,4 years,€27.30m,31,26.7,10,,1,San Nicola,,+€950k,ok
Rennes,https://www.transfermarkt.com/ta-rennes/startseite/verein/35199,TA Rennes,National 3 - Grp. B,C3NA,https://www.transfermarkt.com/championnat-national-3-nouvelle-aquitaine/startseite/wettbewerb/C3NA,,,,,,24,26.4,2,,0,Stade Roger Salengro,,,ok
Lyn,https://www.transfermarkt.com/lyn-oslo/startseite/verein/175,Lyn 1896 FK,OBOS-ligaen,NO2,https://www.transfermarkt.com/obos-ligaen/startseite/wettbewerb/NO2,Second Tier,,12,3 years,€3.18m,20,25.1,3,,1,Bislett Stadion,,+€1.91m,ok
UNAM,https://www.transfermarkt.com/unam-pumas/startseite/verein/7633,UNAM Pumas,Liga MX Apertura,MEXA,https://www.transfermarkt.com/liga-mx-apertura/startseite/wettbewerb/MEXA,First Tier,,10,30 years,€52.08m,26,26.3,10,,5,Estadio Olímpico Universitario,,,ok
AtlÃ©tico,https://www.transfermarkt.com/atletico-madrid/startseite/verein/13,Atlético de Madrid,LaLiga,ES1,https://www.transfermarkt.com/laliga/startseite/wettbewerb/ES1,First Tier,Spain,4,24 years,€587.00m,23,27.7,16,,18,Riyadh Air Metropolitano,,,ok
D.C. United,https://www.transfermarkt.com/d-c-united/startseite/verein/2440,D.C. United,Major League Soccer,MLS1,https://www.transfermarkt.com/major-league-soccer/startseite/wettbewerb/MLS1,First Tier,,7,31 years,€29.30m,28,25.8,12,,6,Audi Field,,,ok
O'Higgins,https://www.transfermarkt.com/cd-ohiggins/startseite/verein/11470,CD O'Higgins,Liga de Primera,CLPD,https://www.transfermarkt.com/primera-division-de-chile/startseite/wettbewerb/CLPD,First Tier,,5,9 years,€12.78m,28,25.1,8,,2,El Teniente,,,ok
Cosenza,https://www.transfermarkt.com/cosenza-calcio/startseite/verein/4031,Cosenza Calcio,Serie C - Girone C,IT3C,https://www.transfermarkt.com/serie-c-girone-c/startseite/wettbewerb/IT3C,Third Tier,,4,1 year,€8.00m,30,25.2,4,,0,San Vito-Luigi Marulla,,+€3.88m,ok
Le Mans,https://www.transfermarkt.com/le-mans-fc/startseite/verein/1164,Le Mans FC,Ligue 2,FR2,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2,Second Tier,France,2,1 year,€12.30m,27,26.3,4,,0,Stade Marie-Marvingt,,,ok
Memphis,https://www.transfermarkt.com/memphis-fc/startseite/verein/99975,Memphis FC,,,,,,,,,0,0.0,,,0,-,,,ok
Blackburn,https://www.transfermarkt.com/blackburn-rovers/startseite/verein/164,Blackburn Rovers,Championship,GB2,https://www.transfermarkt.com/championship/startseite/wettbewerb/GB2,Second Tier,England,20,8 years,€45.90m,31,26.6,20,,9,Ewood Park,,,ok
HÃ©rcules,https://www.transfermarkt.com/hercules-alicante/startseite/verein/7971,Hércules CF,Primera Federación - Grupo II,E3G2,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-ii/startseite/wettbewerb/E3G2,Third Tier,,9,2 years,€5.90m,26,26.2,4,,1,José Rico Pérez,,,ok
Alania,https://www.transfermarkt.com/alania-vladikavkaz/startseite/verein/75506,Alania Vladikavkaz,2. Division A (Phase 2),R3D2,https://www.transfermarkt.com/2-division-a-phase-2-/startseite/wettbewerb/R3D2,Third Tier,,3,1 year,€2.39m,35,22.6,0,,0,Sultan Bilimkhanov,,+€12k,ok
Zenit,https://www.transfermarkt.com/zenit-penza/startseite/verein/17399,Zenit Penza,2. Division B,2DVB,https://www.transfermarkt.com/2-division-b/startseite/wettbewerb/2DVB,Fourth Tier,,15,3 years,,31,20.7,0,,0,SK Zenit,,,ok
Reims,https://www.transfermarkt.com/stade-reims/startseite/verein/1421,Stade Reims,Ligue 2,FR2,https://www.transfermarkt.com/ligue-2/startseite/wettbewerb/FR2,Second Tier,France,6,1 year,€93.90m,24,24.1,19,,7,Stade Auguste-Delaune,,+€81.98m,ok
AnkaragÃ¼cÃ¼,https://www.transfermarkt.com/mke-ankaragucu/startseite/verein/868,MKE Ankaragücü,2.Lig Beyaz,TR3A,https://www.transfermarkt.com/2-lig-beyaz/startseite/wettbewerb/TR3A,Third Tier,Turkey,6,1 year,€2.09m,34,23.0,3,,0,Eryaman Stadyumu,,,ok
Antwerp,https://www.transfermarkt.com/royal-antwerpen-fc/startseite/verein/1096,Royal Antwerp FC,Jupiler Pro League,BE1,https://www.transfermarkt.com/jupiler-pro-league/startseite/wettbewerb/BE1,First Tier,Belgium,10,9 years,€52.95m,31,24.5,17,,5,Bosuilstadion,,+€42.75m,ok
Standard LiÃ¨ge,https://www.transfermarkt.com/standard-luttich/startseite/verein/3057,Standard Liège,Jupiler Pro League,BE1,https://www.transfermarkt.com/jupiler-pro-league/startseite/wettbewerb/BE1,First Tier,Belgium,8,66 years,€46.10m,31,26.3,21,,5,Maurice Dufrasne Stadion,,+€400k,ok
PeÃ±arol,https://www.transfermarkt.com/ca-penarol/startseite/verein/861,CA Peñarol,Liga AUF Intermedio,URUI,https://www.transfermarkt.com/torneo-intermedio/startseite/wettbewerb/URUI,First Tier,,7,3 years,€40.98m,28,27.8,4,,0,Campeón del Siglo,,+€6.71m,ok
Lugo,https://www.transfermarkt.com/cd-lugo/startseite/verein/11000,CD Lugo,Primera Federación - Grupo I,E3G1,https://www.transfermarkt.com/primera-division-r-f-e-f-grupo-i/startseite/wettbewerb/E3G1,Third Tier,,9,3 years,€4.80m,25,27.5,5,,1,Anxo Carro,,+€190k,ok
Atlas,https://www.transfermarkt.com/atlas-guadalajara/startseite/verein/8590,Atlas Guadalajara,Liga MX Apertura,MEXA,https://www.transfermarkt.com/liga-mx-apertura/startseite/wettbewerb/MEXA,First Tier,,14,30 years,€29.20m,25,27.8,9,,2,Estadio Jalisco,,+€4.10m,ok
Lille,https://www.transfermarkt.com/losc-lille/startseite/verein/1082,LOSC Lille,Ligue 1,FR1,https://www.transfermarkt.com/ligue-1/startseite/wettbewerb/FR1,First Tier,France,3,26 years,€271.50m,28,26.4,18,,13,Decathlon Arena-Stade Pierre-Mauroy,,+€61.60m,ok
Reus,https://www.transfermarkt.com/cf-reddis/startseite/verein/83848,Reus FC Reddis,Segunda Federación - Grupo III,E4G3,https://www.transfermarkt.com/segunda-division-r-f-e-f-grupo-iii/startseite/wettbewerb/E4G3,Fourth Tier,,4,1 year,€1.65m,23,27.4,2,,0,Municipal de Reus,,+€70k,ok
Aris,https://www.transfermarkt.com/aris-thessaloniki/startseite/verein/605,Aris Thessaloniki,Super League 1,GR1,https://www.transfermarkt.com/super-league-1/startseite/wettbewerb/GR1,First Tier,Greece,8,8 years,€33.05m,32,27.4,23,,5,"Gipedo ""Kleanthis Vikelidis""",,,ok
