player_name,player_url,status,name_home_country,dob_age,place_birth,height,citizenship,position,foot,debut_season,debut_age,first_club,debut_year,transfermarkt_id,transfermarkt_url
Shinji Kagawa,https://fbref.com/en/players/5afafbfe/Shinji-Kagawa,Success,Not found,"March 17, 1989 (Age: 36-253d)","Kobe, Japan",175cm,Japan,FW-MF (AM-CM),Right,2010-2011,21 years,Dortmund,2010,81785,https://www.transfermarkt.com/shinji-kagawa/profil/spieler/81785
Kei Kamara,https://fbref.com/en/players/6e3f3809/Kei-Kamara,Success,Not found,"September 1, 1984 (Age: 41-085d)","Kenema, Sierra Leone",188cm,Sierra Leone,FW,Right,2006,21 years,Columbus Crew,Not found,39049,https://www.transfermarkt.com/kei-kamara/profil/spieler/39049
Harry Kane,https://fbref.com/en/players/21a66f6a/Harry-Kane,Success,Not found,"July 28, 1993 (Age: 32-120d)","Walthamstow, England, United Kingdom",188cm,England eng,FW,Right,2010-2011,17 years,Leyton Orient,2010,132098,https://www.transfermarkt.com/harry-kane/profil/spieler/132098
Jem Karacan,https://fbref.com/en/players/7027738f/Jem-Karacan,Success,Not found,"February 21, 1989",Not found,178cm,Turkey tr  Other: England,MF (DM),Both,2007-2008,18 years,Bournemouth,2007,61447,https://www.transfermarkt.com/jem-karacan/profil/spieler/61447
Giorgos Karagounis,https://fbref.com/en/players/ed2192d0/Giorgos-Karagounis,Success,Not found,"March 6, 1977",Not found,176cm,Greece,MF,Not found,2000-2001,23 years,Panathinaikos,2000,6106,https://www.transfermarkt.com/giorgos-karagounis/profil/spieler/6106
Jimmy Kébé,https://fbref.com/en/players/ea7c7cdf/Jimmy-Kebe,Success,Not found,"January 19, 1984",Not found,187cm,Mali,"MF (AM-WM, right)",Not found,2007-2008,23 years,Reading,2007,33822,https://www.transfermarkt.com/jimmy-kb/profil/spieler/33822
Billy Knott,https://fbref.com/en/players/49809c96/Billy-Knott,Success,Not found,"November 28, 1992",Not found,173cm,England eng,MF,Right,2011-2012,18 years,AFC Wimbledon,2011,133392,https://www.transfermarkt.com/billy-knott/profil/spieler/133392
Arouna Koné,https://fbref.com/en/players/f9a72ca4/Arouna-Kone,Success,Not found,"November 11, 1983",Not found,182cm,Côte d'Ivoire,FW,Right,2003-2004,19 years,Roda JC,2003,8552,https://www.transfermarkt.com/arouna-kon/profil/spieler/8552
Adam Lallana,https://fbref.com/en/players/99813635/Adam-Lallana,Success,Not found,"May 10, 1988",Not found,173cm,England eng,FW-MF (AM-CM-WM),Right,2006-2007,18 years,Southampton,2006,43530,https://www.transfermarkt.com/adam-lallana/profil/spieler/43530
Roland Lamah,https://fbref.com/en/players/336a36fb/Roland-Lamah,Success,Not found,"December 31, 1987",Not found,180cm,Belgium be  Other: Côte d'Ivoire,"FW-MF (WM, left)",Left,2006-2007,18 years,Anderlecht,2006,35035,https://www.transfermarkt.com/roland-lamah/profil/spieler/35035
Rickie Lambert,https://fbref.com/en/players/495de82c/Rickie-Lambert,Success,Not found,"February 16, 1982",Not found,187cm,England eng,FW,Right,2002-2003,20 years,Stockport,2002,49655,https://www.transfermarkt.com/rickie-lambert/profil/spieler/49655
Adam le Fondre,https://fbref.com/en/players/f3a77fec/Adam-le-Fondre,Success,Not found,"December 2, 1986",Not found,177cm,Not found,FW,Right,2004-2005,17 years,Stockport,2004,46106,https://www.transfermarkt.com/adam-le-fondre/profil/spieler/46106
Mikele Leigertwood,https://fbref.com/en/players/3cd9228b/Mikele-Leigertwood,Success,Not found,"November 12, 1982",Not found,188cm,Antigua and Barbuda ag  Other: England,DF-MF (DM),Not found,2002-2003,19 years,Wimbledon,2002,14041,https://www.transfermarkt.com/mikele-leigertwood/profil/spieler/14041
Hugo Lloris,https://fbref.com/en/players/8f62b6ee/Hugo-Lloris,Success,Not found,"December 26, 1986 (Age: 38-334d)","Nice, France",188cm,France,GK,Left,2005-2006,18 years,Nice,2005,17965,https://www.transfermarkt.com/hugo-lloris/profil/spieler/17965
Matthew Lowton,https://fbref.com/en/players/9a9c05db/Matthew-Lowton,Success,Not found,"June 9, 1989",Not found,180cm,Not found,"DF (FB, right)",Right,2009-2010,20 years,Ferencváros,2009,102258,https://www.transfermarkt.com/matthew-lowton/profil/spieler/102258
Modibo Maïga,https://fbref.com/en/players/a546477d/Modibo-Maiga,Success,Not found,"September 3, 1987",Not found,185cm,Mali,FW-MF (WM),Left,2007-2008,19 years,Le Mans,2007,46831,https://www.transfermarkt.com/modibo-maga/profil/spieler/46831
Mikael Mandron,https://fbref.com/en/players/47a26e7c/Mikael-Mandron,Success,Not found,"October 11, 1994 (Age: 31-045d)","Boulogne-sur-Mer, France",191cm,Not found,FW,Right,2012-2013,17 years,Sunderland,2012,218144,https://www.transfermarkt.com/mikael-mandron/profil/spieler/218144
Kader Mangane,https://fbref.com/en/players/dbb10755/Kader-Mangane,Success,Not found,"March 23, 1983",Not found,193cm,Senegal,DF-MF (CB),Right,2003-2004,20 years,Xamax,2003,4796,https://www.transfermarkt.com/kader-mangane/profil/spieler/4796
Vito Mannone,https://fbref.com/en/players/c4173f1a/Vito-Mannone,Success,Not found,"March 2, 1988 (Age: 37-268d)","Desio, Italy",191cm,Italy,GK,Right,2006-2007,18 years,Barnsley,2006,33781,https://www.transfermarkt.com/vito-mannone/profil/spieler/33781
Stanislav Manolev,https://fbref.com/en/players/42138efa/Stanislav-Manolev,Success,Not found,"December 16, 1985",Not found,185cm,Bulgaria,"DF-MF (FB, right)",Right,2009-2010,23 years,PSV Eindhoven,2009,36233,https://www.transfermarkt.com/stanislav-manolev/profil/spieler/36233
Adrian Mariappa,https://fbref.com/en/players/8aa5f52c/Adrian-Mariappa,Success,Not found,"October 3, 1986 (Age: 39-053d)","Harrow, England, United Kingdom",180cm,Jamaica jm  Other: England,"DF (CB, right)",Right,2005-2006,18 years,Watford,2005,38145,https://www.transfermarkt.com/adrian-mariappa/profil/spieler/38145
Marko Marin,https://fbref.com/en/players/a022e78c/Marko-Marin,Success,Not found,"March 13, 1989",Not found,170cm,Germany de  Other: Bosnia and Herzegovina,FW-MF (AM-WM),Right,2006-2007,17 years,Gladbach,2006,35251,https://www.transfermarkt.com/marko-marin/profil/spieler/35251
Emmanuel Mayuka,https://fbref.com/en/players/126fd532/Emmanuel-Mayuka,Success,Not found,"November 21, 1990",Not found,180cm,Zambia,FW,Both,2010-2011,19 years,Young Boys,2010,55709,https://www.transfermarkt.com/emmanuel-mayuka/profil/spieler/55709
Stéphane Mbia,https://fbref.com/en/players/c39d9657/Stephane-Mbia,Success,Not found,"May 20, 1986",Not found,190cm,Cameroon,DF-MF (CB-DM),Right,2004-2005,18 years,Rennes,2004,27470,https://www.transfermarkt.com/stphane-mbia/profil/spieler/27470
Jobi McAnuff,https://fbref.com/en/players/0f602616/Jobi-McAnuff,Success,Not found,"November 9, 1981",Not found,180cm,Jamaica jm  Other: England,MF (CM),Right,2001-2002,19 years,Wimbledon,2001,14047,https://www.transfermarkt.com/jobi-mcanuff/profil/spieler/14047
Alex McCarthy,https://fbref.com/en/players/36c2ca73/Alex-McCarthy,Success,Not found,"December 3, 1989 (Age: 35-357d)","Guildford, England, United Kingdom",193cm,England eng,GK,Right,2007-2008,17 years,Woking,2007,95976,https://www.transfermarkt.com/alex-mccarthy/profil/spieler/95976
George McCartney,https://fbref.com/en/players/f6c4946d/George-McCartney,Success,Not found,"April 29, 1981",Not found,183cm,Northern Ireland nir,DF,Left,2000-2001,19 years,Sunderland,2000,3775,https://www.transfermarkt.com/george-mccartney/profil/spieler/3775
Garath McCleary,https://fbref.com/en/players/3d383df8/Garath-McCleary,Success,Not found,"May 15, 1987 (Age: 38-194d)","Oxford, England, United Kingdom",188cm,Jamaica jm  Other: England,FW-MF (AM-WM),Right,2007-2008,20 years,Nott'ham Forest,2007,69653,https://www.transfermarkt.com/garath-mccleary/profil/spieler/69653
Michu,https://fbref.com/en/players/98429b7b/Michu,Success,Not found,"March 21, 1986",Not found,185cm,Spain,FW-MF (AM),Left,2007-2008,21 years,Celta Vigo,2007,70789,https://www.transfermarkt.com/michu/profil/spieler/70789
Kevin Mirallas,https://fbref.com/en/players/aa51343f/Kevin-Mirallas,Success,Not found,"October 5, 1987",Not found,182cm,Belgium,FW-MF (AM-WM),Right,2004-2005,16 years,Lille,2004,33639,https://www.transfermarkt.com/kevin-mirallas/profil/spieler/33639
Adam Mitchell,https://fbref.com/en/players/c2a4ce02/Adam-Mitchell,Success,Not found,"October 18, 1993",Not found,Not found,Not found,FW-MF (WM),Not found,2012-2013,18 years,Sunderland,2012,154293,https://www.transfermarkt.com/adam-mitchell/profil/spieler/154293
Nacho Monreal,https://fbref.com/en/players/d4cb83cc/Nacho-Monreal,Success,Not found,"February 26, 1986",Not found,178cm,Spain,"DF (FB, left)",Left,2006-2007,20 years,Osasuna,2006,43003,https://www.transfermarkt.com/nacho-monreal/profil/spieler/43003
Sean Morrison,https://fbref.com/en/players/09fec029/Sean-Morrison,Success,Not found,"January 8, 1991",Not found,193cm,Not found,"DF (CB, right)",Right,2007-2008,16 years,Swindon Town,2007,79723,https://www.transfermarkt.com/sean-morrison/profil/spieler/79723
Ján Mucha,https://fbref.com/en/players/1fa82e32/Jan-Mucha,Success,Not found,"December 5, 1982",Not found,189cm,Slovakia,GK,Right,2006-2007,23 years,Legia Warsaw,2006,33195,https://www.transfermarkt.com/jn-mucha/profil/spieler/33195
Alfred N'Diaye,https://fbref.com/en/players/7789bf63/Alfred-NDiaye,Success,Not found,"March 6, 1990",Not found,188cm,Senegal sn  Other: France,DF-MF (CM-DM),Right,2008-2009,18 years,Nancy,2008,77737,https://www.transfermarkt.com/alfred-ndiaye/profil/spieler/77737
Steven Naismith,https://fbref.com/en/players/5e98c186/Steven-Naismith,Success,Not found,"September 14, 1986",Not found,178cm,Scotland sct,FW-MF (AM),Right,2003-2004,16 years,Kilmarnock,2003,12763,https://www.transfermarkt.com/steven-naismith/profil/spieler/12763
Matija Nastasić,https://fbref.com/en/players/f35430a4/Matija-Nastasic,Success,Not found,"March 28, 1993",Not found,187cm,Serbia,"DF (CB, left)",Left,2011-2012,18 years,Fiorentina,2011,143559,https://www.transfermarkt.com/matija-nastasi/profil/spieler/143559
Joey O'Brien,https://fbref.com/en/players/ce46f501/Joey-OBrien,Success,Not found,"February 17, 1986",Not found,180cm,Republic of Ireland,"DF-MF (DM-FB, left & right)",Right,2004-2005,18 years,Sheffield Weds,2004,34672,https://www.transfermarkt.com/joey-obrien/profil/spieler/34672
Oscar,https://fbref.com/en/players/fc647b34/Oscar-Trejo,Success,Not found,"April 26, 1988 (Age: 37-213d)","Santiago del Estero, Argentina",177cm,Not found,FW-MF (AM),Right,2006-2007,18 years,Mallorca,2006,85314,https://www.transfermarkt.com/oscar/profil/spieler/85314
Bryan Oviedo,https://fbref.com/en/players/31faf295/Bryan-Oviedo,Success,Not found,"February 18, 1990 (Age: 35-280d)","San José, Costa Rica",172cm,Costa Rica,"DF-MF (CB-FB-WM, left)",Left,2009-2010,19 years,FC Copenhagen,2009,124983,https://www.transfermarkt.com/bryan-oviedo/profil/spieler/124983
Alex Pearce,https://fbref.com/en/players/66e0514a/Alex-Pearce,Success,Not found,"November 9, 1988",Not found,188cm,"Republic of Ireland ie  Other: England , Scotland",DF-MF (CB),Right,2006-2007,17 years,Northampton,2006,47768,https://www.transfermarkt.com/alex-pearce/profil/spieler/47768
Mladen Petrić,https://fbref.com/en/players/2cc63c53/Mladen-Petric,Success,Not found,"January 1, 1981",Not found,185cm,Croatia hr  Other: Bosnia and Herzegovina,FW,Left,2003-2004,22 years,Grasshopper,2003,2874,https://www.transfermarkt.com/mladen-petri/profil/spieler/2874
Lucas Piazon,https://fbref.com/en/players/f201798c/Lucas-Piazon,Success,Not found,"January 20, 1994 (Age: 31-309d)","São Paulo, Brazil",182cm,Brazil,FW-MF (AM-WM),Right,2012-2013,18 years,Málaga,2012,176485,https://www.transfermarkt.com/lucas-piazon/profil/spieler/176485
Lukas Podolski,https://fbref.com/en/players/88f0a9a0/Lukas-Podolski,Success,Not found,"June 4, 1985 (Age: 40-174d)","Gliwice, Poland",181cm,Germany de  Other: Poland,FW-MF (AM),Left,2003-2004,18 years,Köln,2003,15185,https://www.transfermarkt.com/lukas-podolski/profil/spieler/15185
Emanuel Pogatetz,https://fbref.com/en/players/6b08d120/Emanuel-Pogatetz,Success,Not found,"January 16, 1983",Not found,190cm,Austria,"DF (CB-FB, left)",Left,2003-2004,20 years,Grazer AK,2003,1094,https://www.transfermarkt.com/emanuel-pogatetz/profil/spieler/1094
Goran Popov,https://fbref.com/en/players/4b7fd1e2/Goran-Popov,Success,Not found,"October 2, 1984",Not found,189cm,North Macedonia,"DF-MF (FB-WM, left)",Left,2003-2004,18 years,AEK Athens,2003,19721,https://www.transfermarkt.com/goran-popov/profil/spieler/19721
Dan Potts,https://fbref.com/en/players/3595affe/Dan-Potts,Success,Not found,"April 13, 1994",Not found,173cm,England eng,"DF (FB, left)",Left,2011-2012,17 years,West Ham,2011,207037,https://www.transfermarkt.com/dan-potts/profil/spieler/207037
Nick Powell,https://fbref.com/en/players/05ca4fcb/Nick-Powell,Success,Not found,"March 23, 1994 (Age: 31-247d)","Crewe, England, United Kingdom",183cm,England eng,FW-MF (AM),Right,2010-2011,16 years,Crewe Alexandra,2010,134424,https://www.transfermarkt.com/nick-powell/profil/spieler/134424
Guly do Prado,https://fbref.com/en/players/3ed6e788/Guly-do-Prado,Success,Not found,"December 31, 1981",Not found,190cm,Not found,FW-MF (AM-CM),Right,2002-2003,20 years,Catania,2002,22801,https://www.transfermarkt.com/guly-do-prado/profil/spieler/22801
Gastón Ramírez,https://fbref.com/en/players/2c851997/Gaston-Ramirez,Success,Not found,"December 2, 1990 (Age: 34-358d)","Fray Bentos, Uruguay",183cm,Uruguay,FW-MF (AM),Left,2010-2011,19 years,Bologna,2010,123742,https://www.transfermarkt.com/gastn-ramrez/profil/spieler/123742
Iván Ramis,https://fbref.com/en/players/d2be40f2/Ivan-Ramis,Success,Not found,"October 25, 1984",Not found,188cm,Spain,DF (CB),Right,2003-2004,18 years,Mallorca,2003,26066,https://www.transfermarkt.com/ivn-ramis/profil/spieler/26066
Ben Reeves,https://fbref.com/en/players/4db1f85d/Ben-Reeves,Success,Not found,"November 19, 1991 (Age: 34-006d)","Verwood, England, United Kingdom",177cm,Northern Ireland nir  Other: England,MF,Left,2011-2012,19 years,Dag & Red,2011,171234,https://www.transfermarkt.com/ben-reeves/profil/spieler/171234
Karim Rekik,https://fbref.com/en/players/3376a776/Karim-Rekik,Success,Not found,"December 2, 1994",Not found,186cm,Netherlands,"DF (CB, left)",Left,2011-2012,16 years,Portsmouth,2011,182579,https://www.transfermarkt.com/karim-rekik/profil/spieler/182579
Loïc Rémy,https://fbref.com/en/players/5c2da10f/Loic-Remy,Success,Not found,"January 2, 1987",Not found,184cm,France,FW,Right,2006-2007,19 years,Lyon,2006,45121,https://www.transfermarkt.com/loc-rmy/profil/spieler/45121
Frazer Richardson,https://fbref.com/en/players/4b3d3a68/Frazer-Richardson,Success,Not found,"October 29, 1982",Not found,181cm,Not found,DF (FB),Right,2002-2003,19 years,Stoke City,2002,4094,https://www.transfermarkt.com/frazer-richardson/profil/spieler/4094
Sascha Riether,https://fbref.com/en/players/3cb009c5/Sascha-Riether,Success,Not found,"March 23, 1983",Not found,174cm,Germany,"DF-MF (CM-FB, right)",Right,2003-2004,20 years,Freiburg,2003,1662,https://www.transfermarkt.com/sascha-riether/profil/spieler/1662
Joel Robles,https://fbref.com/en/players/cda0b317/Joel-Robles,Success,Not found,"June 17, 1990 (Age: 35-161d)","Getafe, Spain",195cm,Spain,GK,Right,2009-2010,19 years,Atlético Madrid,2009,101118,https://www.transfermarkt.com/joel-robles/profil/spieler/101118
Hal Robson-Kanu,https://fbref.com/en/players/fb2dec57/Hal-Robson-Kanu,Success,Not found,"May 21, 1989",Not found,183cm,Wales wls  Other: England,FW-MF (AM-WM),Left,2007-2008,18 years,Southend United,2007,65976,https://www.transfermarkt.com/hal-robson-kanu/profil/spieler/65976
Jay Rodriguez,https://fbref.com/en/players/4ab53cdb/Jay-Rodriguez,Success,Not found,"July 29, 1989 (Age: 36-119d)","Burnley, England, United Kingdom",185cm,England eng,FW-MF,Right,2007-2008,18 years,Stirling Albion,2007,53360,https://www.transfermarkt.com/jay-rodriguez/profil/spieler/53360
Markus Rosenberg,https://fbref.com/en/players/5faa73aa/Markus-Rosenberg,Success,Not found,"September 27, 1982",Not found,184cm,Sweden,FW,Right,2001,18 years,Malmö,Not found,27505,https://www.transfermarkt.com/markus-rosenberg/profil/spieler/27505
Nuri Şahin,https://fbref.com/en/players/f4081572/Nuri-Sahin,Success,Not found,"September 5, 1988",Not found,180cm,Turkey tr  Other: Germany,MF (DM),Left,2005-2006,16 years,Dortmund,2005,31095,https://www.transfermarkt.com/nuri-ahin/profil/spieler/31095
Dominic Samuel,https://fbref.com/en/players/65829d85/Dominic-Samuel,Success,Not found,"April 11, 1994 (Age: 31-228d)","Southwark, England, United Kingdom",182cm,England eng,FW-MF,Right,2012-2013,18 years,Colchester Utd,2012,203784,https://www.transfermarkt.com/dominic-samuel/profil/spieler/203784
Morgan Schneiderlin,https://fbref.com/en/players/51b41c5c/Morgan-Schneiderlin,Success,Not found,"November 8, 1989",Not found,181cm,France,MF (CM-DM),Right,2007-2008,17 years,Strasbourg,2007,56818,https://www.transfermarkt.com/morgan-schneiderlin/profil/spieler/56818
Billy Sharp,https://fbref.com/en/players/e8c9f4e9/Billy-Sharp,Success,Not found,"February 5, 1986 (Age: 39-293d)","Sheffield, England, United Kingdom",175cm,Not found,FW,Right,2004-2005,18 years,R&D,2004,49542,https://www.transfermarkt.com/billy-sharp/profil/spieler/49542
Luke Shaw,https://fbref.com/en/players/9c94165b/Luke-Shaw,Success,Not found,"July 12, 1995 (Age: 30-136d)","Kingston upon Thames, England, United Kingdom",185cm,England eng,"DF-MF (FB-WM, left)",Left,2012-2013,17 years,Southampton,2012,183288,https://www.transfermarkt.com/luke-shaw/profil/spieler/183288
Brek Shea,https://fbref.com/en/players/adb6ae24/Brek-Shea,Success,Not found,"February 28, 1990",Not found,191cm,United States,"DF-FW-MF (AM-WM, left)",Left,2008,17 years,FC Dallas,Not found,71107,https://www.transfermarkt.com/brek-shea/profil/spieler/71107
Itay Shechter,https://fbref.com/en/players/adfc4cc1/Itay-Shechter,Success,Not found,"February 22, 1987",Not found,178cm,Israel,FW,Both,2011-2012,24 years,Kaiserslautern,2011,44760,https://www.transfermarkt.com/itay-shechter/profil/spieler/44760
Maicon Sisenando,https://fbref.com/en/players/fbc5d136/Maicon-Sisenando,Success,Not found,"July 26, 1981",Not found,184cm,Brazil,"DF (FB, right)",Right,2004-2005,23 years,Monaco,2004,18301,https://www.transfermarkt.com/maicon-sisenando/profil/spieler/18301
Moussa Sissoko,https://fbref.com/en/players/2acd49b9/Moussa-Sissoko,Success,Not found,"August 16, 1989 (Age: 36-101d)","Le Blanc-Mesnil, France",187cm,France,"FW-MF (AM-CM-DM-WM, right)",Right,2007-2008,17 years,Toulouse,2007,46001,https://www.transfermarkt.com/moussa-sissoko/profil/spieler/46001
