player_name,nation,player_url_fbref,current age_fbref,dob_age_fbref,place_birth_fbref,height_fbref,citizenship_fbref,position_fbref,foot_fbref,current_club_fbref,debut_season_fbref,debut_age_fbref,first_club_fbref,debut_year_fbref,player_url_tra,slug,player_id_fbref,home_name_fbref,dob_age_tra,YEAR_tra,place_birth_tra,height_tra,citizenship_tra,position_tra,foot_tra,current_club_tra,joined_tra,contract_expires_tra,outfitter_tra,first_tier_debut_date,first_tier_debut_age,first_tier_debut_competition,second_tier_debut_date,second_tier_debut_age,second_tier_debut_competition,debut_age_transfermarket,injury_count_total_tra,days_missed_total_tra,games_missed_total_tra,injury_seasons_tra,Deceased_tra,death_date,death_age,retired_tra,retirement_date_tra,year_retirement,career_lenght,career_lenght_w_actives_and_dead,shirt_number_tra,National_team,total_seasons_national,matches_national,minutes_national,goals_national,CAREER Sum of matches_played,CAREER Sum of minutes,CAREER Sum of goals
Javi Álamo,es ESP,https://fbref.com/en/players/ffd69308/Javi-Alamo,36,8/18/1988,NA,190cm,NA,FW-MF (WM),Right,NA,2011-2012,22,Recreativo,2011,https://www.transfermarkt.com/javi-alamo/profil/spieler/164816,javi-alamo,164816,Javi Álamo,18/08/1988,1988,Gáldar,1.9,Spain,Attack - Right Winger,right,CD Brea,31/01/2023,NA,NA,16/09/2012,24,LaLiga,27/08/2011,23,Segunda División,23,2,301,31,2,No,NA,NA,Yes,31/01/2023,2023,12,12,NA,No,0,Not_national_team,Not_national_team,Not_national_team,145,8122,8
Javi Flores,es ESP,https://fbref.com/en/players/867f9ede/Javi-Flores,39,2/9/1986,NA,170cm,NA,MF (AM),Right,NA,2007-2008,21,Córdoba,2007,https://www.transfermarkt.com/javi-flores/profil/spieler/58009,javi-flores,58009,Javi Flores,9/2/1986,1986,Córdoba,1.7,Spain,Midfield - Attacking Midfield,right,Córdoba CF,1/7/2023,NA,NA,18/05/2014,28,LaLiga,16/03/2008,22,Segunda División,22,5,472,66,4,No,NA,NA,Yes,1/7/2023,2023,16,16,NA,No,0,Not_national_team,Not_national_team,Not_national_team,132,8653,6
Javi Fuego,es ESP,https://fbref.com/en/players/2e8fc160/Javi-Fuego,41,1/4/1984,NA,181cm,Spain,MF (CM-DM),Right,NA,2002-2003,18,Sporting Gijón,2002,https://www.transfermarkt.com/javi-fuego/profil/spieler/56134,javi-fuego,56134,Javi Fuego,4/1/1984,1984,Pola de Siero,1.82,Spain,Midfield - Defensive Midfield,right,Sporting Gijón,1/7/2021,NA,adidas,26/08/2007,23,LaLiga,4/5/2002,18,Segunda División,18,11,374,58,6,No,NA,NA,Yes,1/7/2021,2021,19,19,NA,No,0,Not_national_team,Not_national_team,Not_national_team,569,43232,18
Javi Guerra,es ESP,https://fbref.com/en/players/aa386464/Javi-Guerra,43,3/15/1982,NA,179cm,NA,FW,Right,NA,2003-2004,21,Cádiz,2003,https://www.transfermarkt.com/javi-guerra/profil/spieler/46215,javi-guerra,46215,Javi Guerra,15/03/1982 (43),1982,Vélez-Málaga,1.78,Spain,Attack - Centre-Forward,right,Rayo Vallecano,1/7/2019,NA,NA,11/2/2007,24,LaLiga,20/12/2003,21,Segunda División,21,7,146,22,4,No,NA,NA,Yes,1/7/2019,2019,16,16,NA,No,0,Not_national_team,Not_national_team,Not_national_team,376,26460,126
Javi Jiménez,es ESP,https://fbref.com/en/players/9fe99e45/Javi-Jimenez,38,6/8/1987,NA,183cm,NA,GK,NA,NA,2010-2011,23,Valladolid,2010,https://www.transfermarkt.com/javi-jimenez/profil/spieler/69611,javi-jimenez,69611,Javi Jiménez,8/6/1987,1987,Logroño,1.88,Spain,Goalkeeper,right,Without Club,1/7/2025,NA,NA,24/11/2013,26,LaLiga,29/01/2011,23,Segunda División,23,1,272,38,1,No,NA,NA,No,NA,NA,NA,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,131,11687,0
Javi López,es ESP,https://fbref.com/en/players/ffad706e/Javi-Lopez,39,1/21/1986,NA,180cm,NA,"DF-MF (FB, right)",Right,NA,2009-2010,23,Espanyol,2009,https://www.transfermarkt.com/javi-lopez/profil/spieler/72310,javi-lopez,72310,Javi López,21/01/1986 (39),1986,Osuna,1.8,Spain,Defender - Right-Back,right,Adelaide United,1/7/2025,NA,NA,29/08/2010,24,LaLiga,No second tier career,NA,No second tier career,24,11,403,48,7,No,NA,NA,Yes,1/7/2025,2025,16,16,NA,No,0,Not_national_team,Not_national_team,Not_national_team,349,27687,6
Javi Lara,es ESP,https://fbref.com/en/players/bd1babf1/Javi-Lara,39,12/4/1985,NA,179cm,NA,MF (CM),Right,NA,2009-2010,23,Elche,2009,https://www.transfermarkt.com/javi-lara/profil/spieler/119622,javi-lara,119622,Javi Lara,4/12/1985,1985,Montoro,1.79,Spain,Midfield - Attacking Midfield,right,Linares,7/1/2025,NA,NA,3/10/2015,29,Hero Indian Super League,6/9/2009,23,Segunda División,23,2,78,12,1,No,NA,NA,Yes,7/1/2025,2025,16,16,NA,No,0,Not_national_team,Not_national_team,Not_national_team,244,14779,17
Javi Márquez,es ESP,https://fbref.com/en/players/40c7cdd2/Javi-Marquez,39,5/11/1986,NA,174cm,NA,MF (AM-CM),Left,NA,2009-2010,23,Espanyol,2009,https://www.transfermarkt.com/javi-marquez/profil/spieler/72315,javi-marquez,72315,Javi Márquez,11/5/1986,1986,Barcelona,1.79,Spain,Midfield - Central Midfield,left,Gimnàstic,1/7/2020,NA,NA,19/09/2009,23,LaLiga,2/4/2017,30,NASL Spring Championship,23,7,262,44,5,No,NA,NA,Yes,1/7/2020,2020,11,11,NA,No,0,Not_national_team,Not_national_team,Not_national_team,229,15241,15
Javi Martínez,es ESP,https://fbref.com/en/players/7f97771d/Javi-Martinez,36,"September 2, 1988 (Age: 37-054d)","Estella-Lizarra, Spain",190cm,Spain,DF-MF (CB-DM),Right,NA,2006-2007,17,Athletic Club,2006,https://www.transfermarkt.com/javi-martinez/profil/spieler/44017,javi-martinez,44017,Javi Martínez,2/9/1988,1988,Estella-Lizarra,1.89,Spain,Defender - Centre-Back,right,Al-Bidda SC,27/07/2025,NA,adidas,6/28/1905,17,LaLiga,7/17/1905,36,1/0/1900,17,30,870,169,13,No,NA,NA,No,NA,NA,NA,19,8,Yes,10,11,646,0,475,34702,35
Javi Poves,es ESP,https://fbref.com/en/players/fb15bf58/Javi-Poves,38,9/28/1986,NA,184cm,NA,DF,NA,NA,2010-2011,23,Sporting Gijón,2010,https://www.transfermarkt.com/javi-poves/profil/spieler/89515,javi-poves,89515,Javi Poves,28/09/1986,1986,Madrid,1.84,Spain,Defender - Centre-Back,right,UD Sanse,1/7/2015,NA,NA,"21/05/2011	",24,LaLiga,No second tier career,NA,NA,24,NA,NA,NA,1/0/1900,No,NA,NA,Yes,1/7/2015,2015,5,5,NA,No,0,Not_national_team,Not_national_team,Not_national_team,1,12,0
Javi Varas,es ESP,https://fbref.com/en/players/6db3da37/Javi-Varas,42,9/10/1982,NA,182cm,NA,GK,Right,NA,2007-2008,24,Sevilla B,2007,https://www.transfermarkt.com/javi-varas/profil/spieler/58341,javi-varas,58341,Javi Varas,10/9/1982,1982,Sevilla,1.82,Spain,Goalkeeper,right,SD Huesca,22/10/2019,NA,NA,17/01/2009,26,LaLiga,26/08/2007,24,Segunda División,24,NA,NA,NA,1/0/1900,No,NA,NA,Yes,22/10/2019,2019,12,12,NA,No,0,Not_national_team,Not_national_team,Not_national_team,281,25063,0
Javi Venta,es ESP,https://fbref.com/en/players/fc3efd36/Javi-Venta,49,12/13/1975,NA,180cm,NA,"DF (FB, right)",NA,NA,2001-2002,25,Tenerife,2001,https://www.transfermarkt.com/javi-venta/profil/spieler/7831,javi-venta,7831,Javi Venta,13/12/1975,1975,La Pola Siero,1.81,Spain,Defender - Right-Back,right,Brentford,1/10/2013,NA,NA,26/08/2001,25,LaLiga,10/9/2000,24,Segunda División,24,1,32,5,1,No,NA,NA,Yes,1/10/2013,2013,12,12,NA,No,0,Not_national_team,Not_national_team,Not_national_team,323,25717,5
Javier Acuña,py PAR,https://fbref.com/en/players/993ff7aa/Javier-Acuna,37,6/23/1988,NA,175cm,Paraguay,FW,Right,NA,2006-2007,18,Cádiz,2006,https://www.transfermarkt.com/javi-acuna/profil/spieler/35532,javi-acuna,35532,Javi Acuña,23/06/1988 (37),1988,Encarnación,1.75,Paraguay  Spain,Attack - Centre-Forward,right,AC Torrellano,10/7/2025,30/06/2026,NA,12/1/2014,25,LaLiga,27/08/2006,18,Segunda División,18,5,718,82,5,No,NA,NA,No,NA,NA,NA,19,22,No,0,Not_national_team,Not_national_team,Not_national_team,251,10881,35
Javier Aquino,mx MEX,https://fbref.com/en/players/215104cc/Javier-Aquino,35,"February 11, 1990 (Age: 35-257d)","Oaxaca, Estado de Oaxaca, Mexico",165cm,Mexico,DF-FW-MF (AM-FB-WM),Right,Tigres UANL,2010-2011,20,Cruz Azul,2010,https://www.transfermarkt.com/javier-aquino/profil/spieler/111082,javier-aquino,111082,Javier Aquino,11/2/1990,1990,Oaxaca,1.67,Mexico,Defender - Right-Back,right,Tigres UANL,1/7/2015,31/12/2025,adidas,16/01/2011,20,Liga MX Clausura,20/07/2008,18,Liga de Expansión MX Apertura,18,5,67,13,5,No,NA,NA,No,NA,NA,NA,15,20,Yes,11,38,1966,0,467,34660,28
Javier Arizmendi,es ESP,https://fbref.com/en/players/14a6c075/Javier-Arizmendi,41,3/3/1984,NA,189cm,Spain,FW-MF (WM),NA,NA,2003-2004,19,Atlético Madrid,2003,https://www.transfermarkt.com/javier-arizmendi/profil/spieler/25411,javier-arizmendi,25411,Javier Arizmendi,3/3/1984,1984,Madrid,1.91,Spain,Attack - Centre-Forward,right,Dep. La Coruña,22/08/2014,NA,NA,15/02/2004,19,LaLiga,30/08/2008,24,Segunda División,19,1,45,7,1,No,NA,NA,Yes,22/08/2014,2014,11,11,NA,No,0,Not_national_team,Not_national_team,Not_national_team,256,15121,37
Javier Baraja,es ESP,https://fbref.com/en/players/6514cd55/Javier-Baraja,44,8/24/1980,NA,179cm,Spain,DF-MF (CB-DM),NA,NA,2001-2002,20,Valladolid,2001,https://www.transfermarkt.com/javi-baraja/profil/spieler/29061,javi-baraja,29061,Javi Baraja,24/08/1980,1980,Valladolid,1.79,Spain,Midfield - Defensive Midfield,right,Real Valladolid,1/7/2014,NA,NA,"26/08/2001	",21,LaLiga,"22/09/2002	",22,Segunda División,21,1,32,5,1,No,NA,NA,Yes,1/7/2014,2014,13,13,NA,No,0,Not_national_team,Not_national_team,Not_national_team,260,17675,5
Javier Calleja,es ESP,https://fbref.com/en/players/3c99e7de/Javier-Calleja,47,5/12/1978,NA,171cm,Spain,MF (WM),Left,NA,2000-2001,22,Villarreal,2000,https://www.transfermarkt.com/javier-calleja/profil/spieler/7842,javier-calleja,7842,Javier Calleja,12/5/1978,1978,Madrid,1.71,Spain,Midfield - Left Midfield,left,CA Osasuna,1/7/2012,NA,NA,10/9/2000,22,LaLiga,26/03/2000,21,LaLiga2,21,NA,NA,NA,1/0/1900,No,NA,NA,Yes,1/7/2012,2012,12,12,NA,No,0,Not_national_team,Not_national_team,Not_national_team,266,15536,14
Javier Camuñas,es ESP,https://fbref.com/en/players/bbc1db07/Javier-Camunas,45,7/17/1980,NA,175cm,NA,FW-MF (AM),NA,NA,2002-2003,22,Rayo Vallecano,2002,https://www.transfermarkt.com/javier-camunas/profil/spieler/29170,javier-camunas,29170,Javier Camuñas,17/07/1980,1980,Madrid,1.72,Spain,Attack - Right Winger,right,Villarreal,22/08/2013,NA,NA,"01/09/2002	",22,LaLiga,"31/08/2003	",23,Segunda División,22,1,33,4,1,No,NA,NA,Yes,22/08/2013,2013,11,11,NA,No,0,Not_national_team,Not_national_team,Not_national_team,363,25540,54
Javier Casquero,es ESP,https://fbref.com/en/players/ab6daa16/Javier-Casquero,49,3/11/1976,NA,180cm,NA,MF (CM),NA,NA,2001-2002,25,Sevilla,2001,https://www.transfermarkt.com/javi-casquero/profil/spieler/7705,javi-casquero,7705,Javi Casquero,11/3/1976,1976,Talavera,1.8,Spain,Midfield - Defensive Midfield,both,Sporting Gijón,1/7/2014,NA,NA,"26/08/2001	",21,LaLiga,"05/02/1995	",18,Segunda División,18,NA,NA,NA,1/0/1900,No,NA,NA,Yes,1/7/2014,2014,13,13,NA,No,0,Not_national_team,Not_national_team,Not_national_team,374,26268,47
Javier Chica,es ESP,https://fbref.com/en/players/991b2cec/Javier-Chica,40,5/17/1985,NA,176cm,Spain,DF (FB),NA,NA,2006-2007,21,Espanyol,2006,https://www.transfermarkt.com/javi-chica/profil/spieler/44860,javi-chica,44860,Javi Chica,17/05/1985,1985,Barcelona,1.75,Spain,Defender - Right-Back,right,FE Grama,1/7/2019,NA,NA,15/10/2006,21,LaLiga,23/08/2014,29,Segunda División,21,3,137,18,3,No,NA,NA,Yes,1/7/2019,2019,13,13,NA,No,0,Not_national_team,Not_national_team,Not_national_team,248,20610,2
Javier Espinosa,es ESP,https://fbref.com/en/players/8e08d88c/Javier-Espinosa,32,9/19/1992,NA,174cm,Spain,MF (CM),Right,NA,2010-2011,17,Barcelona B,2010,https://www.transfermarkt.com/javier-espinosa/profil/spieler/128219,javier-espinosa,128219,Javier Espinosa,19/09/1992,1992,Talavera de la Reina,1.73,Spain,Midfield - Central Midfield,right,Without Club,30/08/2022,NA,Nike,24/08/2014,21,LaLiga,26/02/2011,18,Segunda División,18,2,26,4,2,No,NA,NA,No,NA,NA,NA,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,290,18053,25
Javier Farinós,es ESP,https://fbref.com/en/players/d9b0f08e/Javier-Farinos,47,3/29/1978,NA,172cm,Spain,MF,NA,NA,1996-1997,18,Valencia,1996,https://www.transfermarkt.com/javier-farinos/profil/spieler/5785,javier-farinos,5785,Javier Farinós,29/03/1978,1978,Valencia,1.73,Spain,Midfield - Defensive Midfield,right,Villarreal,1/2/2014,NA,NA,8/12/1996,18,LaLiga,27/08/2006,28,Segunda División,18,3,297,19,2,No,NA,NA,Yes,1/2/2014,2014,18,18,NA,No,0,Not_national_team,Not_national_team,Not_national_team,454,32878,44
Javier Hernández,mx MEX,https://fbref.com/en/players/189cee7b/Javier-Hernandez,37,"June 1, 1988 (Age: 37-147d)","Guadalajara, Estado de Jalisco, Mexico",175cm,Mexico,FW,Right,Guadalajara,2006-2007,18,Guadalajara,2006,https://www.transfermarkt.com/chicharito/profil/spieler/50935,chicharito,50935,Chicharito,1/6/1988,1988,Guadalajara,1.75,Mexico,Attack - Centre-Forward,right,Chivas,24/01/2024,NA,Puma,13/05/2007,18,Liguilla Clausura,4/5/2006,17,Liguilla de Expansión Clausura,17,18,676,98,9,No,NA,NA,No,NA,NA,NA,19,14,Yes,13,65,4296,24,491,28785,182
Javier Hervás,es ESP,https://fbref.com/en/players/04b8d5c8/Javier-Hervas,36,"June 9, 1989 (Age: 36-139d)","Córdoba, Spain",176cm,NA,MF (CM),Left,CD Ciudad de Lucena,2010-2011,21,Córdoba,2010,https://www.transfermarkt.com/javi-hervas/profil/spieler/184218,javi-hervas,184218,Javi Hervás,9/6/1989,1989,Córdoba,1.78,Spain,Midfield - Central Midfield,left,Without Club,1/7/2025,NA,NA,18/08/2012,23,LaLiga,4/6/2011,21,Segunda División,21,1,21,3,1,No,NA,NA,No,NA,NA,NA,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,210,14443,12
Javier Jiménez,es ESP,https://fbref.com/en/players/d7af6f5b/Javier-Jimenez,29,1/11/1996,NA,NA,NA,"DF (FB, left)",NA,Ibiza,2014-2015,18,Villarreal,2014,https://www.transfermarkt.com/javi-jimenez/profil/spieler/242287,javi-jimenez,242287,Javi Jiménez,11/01/1996 (29),1996,Quesada,1.71,Spain,Defender - Left-Back,left,Hércules CF,25/08/2025,30/06/2026,NA,NA,NA,NA,20/08/2017,21,Segunda División,21,1,22,3,1,No,NA,NA,No,NA,NA,NA,11,24,No,0,Not_national_team,Not_national_team,Not_national_team,126,9232,1
Javier Manquillo,es ESP,https://fbref.com/en/players/758dd7f0/Javier-Manquillo,31,5/5/1994,NA,175cm,Spain,"DF (FB, right)",Right,NA,2012-2013,18,Atlético Madrid,2012,https://www.transfermarkt.com/javier-manquillo/profil/spieler/162029,javier-manquillo,162029,Javier Manquillo,5/5/1994,1994,Madrid,1.78,Spain,Defender - Right-Back,right,Without Club,1/7/2025,NA,NA,9/12/2012,18,LaLiga,No second tier career,NA,No second tier career,18,10,238,44,7,No,NA,NA,No,NA,NA,NA,13,NA,No,0,Not_national_team,Not_national_team,Not_national_team,224,16362,2
Javier Mascherano,ar ARG,https://fbref.com/en/players/5070881b/Javier-Mascherano,41,6/8/1984,NA,174cm,Argentina,DF-MF (CB-DM),Right,NA,2006-2007,22,West Ham,2006,https://www.transfermarkt.com/javier-mascherano/profil/spieler/19981,javier-mascherano,19981,Javier Mascherano,8/6/1984,1984,San Lorenzo,1.74,Argentina  Italy,Midfield - Defensive Midfield,right,Estudiantes LP,16/11/2020,NA,Nike,3/8/2003,19,Torneo Inicial,No second tier career,NA,No second tier career,19,13,431,75,7,No,NA,NA,Yes,16/11/2020,2020,14,14,NA,Yes,11,59,5309,1,497,40851,3
Javier Matilla,es ESP,https://fbref.com/en/players/35fa45cc/Javier-Matilla,36,8/16/1988,"Quero, Spain",176cm,Spain,MF (CM-DM),Right,Kallithea,2008-2009,19,Villarreal,2008,https://www.transfermarkt.com/javier-matilla/profil/spieler/73269,javier-matilla,73269,Javier Matilla,16/08/1988,1988,Quero,1.78,Spain,Midfield - Central Midfield,right,Kallithea,31/01/2023,30/06/2026,NA,4/4/2009,20,LaLiga,29/08/2009,21,Segunda División,20,4,471,57,4,No,NA,NA,No,NA,NA,NA,17,8,No,0,Not_national_team,Not_national_team,Not_national_team,328,22338,28
Javier Muñoz,es ESP,https://fbref.com/en/players/ec7c84c2/Javier-Munoz,30,"February 28, 1995 (Age: 30-240d)","Parla, Spain",175cm,Spain,MF (AM-CM-DM),Right,Getafe,2014-2015,19,Real Madrid,2014,https://www.transfermarkt.com/javi-munoz/profil/spieler/282421,javi-munoz,282421,Javi Muñoz,28/02/1995 (30),1995,Parla,1.77,Spain,Midfield - Central Midfield,right,Getafe,4/7/2025,30/06/2028,NA,21/12/2019,24,LaLiga,18/08/2017,22,Segunda División,22,1,19,3,1,No,NA,NA,No,NA,NA,NA,11,14,No,0,Not_national_team,Not_national_team,Not_national_team,277,19533,13
Javier Paredes,es ESP,https://fbref.com/en/players/488a9ade/Javier-Paredes,43,7/5/1982,NA,175cm,Spain,"DF (FB, left)",NA,NA,2001-2002,19,Oviedo,2001,https://www.transfermarkt.com/javier-paredes/profil/spieler/35512,javier-paredes,35512,Javier Paredes,5/7/1982,1982,Oviedo,1.77,Spain,Defender - Left-Back,left,CD Ebro,23/09/2017,NA,NA,28/08/2005,23,LaLiga,4/11/2001,19,Segunda División,19,NA,NA,NA,1/0/1900,No,NA,NA,Yes,23/09/2017,2017,16,16,NA,No,0,Not_national_team,Not_national_team,Not_national_team,295,23706,4
Javier Portillo,es ESP,https://fbref.com/en/players/99058498/Javier-Portillo,43,3/30/1982,NA,182cm,Spain,FW,NA,NA,2002-2003,20,Real Madrid,2002,https://www.transfermarkt.com/javier-portillo/profil/spieler/7532,javier-portillo,7532,Javier Portillo,30/03/1982,1982,Aranjuez,1.83,Spain,Attack - Centre-Forward,left,Hércules CF,28/12/2015,NA,NA,6/24/1905,20,LaLiga,7/2/1905,27,1/0/1900,20,NA,NA,NA,1/0/1900,No,NA,NA,Yes,28/12/2015,2015,13,13,NA,No,0,Not_national_team,Not_national_team,Not_national_team,316,17898,75
Javier Ros,es ESP,https://fbref.com/en/players/6b2f1a78/Javier-Ros,35,2/16/1990,NA,172cm,NA,MF (CM-DM),Left,NA,2008-2009,18,Real Sociedad,2008,https://www.transfermarkt.com/javi-ros/profil/spieler/89330,javi-ros,89330,Javi Ros,16/02/1990 (35),1990,Tudela,1.73,Spain,Midfield - Central Midfield,right,R. Majadahonda,1/7/2024,NA,NA,19/08/2012,22,LaLiga,23/05/2009,19,Segunda División,19,5,414,48,5,No,NA,NA,Yes,1/7/2024,2024,16,16,NA,No,0,Not_national_team,Not_national_team,Not_national_team,231,14446,18
Javier Saviola,ar ARG,https://fbref.com/en/players/de544fdb/Javier-Saviola,43,12/11/1981,NA,169cm,Argentina,FW,Right,NA,2001-2002,19,Barcelona,2001,https://www.transfermarkt.com/javier-saviola/profil/spieler/7611,javier-saviola,7611,Javier Saviola,11/12/1981,1981,Buenos Aires,1.68,Argentina  Spain,Attack - Second Striker,right,River Plate,7/1/2016,NA,NA,7/3/1999,17,Torneo Final,No second tier career,NA,No second tier career,17,2,25,6,2,No,NA,NA,Yes,7/1/2016,2016,15,15,NA,Yes,2,6,441,2,441,27929,148
Jean Marie Dongou,cm CMR,https://fbref.com/en/players/fd0bb7d2/Jean-Marie-Dongou,30,4/20/1995,NA,173cm,Cameroon,FW,Both,NA,2011-2012,16,Barcelona B,2011,https://www.transfermarkt.com/jean-marie-dongou/profil/spieler/166666,jean-marie-dongou,166666,Jean Marie Dongou,20/04/1995,1995,Douala,1.75,Cameroon,Attack - Centre-Forward,right,FC Osaka,17/08/2023,NA,NA,19/01/2014,18,LaLiga,28/01/2012,16,Segunda División,16,3,350,42,2,No,NA,NA,Yes,17/08/2023,2023,12,12,NA,No,0,Not_national_team,Not_national_team,Not_national_team,194,10911,44
Jean-Sylvain Babin,mq MTQ,https://fbref.com/en/players/ba998e22/Jean-Sylvain-Babin,38,10/14/1986,NA,182cm,Martinique mq  Other: France,DF (CB),Right,NA,2010-2011,23,Alcorcón,2010,https://www.transfermarkt.com/jean-sylvain-babin/profil/spieler/45256,jean-sylvain-babin,45256,Jean-Sylvain Babin,14/10/1986 (39),1986,Corbeil-Essonnes,1.81,Martinique  France,Defender - Centre-Back,right,Real Avilés,31/07/2024,30/06/2026,NA,23/08/2014,27,LaLiga,16/05/2004,17,Ligue 2,17,7,208,23,4,No,NA,NA,No,NA,NA,NA,15,5,Yes,2,6,452,0,411,35320,23
Jefferson Montero,ec ECU,https://fbref.com/en/players/fa6561bf/Jefferson-Montero,35,9/1/1989,NA,169cm,Ecuador,FW-MF (AM-WM),Left,NA,2009-2010,19,Villarreal B,2009,https://www.transfermarkt.com/jefferson-montero/profil/spieler/77932,jefferson-montero,77932,Jefferson Montero,1/9/1989,1989,Babahoyo,1.7,Ecuador,Attack - Left Winger,right,FC St Helens,17/01/2025,NA,NA,29/08/2010,20,LaLiga,18/10/2008,19,Liga de Expansión MX Apertura,19,10,445,59,6,No,NA,NA,No,NA,NA,NA,16,NA,Yes,7,29,1951,4,324,16108,23
Jeffrén Suárez,ve VEN,https://fbref.com/en/players/01e9c0a6/Jeffren-Suarez,37,1/20/1988,NA,175cm,Venezuela ve  Other: Spain,FW-MF (WM),Both,NA,2008-2009,20,Barcelona,2008,https://www.transfermarkt.com/jeffren/profil/spieler/53309,jeffren,53309,Jeffrén,20/01/1988,1988,Ciudad Bolívar,1.73,Venezuela  Spain,Attack - Right Winger,left,Chiangmai Utd.,26/07/2024,NA,Nike,17/05/2009,21,LaLiga,23/08/2014,26,Segunda División,21,22,538,101,7,No,NA,NA,Yes,26/07/2024,2024,16,16,NA,Yes,3,4,235,0,206,10474,22
Jeffrey Sarpong,nl NED,https://fbref.com/en/players/cabfd01c/Jeffrey-Sarpong,36,8/3/1988,NA,176cm,Netherlands,MF (AM),Right,NA,2005-2006,16,Ajax,2005,https://www.transfermarkt.com/jeffrey-sarpong/profil/spieler/35529,jeffrey-sarpong,35529,Jeffrey Sarpong,3/8/1988,1988,Amsterdam,1.76,Netherlands  Ghana,Midfield - Right Midfield,right,Without Club,2/9/2024,NA,NA,5/2/2006,17,VriendenLoterij Eredivisie,2/9/2012,24,Segunda División,17,1,24,4,1,No,NA,NA,No,NA,NA,NA,20,NA,No,0,Not_national_team,Not_national_team,Not_national_team,196,11754,15
Jeison Murillo,co COL,https://fbref.com/en/players/b233e8e4/Jeison-Murillo,33,"May 27, 1992 (Age: 33-152d)","Barranquilla, Colombia",182cm,Colombia,DF (CB),Right,Al Shamal,2012-2013,20,Las Palmas,2012,https://www.transfermarkt.com/jeison-murillo/profil/spieler/131102,jeison-murillo,131102,Jeison Murillo,27/05/1992,1992,Barranquilla,1.82,Colombia  Spain,Defender - Centre-Back,right,Al-Shamal SC,28/07/2023,30/06/2026,Nike,18/08/2013,21,LaLiga,19/08/2012,20,Segunda División,20,8,280,50,5,No,NA,NA,No,NA,NA,NA,13,24,Yes,7,22,1769,0,287,22879,10
Jerzy Dudek,pl POL,https://fbref.com/en/players/1064659d/Jerzy-Dudek,52,3/23/1973,NA,187cm,Poland,GK,NA,NA,2000-2001,27,Feyenoord,2000,https://www.transfermarkt.com/jerzy-dudek/profil/spieler/3209,jerzy-dudek,3209,Jerzy Dudek,23/03/1973,1973,Rybnik,1.88,Poland,Goalkeeper,left,Real Madrid,1/7/2011,NA,NA,6/18/1905,22,Lotto Ekstraklasa,NA,NA,NA,22,3,82,18,3,No,NA,NA,Yes,1/7/2011,2011,11,11,NA,Yes,4,11,990,0,224,20001,0
Jesé,es ESP,https://fbref.com/en/players/4a537185/Jese,32,"February 26, 1993 (Age: 32-242d)","Las Palmas de Gran Canaria, Spain",178cm,Spain,FW-MF,Right,Las Palmas,2011-2012,18,Real Madrid,2011,https://www.transfermarkt.com/jese/profil/spieler/134936,jese,134936,Jesé,26/02/1993 (32),1993,Las Palmas de Gran Canaria,1.78,Spain,Attack - Left Winger,right,UD Las Palmas,24/07/2025,30/06/2026,Nike,7/4/1905,19,LaLiga,7/4/1905,19,1/0/1900,19,6,287,50,6,No,NA,NA,No,NA,NA,NA,14,10,No,0,Not_national_team,Not_national_team,Not_national_team,291,14623,63
Jesús,es ESP,https://fbref.com/en/players/fba3c8c1/Jesus,37,"June 11, 1988 (Age: 37-137d)","Madrid, Spain",190cm,NA,GK,Left,Politehnica Iași,2009-2010,21,Numancia,2009,https://www.transfermarkt.com/jesus-fernandez/profil/spieler/91885,jesus-fernandez,91885,Jesús Fernández,11/06/1988 (37),1988,Madrid,1.9,Spain,Goalkeeper,left,ACSM Poli Iasi,1/7/2024,30/06/2026,NA,21/05/2011,22,LaLiga,22/05/2010,21,Segunda División,21,NA,NA,NA,1/0/1900,No,NA,NA,No,NA,NA,NA,16,88,No,0,Not_national_team,Not_national_team,Not_national_team,141,12509,0
Jesús Dátolo,ar ARG,https://fbref.com/en/players/49e7b005/Jesus-Datolo,41,5/19/1984,NA,177cm,Argentina,MF (AM-WM),Left,NA,2008-2009,24,Napoli,2008,https://www.transfermarkt.com/jesus-datolo/profil/spieler/30759,jesus-datolo,30759,Jesús Dátolo,19/05/1984,1984,Carlos Spegazzini,1.75,Argentina  Italy,Midfield - Left Midfield,left,Tristan Suarez,1/1/2024,NA,NA,29/08/2004,20,Torneo Inicial,19/02/2023,38,Primera Nacional,20,3,108,16,3,No,NA,NA,Yes,1/1/2024,2024,16,16,NA,No,0,Not_national_team,Not_national_team,Not_national_team,230,13166,31
Jesús Gámez,es ESP,https://fbref.com/en/players/bd1d1cbb/Jesus-Gamez,40,4/10/1985,NA,182cm,Spain,"DF (FB, right)",Right,NA,2003-2004,18,Málaga B,2003,https://www.transfermarkt.com/jesus-gamez/profil/spieler/29055,jesus-gamez,29055,Jesús Gámez,10/4/1985,1985,Fuengirola,1.77,Spain,Defender - Right-Back,right,Newcastle,1/7/2018,NA,Nike,27/11/2005,20,LaLiga,3/4/2004,18,Segunda División,18,8,274,40,5,No,NA,NA,Yes,1/7/2018,2018,15,15,NA,No,0,Not_national_team,Not_national_team,Not_national_team,361,30270,3
