player_name,fbref_url,transfer_url,nationality,career_length,retired,retirement_age,age_current,debut_age,debut_year,injury_count_total,days_missed_total,games_missed_total,total_matches_club,total_matches_total,seasons_club,foot,position_simple,height,debut_age_num,height_clean,debut_year_num,injuries_per_season,foot_clean,event,debut_band,height_group,inj_band,debut_decade,nationality_clean,region
Rovérsio,https://fbref.com/en/players/ba50a22c/Roversio,https://www.transfermarkt.com/roversio/profil/spieler/25110,Brazil  Portugal,13,Yes,33,41,20,2002,6,380,53,193,193,0,right,Defender,1.87,20,1.87,2002,0,right,1,"[18,21)","(1.83,2]","(3,8]",2000s,Brazil Portugal,EU_Major
Royston Drenthe,https://fbref.com/en/players/3d512ff2/Royston-Drenthe,https://www.transfermarkt.com/royston-drenthe/profil/spieler/35631,Netherlands  Suriname,18,Yes,36,38,18,2005,6,110,20,215,215,0,left,Midfield,1.67,18,1.67,2005,0,left,1,"[18,21)","[1.6,1.78]","(3,8]",2000s,Netherlands Suriname,EU_Major
Rubén,https://fbref.com/en/players/24279b8b/Ruben,https://www.transfermarkt.com/ruben-martinez/profil/spieler/8184,Spain,19,Yes,39,41,20,2004,6,458,70,252,252,0,right,Goalkeeper,1.87,20,1.87,2004,0,right,1,"[18,21)","(1.83,2]","(3,8]",2000s,Spain,EU_Major
Rubén Blanco,https://fbref.com/en/players/967f34d3/Ruben-Blanco,https://www.transfermarkt.com/ruben-blanco/profil/spieler/199321,Spain,13,No,NA,30,17,2012,13,724,92,151,151,0,right,Goalkeeper,1.88,17,1.88,2012,0,right,0,"[15,18)","(1.83,2]","(8,56]",2010s,Spain,EU_Major
Rubén Castro,https://fbref.com/en/players/d109f62b/Ruben-Castro,https://www.transfermarkt.com/ruben-castro/profil/spieler/25316,Spain,23,Yes,42,44,19,2000,3,178,27,742,742,0,right,Attack,1.69,19,1.69,2000,0,right,1,"[18,21)","[1.6,1.78]","[1,3]",2000s,Spain,EU_Major
Rubén Duarte,https://fbref.com/en/players/1fe0492d/Ruben-Duarte,https://www.transfermarkt.com/ruben-duarte/profil/spieler/177046,Spain,11,No,NA,29,19,2014,8,152,16,323,323,0,left,Defender,1.82,19,1.82,2014,0,left,0,"[18,21)","(1.78,1.83]","(3,8]",2010s,Spain,EU_Major
Rubén García,https://fbref.com/en/players/5c96b017/Ruben-Garcia,https://www.transfermarkt.com/ruben-garcia/profil/spieler/213260,Spain,13,No,NA,32,19,2012,15,301,37,448,448,0,left,Attack,1.72,19,1.72,2012,0,left,0,"[18,21)","[1.6,1.78]","(8,56]",2010s,Spain,EU_Major
Rubén Miño,https://fbref.com/en/players/60afe7a3/Ruben-Mino,https://www.transfermarkt.com/ruben-mino/profil/spieler/65266,Spain,16,No,NA,36,21,2010,7,539,67,104,104,0,right,Goalkeeper,1.91,21,1.91,2010,0,right,0,"[21,24)","(1.83,2]","(3,8]",2010s,Spain,EU_Major
Rubén Pérez,https://fbref.com/en/players/3c7bc9bd/Ruben-Perez,https://www.transfermarkt.com/ruben-perez/profil/spieler/113045,Spain,15,No,NA,36,21,2009,4,111,14,413,413,0,right,Midfield,1.78,21,1.78,2009,0,right,0,"[21,24)","[1.6,1.78]","(3,8]",2000s,Spain,EU_Major
Rubén Pardo,https://fbref.com/en/players/2306bfde/Ruben-Pardo,https://www.transfermarkt.com/ruben-pardo/profil/spieler/99352,Spain,14,No,NA,32,19,2011,14,424,64,336,336,0,right,Midfield,1.82,19,1.82,2011,0,right,0,"[18,21)","(1.78,1.83]","(8,56]",2010s,Spain,EU_Major
Rubén Peña,https://fbref.com/en/players/1f079188/Ruben-Pena,https://www.transfermarkt.com/ruben-pena/profil/spieler/238868,Spain,13,No,NA,34,21,2012,11,431,53,326,326,0,right,Defender,1.7,21,1.7,2012,0,right,0,"[21,24)","[1.6,1.78]","(8,56]",2010s,Spain,EU_Major
Rubén Rochina,https://fbref.com/en/players/ecd8c01e/Ruben-Rochina,https://www.transfermarkt.com/ruben-rochina/profil/spieler/67548,Spain,15,No,NA,34,19,2010,12,396,60,293,293,0,left,Attack,1.82,19,1.82,2010,0,left,0,"[18,21)","(1.78,1.83]","(8,56]",2010s,Spain,EU_Major
Rubén Suárez,https://fbref.com/en/players/addc6eca/Ruben-Suarez,https://www.transfermarkt.com/ruben-suarez/profil/spieler/29193,Spain,20,Yes,39,46,19,2002,NA,NA,NA,310,310,0,left,Attack,1.68,19,1.68,2002,0,left,1,"[18,21)","[1.6,1.78]",NA,2000s,Spain,EU_Major
Rui Fonte,https://fbref.com/en/players/6ff8ef56/Rui-Fonte,https://www.transfermarkt.com/rui-fonte/profil/spieler/9335,Portugal,17,Yes,35,35,18,2008,13,1025,241,256,256,0,right,Attack,1.81,18,1.81,2008,0,right,1,"[18,21)","(1.78,1.83]","(8,56]",2000s,Portugal,EU_Major
Ruud van Nistelrooy,https://fbref.com/en/players/80a30989/Ruud-van-Nistelrooy,https://www.transfermarkt.com/ruud-van-nistelrooy/profil/spieler/3407,Netherlands,16,Yes,36,49,20,2000,11,632,121,373,403,6,right,Attack,1.89,20,1.89,2000,1.833333333,right,1,"[18,21)","(1.83,2]","(8,56]",2000s,Netherlands,EU_Major
Ryder Matos,https://fbref.com/en/players/7280b54f/Ryder-Matos,https://www.transfermarkt.com/ryder-matos/profil/spieler/62713,Brazil  Italy,13,No,NA,32,19,2013,9,205,34,233,233,0,right,Attack,1.82,19,1.82,2013,0,right,0,"[18,21)","(1.78,1.83]","(8,56]",2010s,Brazil Italy,EU_Major
Saïd Boutahar,https://fbref.com/en/players/2a33b1a7/Said-Boutahar,https://www.transfermarkt.com/said-boutahar/profil/spieler/17993,Netherlands  Morocco,14,Yes,33,42,19,2001,NA,NA,NA,262,262,0,left,Attack,1.72,19,1.72,2001,0,left,1,"[18,21)","[1.6,1.78]",NA,2000s,Netherlands Morocco,EU_Major
Saúl,https://fbref.com/en/players/a4a317b2/Saul,https://www.transfermarkt.com/saul/profil/spieler/56130,Spain,9,Yes,29,40,20,2005,4,354,46,175,175,0,right,Attack,1.76,20,1.76,2005,0,right,1,"[18,21)","[1.6,1.78]","(3,8]",2000s,Spain,EU_Major
Saúl Ñíguez,https://fbref.com/en/players/c14bc029/Saul-Niguez,https://www.transfermarkt.com/saul-niguez/profil/spieler/148928,Spain,13,No,NA,30,18,2012,10,190,37,519,538,7,left,Midfield,1.84,18,1.84,2012,1.428571429,left,0,"[18,21)","(1.83,2]","(8,56]",2010s,Spain,EU_Major
Saúl Berjón,https://fbref.com/en/players/59e3e14b/Saul-Berjon,https://www.transfermarkt.com/saul-berjon/profil/spieler/74954,Spain,15,Yes,37,39,22,2008,3,104,14,437,437,0,right,Attack,1.78,22,1.78,2008,0,right,1,"[21,24)","[1.6,1.78]","[1,3]",2000s,Spain,EU_Major
Salomón Rondón,https://fbref.com/en/players/b318a643/Salomon-Rondon,https://www.transfermarkt.com/salomon-rondon/profil/spieler/80197,Venezuela,19,No,NA,35,17,2008,3,132,26,534,609,13,right,Attack,1.89,17,1.89,2008,0.230769231,right,0,"[15,18)","(1.83,2]","[1,3]",2000s,Venezuela,Rest_of_World
Salva Sevilla,https://fbref.com/en/players/75bd85ea/Salva-Sevilla,https://www.transfermarkt.com/salva-sevilla/profil/spieler/58799,Spain,21,Yes,40,41,19,2003,6,280,30,455,455,0,right,Midfield,1.78,19,1.78,2003,0,right,1,"[18,21)","[1.6,1.78]","(3,8]",2000s,Spain,EU_Major
Salvador Agra,https://fbref.com/en/players/a130741a/Salvador-Agra,https://www.transfermarkt.com/salvador-agra/profil/spieler/155395,Portugal,17,No,NA,33,18,2011,2,25,3,361,361,0,right,Attack,1.66,18,1.66,2011,0,right,0,"[18,21)","[1.6,1.78]","[1,3]",2010s,Portugal,EU_Major
Sílvio,https://fbref.com/en/players/ec6e2549/Silvio,https://www.transfermarkt.com/silvio/profil/spieler/84511,Portugal,16,Yes,36,37,20,2008,5,422,58,190,192,2,right,Defender,1.76,20,1.76,2008,2.5,right,1,"[18,21)","[1.6,1.78]","(3,8]",2000s,Portugal,EU_Major
Sammir,https://fbref.com/en/players/4ba410e6/Sammir,https://www.transfermarkt.com/sammir/profil/spieler/45710,Croatia  Brazil,15,Yes,34,38,19,2007,2,47,9,338,344,3,right,Attack,1.78,19,1.78,2007,0.666666667,right,1,"[18,21)","[1.6,1.78]","[1,3]",2000s,Croatia Brazil,South_America
Samu Castillejo,https://fbref.com/en/players/130a7a3f/Samu-Castillejo,https://www.transfermarkt.com/samu-castillejo/profil/spieler/195171,Spain,12,No,NA,30,19,2014,19,328,61,319,319,0,left,Attack,1.82,19,1.82,2014,0,left,0,"[18,21)","(1.78,1.83]","(8,56]",2010s,Spain,EU_Major
Samu García,https://fbref.com/en/players/5f7db81a/Samu-Garcia,https://www.transfermarkt.com/samu-garcia/profil/spieler/208890,Spain,6,Yes,29,35,23,2013,8,191,29,138,138,0,right,Attack,1.77,23,1.77,2013,0,right,1,"[21,24)","[1.6,1.78]","(3,8]",2010s,Spain,EU_Major
Samu Martínez,https://fbref.com/en/players/3c0bf2d6/Samu-Martinez,https://www.transfermarkt.com/samu-martinez/profil/spieler/242827,Spain,10,No,NA,31,21,2013,NA,NA,NA,10,10,0,both,Attack,1.72,21,1.72,2013,0,both,0,"[21,24)","[1.6,1.78]",NA,2010s,Spain,EU_Major
Samuel Llorca,https://fbref.com/en/players/9c3d54f0/Samuel-Llorca,https://www.transfermarkt.com/samuel-llorca/profil/spieler/57941,Spain,13,Yes,35,40,22,2006,4,569,67,229,229,0,right,Defender,1.86,22,1.86,2006,0,right,1,"[21,24)","(1.83,2]","(3,8]",2000s,Spain,EU_Major
Samuel Sáiz,https://fbref.com/en/players/13e0eb29/Samuel-Saiz,https://www.transfermarkt.com/samu-saiz/profil/spieler/131506,Spain,14,No,NA,34,21,2011,4,129,15,302,302,0,right,Attack,1.74,21,1.74,2011,0,right,0,"[21,24)","[1.6,1.78]","(3,8]",2010s,Spain,EU_Major
Samuele Longo,https://fbref.com/en/players/1163de29/Samuele-Longo,https://www.transfermarkt.com/samuele-longo/profil/spieler/124560,Italy,14,No,NA,33,20,2011,13,469,56,292,292,0,right,Attack,1.85,20,1.85,2011,0,right,0,"[18,21)","(1.83,2]","(8,56]",2010s,Italy,EU_Major
Sandro Ramírez,https://fbref.com/en/players/833fb62e/Sandro-Ramirez,https://www.transfermarkt.com/sandro-ramirez/profil/spieler/199369,Spain,13,No,NA,30,18,2013,18,504,85,337,337,0,right,Attack,1.74,18,1.74,2013,0,right,0,"[18,21)","[1.6,1.78]","(8,56]",2010s,Spain,EU_Major
Sandro Silva,https://fbref.com/en/players/83348963/Sandro-Silva,https://www.transfermarkt.com/sandro-silva/profil/spieler/74536,Brazil,11,Yes,35,41,24,2010,1,102,22,24,24,0,right,Midfield,1.85,24,1.85,2010,0,right,1,"[24,30]","(1.83,2]","[1,3]",2010s,Brazil,South_America
Santi Cazorla,https://fbref.com/en/players/e2e9c250/Santi-Cazorla,https://www.transfermarkt.com/santi-cazorla/profil/spieler/15799,Spain,23,No,NA,40,18,2003,9,1003,194,608,660,12,both,Midfield,1.68,18,1.68,2003,0.75,both,0,"[18,21)","[1.6,1.78]","(8,56]",2000s,Spain,EU_Major
Santi Mina,https://fbref.com/en/players/0b90bb97/Santi-Mina,https://www.transfermarkt.com/santi-mina/profil/spieler/255653,Spain,11,Yes,28,29,17,2012,7,150,17,337,337,0,right,Attack,1.81,17,1.81,2012,0,right,1,"[15,18)","(1.78,1.83]","(3,8]",2010s,Spain,EU_Major
Santiago Acasiete,https://fbref.com/en/players/39168d69/Santiago-Acasiete,https://www.transfermarkt.com/santiago-acasiete/profil/spieler/30563,Peru  Spain,12,Yes,38,47,26,2004,1,20,3,200,204,1,right,Defender,1.82,26,1.82,2004,1,right,1,"[24,30]","(1.78,1.83]","[1,3]",2000s,Peru Spain,EU_Major
Seba Fernández,https://fbref.com/en/players/8ea14d54/Seba-Fernandez,https://www.transfermarkt.com/sebastian-fernandez/profil/spieler/64545,Uruguay  Spain,19,No,NA,40,22,2010,4,252,41,473,475,2,right,Attack,1.71,22,1.71,2010,2,right,0,"[21,24)","[1.6,1.78]","(3,8]",2010s,Uruguay Spain,EU_Major
Sebastián Cristóforo,https://fbref.com/en/players/3c05c659/Sebastian-Cristoforo,https://www.transfermarkt.com/sebastian-cristoforo/profil/spieler/188157,Uruguay  Italy,15,No,NA,31,17,2013,5,502,84,252,252,0,right,Midfield,1.75,17,1.75,2013,0,right,0,"[15,18)","[1.6,1.78]","(3,8]",2010s,Uruguay Italy,EU_Major
Sebastián Dubarbier,https://fbref.com/en/players/83877c7c/Sebastian-Dubarbier,https://www.transfermarkt.com/sebastian-dubarbier/profil/spieler/55866,Argentina  France,14,Yes,34,39,20,2007,3,164,15,295,295,0,left,Defender,1.77,20,1.77,2007,0,left,1,"[18,21)","[1.6,1.78]","[1,3]",2000s,Argentina France,EU_Major
Sebastián Eguren,https://fbref.com/en/players/de07ca1e/Sebastian-Eguren,https://www.transfermarkt.com/sebastian-eguren/profil/spieler/35590,Uruguay  Sweden,11,Yes,35,44,24,2005,1,25,6,205,209,3,right,Midfield,1.86,24,1.86,2005,0.333333333,right,1,"[24,30]","(1.83,2]","[1,3]",2000s,Uruguay Sweden,South_America
Sendoa Agirre,https://fbref.com/en/players/0437c448/Sendoa-Agirre,https://www.transfermarkt.com/sendoa-agirre/profil/spieler/57960,Spain,14,Yes,38,49,24,2006,NA,NA,NA,166,166,0,left,Attack,1.76,24,1.76,2006,0,left,1,"[24,30]","[1.6,1.78]",NA,2000s,Spain,EU_Major
Sergi Darder,https://fbref.com/en/players/070a3904/Sergi-Darder,https://www.transfermarkt.com/sergi-darder/profil/spieler/142021,Spain,13,No,NA,31,19,2013,2,13,2,466,466,0,right,Midfield,1.8,19,1.8,2013,0,right,0,"[18,21)","(1.78,1.83]","[1,3]",2010s,Spain,EU_Major
Sergi Enrich,https://fbref.com/en/players/bb4b1242/Sergi-Enrich,https://www.transfermarkt.com/sergi-enrich/profil/spieler/81988,Spain,16,No,NA,35,19,2009,3,218,22,476,476,0,right,Attack,1.83,19,1.83,2009,0,right,0,"[18,21)","(1.78,1.83]","[1,3]",2000s,Spain,EU_Major
Sergi Gómez,https://fbref.com/en/players/bc6f5f06/Sergi-Gomez,https://www.transfermarkt.com/sergi-gomez/profil/spieler/92947,Spain,15,No,NA,33,18,2010,4,54,10,423,423,0,right,Defender,1.85,18,1.85,2010,0,right,0,"[18,21)","(1.83,2]","(3,8]",2010s,Spain,EU_Major
Sergi Roberto,https://fbref.com/en/players/335fa267/Sergi-Roberto,https://www.transfermarkt.com/sergi-roberto/profil/spieler/85370,Spain,16,No,NA,33,18,2010,37,1157,204,455,466,7,right,Midfield,1.78,18,1.78,2010,5.285714286,right,0,"[18,21)","[1.6,1.78]","(8,56]",2010s,Spain,EU_Major
Sergio,https://fbref.com/en/players/6c6e9460/Sergio,https://www.transfermarkt.com/sergio-rodriguez/profil/spieler/187674,Spain,16,No,NA,32,18,2010,5,750,0,17,17,0,both,Attack,1.69,18,1.69,2010,0,both,0,"[18,21)","[1.6,1.78]","(3,8]",2010s,Spain,EU_Major
Sergio,https://fbref.com/en/players/7688c579/Sergio,https://www.transfermarkt.com/sergio-fernandez/profil/spieler/7544,Spain,17,Yes,35,48,18,1995,4,113,18,343,343,0,right,Defender,1.91,18,1.91,1995,0,right,1,"[18,21)","(1.83,2]","(3,8]",1990s,Spain,EU_Major
Sergio,https://fbref.com/en/players/c6ed9815/Sergio,https://www.transfermarkt.com/sergio/profil/spieler/7500,Spain,14,Yes,35,48,21,1995,1,75,15,467,468,1,right,Midfield,1.82,21,1.82,1995,1,right,1,"[21,24)","(1.78,1.83]","[1,3]",1990s,Spain,EU_Major
Sergio Álvarez,https://fbref.com/en/players/8875b8c9/Sergio-Alvarez,https://www.transfermarkt.com/sergio-alvarez/profil/spieler/45912,Spain,11,Yes,35,38,24,2010,3,2031,57,179,179,0,right,Goalkeeper,1.79,24,1.79,2010,0,right,1,"[24,30]","(1.78,1.83]","[1,3]",2010s,Spain,EU_Major
Sergio Álvarez,https://fbref.com/en/players/88d91621/Sergio-Alvarez,https://www.transfermarkt.com/sergio-alvarez/profil/spieler/138935,Spain,16,No,NA,33,18,2009,5,235,31,400,400,0,right,Midfield,1.83,18,1.83,2009,0,right,0,"[18,21)","(1.78,1.83]","(3,8]",2000s,Spain,EU_Major
Sergio Abad Beyxer,https://fbref.com/en/players/30f729b3/Sergio-Abad-Beyxer,https://www.transfermarkt.com/mono/profil/spieler/170741,Spain,8,Yes,29,36,21,2010,NA,NA,NA,1,1,0,both,Attack,1.76,21,1.76,2010,0,both,1,"[21,24)","[1.6,1.78]",NA,2010s,Spain,EU_Major
Sergio Agüero,https://fbref.com/en/players/4d034881/Sergio-Aguero,https://www.transfermarkt.com/sergio-aguero/profil/spieler/26399,Argentina  Spain,18,Yes,33,37,15,2006,27,750,141,588,629,12,right,Attack,1.73,15,1.73,2006,2.25,right,1,"[15,18)","[1.6,1.78]","(8,56]",2000s,Argentina Spain,EU_Major
Sergio Asenjo,https://fbref.com/en/players/9f0ea33f/Sergio-Asenjo,https://www.transfermarkt.com/sergio-asenjo/profil/spieler/51710,Spain,16,Yes,34,36,18,2007,9,1079,168,353,354,4,right,Goalkeeper,1.89,18,1.89,2007,2.25,right,1,"[18,21)","(1.83,2]","(8,56]",2000s,Spain,EU_Major
Sergio Ballesteros,https://fbref.com/en/players/29863c56/Sergio-Ballesteros,https://www.transfermarkt.com/sergio-ballesteros/profil/spieler/7828,Spain,18,Yes,38,49,20,1995,NA,NA,NA,494,494,0,right,Defender,1.88,20,1.88,1995,0,right,1,"[18,21)","(1.83,2]",NA,1990s,Spain,EU_Major
Sergio Busquets,https://fbref.com/en/players/5ab0ea87/Sergio-Busquets,https://www.transfermarkt.com/sergio-busquets/profil/spieler/65230,Spain,17,No,NA,37,20,2008,18,163,30,780,897,26,right,Midfield,1.89,20,1.89,2008,0.692307692,right,0,"[18,21)","(1.83,2]","(8,56]",2000s,Spain,EU_Major
Sergio Canales,https://fbref.com/en/players/a6de370d/Sergio-Canales,https://www.transfermarkt.com/sergio-canales/profil/spieler/66106,Spain,18,No,NA,34,17,2008,18,922,162,545,556,5,left,Attack,1.78,17,1.78,2008,3.6,left,0,"[15,18)","[1.6,1.78]","(8,56]",2000s,Spain,EU_Major
Sergio Escudero,https://fbref.com/en/players/b0616e3d/Sergio-Escudero,https://www.transfermarkt.com/sergio-escudero/profil/spieler/93935,Spain,18,No,NA,35,19,2008,18,551,98,388,388,0,left,Defender,1.76,19,1.76,2008,0,left,0,"[18,21)","[1.6,1.78]","(8,56]",2000s,Spain,EU_Major
Sergio García,https://fbref.com/en/players/2bee98fd/Sergio-Garcia,https://www.transfermarkt.com/sergio-garcia/profil/spieler/7922,Spain,18,Yes,38,42,20,2003,15,449,89,412,413,1,right,Attack,1.74,20,1.74,2003,15,right,1,"[18,21)","[1.6,1.78]","(8,56]",2000s,Spain,EU_Major
Sergio Mantecón,https://fbref.com/en/players/71eaddb6/Sergio-Mantecon,https://www.transfermarkt.com/sergio-mantecon/profil/spieler/70890,Spain,17,Yes,37,45,20,2001,5,101,15,283,283,0,right,Midfield,1.74,20,1.74,2001,0,right,1,"[18,21)","[1.6,1.78]","(3,8]",2000s,Spain,EU_Major
Sergio Marcos,https://fbref.com/en/players/e331be23/Sergio-Marcos,https://www.transfermarkt.com/sergio-marcos/profil/spieler/126875,Spain,11,No,NA,33,23,2014,1,20,5,95,95,0,left,Midfield,1.76,23,1.76,2014,0,left,0,"[21,24)","[1.6,1.78]","[1,3]",2010s,Spain,EU_Major
Sergio Matabuena,https://fbref.com/en/players/93faf8c3/Sergio-Matabuena,https://www.transfermarkt.com/sergio-matabuena/profil/spieler/7863,Spain,10,Yes,33,46,23,2002,1,32,2,169,169,0,right,Midfield,1.85,23,1.85,2002,0,right,1,"[21,24)","(1.83,2]","[1,3]",2000s,Spain,EU_Major
Sergio Pelegrín,https://fbref.com/en/players/e360782f/Sergio-Pelegrin,https://www.transfermarkt.com/sergio-pelegrin/profil/spieler/57944,Spain,10,Yes,38,46,28,2007,5,186,25,291,291,0,left,Defender,1.85,28,1.85,2007,0,left,1,"[24,30]","(1.83,2]","(3,8]",2000s,Spain,EU_Major
Sergio Ramos,https://fbref.com/en/players/08511d65/Sergio-Ramos,https://www.transfermarkt.com/sergio-ramos/profil/spieler/25557,Spain,22,No,NA,39,17,2003,36,870,164,789,922,26,right,Defender,1.84,17,1.84,2003,1.384615385,right,0,"[15,18)","(1.83,2]","(8,56]",2000s,Spain,EU_Major
Sergio Rico,https://fbref.com/en/players/5f0241b2/Sergio-Rico,https://www.transfermarkt.com/sergio-rico/profil/spieler/207302,Spain,12,No,NA,31,21,2014,6,435,62,238,239,6,right,Goalkeeper,1.96,21,1.96,2014,1,right,0,"[21,24)","(1.83,2]","(3,8]",2010s,Spain,EU_Major
Sergio Sánchez,https://fbref.com/en/players/83a83b0a/Sergio-Sanchez,https://www.transfermarkt.com/sergio-sanchez/profil/spieler/38270,Spain,15,Yes,34,39,19,2004,14,581,101,258,258,0,right,Defender,1.85,19,1.85,2004,0,right,1,"[18,21)","(1.83,2]","(8,56]",2000s,Spain,EU_Major
Sergio Tejera,https://fbref.com/en/players/3d5734ef/Sergio-Tejera,https://www.transfermarkt.com/sergio-tejera/profil/spieler/38817,Spain,15,No,NA,35,20,2010,8,161,24,323,323,0,left,Midfield,1.8,20,1.8,2010,0,left,0,"[18,21)","(1.78,1.83]","(3,8]",2010s,Spain,EU_Major
Seydou Keita,https://fbref.com/en/players/500c4e9b/Seydou-Keita,https://www.transfermarkt.com/seydou-keita/profil/spieler/5486,Mali  France,18,Yes,37,45,19,1999,10,204,44,484,510,7,left,Midfield,1.83,19,1.83,1999,1.428571429,left,1,"[18,21)","(1.78,1.83]","(8,56]",1990s,Mali France,EU_Major
Shkodran Mustafi,https://fbref.com/en/players/3f2d59fe/Shkodran-Mustafi,https://www.transfermarkt.com/shkodran-mustafi/profil/spieler/88590,Germany  Albania,12,Yes,32,33,20,2011,21,801,121,310,330,9,right,Defender,1.84,20,1.84,2011,2.333333333,right,1,"[18,21)","(1.83,2]","(8,56]",2010s,Germany Albania,EU_Major
Sidnei,https://fbref.com/en/players/b14d0c5d/Sidnei,https://www.transfermarkt.com/sidnei/profil/spieler/27374,Brazil  Spain,19,No,NA,35,17,2008,18,410,51,289,289,0,right,Defender,1.84,17,1.84,2008,0,right,0,"[15,18)","(1.83,2]","(8,56]",2000s,Brazil Spain,EU_Major
Simão Mate Junior,https://fbref.com/en/players/68723d1f/Simao-Mate-Junior,https://www.transfermarkt.com/simao/profil/spieler/58281,Mozambique,16,Yes,35,37,19,2007,2,86,12,272,280,4,right,Midfield,1.8,19,1.8,2007,0.5,right,1,"[18,21)","(1.78,1.83]","[1,3]",2000s,Mozambique,Rest_of_World
Simão Sabrosa,https://fbref.com/en/players/76a65612/Simao-Sabrosa,https://www.transfermarkt.com/simao/profil/spieler/8019,Portugal,20,Yes,37,45,17,1999,4,45,12,538,581,7,right,Attack,1.74,17,1.74,1999,0.571428571,right,1,"[15,18)","[1.6,1.78]","(3,8]",1990s,Portugal,EU_Major
Sisi,https://fbref.com/en/players/add7ec92/Sisi,https://www.transfermarkt.com/sisi-gonzalez/profil/spieler/51713,Spain,16,Yes,35,39,19,2005,8,999,142,366,366,0,right,Attack,1.68,19,1.68,2005,0,right,1,"[18,21)","[1.6,1.78]","(3,8]",2000s,Spain,EU_Major
Sofiane Feghouli,https://fbref.com/en/players/691f64f5/Sofiane-Feghouli,https://www.transfermarkt.com/sofiane-feghouli/profil/spieler/57162,Algeria  France,19,No,NA,35,17,2008,29,769,152,428,492,20,right,Attack,1.77,17,1.77,2008,1.45,right,0,"[15,18)","[1.6,1.78]","(8,56]",2000s,Algeria France,EU_Major
Stéphane Mbia,https://fbref.com/en/players/c39d9657/Stephane-Mbia,https://www.transfermarkt.com/stephane-mbia/profil/spieler/27470,Cameroon  France,21,No,NA,39,18,2004,11,662,97,404,429,9,right,Midfield,1.89,18,1.89,2004,1.222222222,right,0,"[18,21)","(1.83,2]","(8,56]",2000s,Cameroon France,EU_Major
Stefan Babović,https://fbref.com/en/players/efb3ce2a/Stefan-Babovic,https://www.transfermarkt.com/stefan-babovic/profil/spieler/29237,Serbia,12,Yes,29,38,17,2008,1,14,4,156,157,2,left,Attack,1.8,17,1.8,2008,0.5,left,1,"[15,18)","(1.78,1.83]","[1,3]",2000s,Serbia,Rest_of_World
Stephan Andersen,https://fbref.com/en/players/314c2af0/Stephan-Andersen,https://www.transfermarkt.com/stephan-andersen/profil/spieler/17880,Denmark,21,Yes,42,43,21,2003,6,545,78,336,353,11,right,Goalkeeper,1.88,21,1.88,2003,0.545454545,right,1,"[21,24)","(1.83,2]","(3,8]",2000s,Denmark,Rest_of_World
Stole Dimitrievski,https://fbref.com/en/players/fc70e345/Stole-Dimitrievski,https://www.transfermarkt.com/stole-dimitrievski/profil/spieler/165467,North Macedonia  Spain,16,No,NA,31,16,2014,1,13,2,251,335,20,right,Goalkeeper,1.88,16,1.88,2014,0.05,right,0,"[15,18)","(1.83,2]","[1,3]",2010s,North Macedonia Spain,EU_Major
Sulayman Marreh,https://fbref.com/en/players/44b49036/Sulayman-Marreh,https://www.transfermarkt.com/sulayman-marreh/profil/spieler/264046,The Gambia,12,No,NA,29,18,2014,7,126,20,86,116,14,right,Midfield,1.84,18,1.84,2014,0.5,right,0,"[18,21)","(1.83,2]","(3,8]",2010s,The Gambia,Rest_of_World
