player_name,fbref_url,transfer_url,nationality,career_length,retired,retirement_age,age_current,debut_age,debut_year,injury_count_total,days_missed_total,games_missed_total,total_matches_club,total_matches_total,seasons_club,foot,position_simple,height,debut_age_num,height_clean,debut_year_num,injuries_per_season,foot_clean,event,debut_band,height_group,inj_band,debut_decade,nationality_clean,region
Javi Flores,https://fbref.com/en/players/867f9ede/Javi-Flores,https://www.transfermarkt.com/javi-flores/profil/spieler/58009,Spain,15,Yes,37,39,22,2007,5,472,66,132,132,0,right,Attack,1.7,22,1.7,2007,0,right,1,"[21,24)","[1.6,1.78]","(3,8]",2000s,Spain,EU_Major
Javi Fuego,https://fbref.com/en/players/2e8fc160/Javi-Fuego,https://www.transfermarkt.com/javi-fuego/profil/spieler/56134,Spain,19,Yes,37,41,18,2002,11,374,58,569,569,0,right,Midfield,1.82,18,1.82,2002,0,right,1,"[18,21)","(1.78,1.83]","(8,56]",2000s,Spain,EU_Major
Javi Guerra,https://fbref.com/en/players/aa386464/Javi-Guerra,https://www.transfermarkt.com/javi-guerra/profil/spieler/46215,Spain,16,Yes,37,43,21,2003,7,146,22,376,376,0,right,Attack,1.78,21,1.78,2003,0,right,1,"[21,24)","[1.6,1.78]","(3,8]",2000s,Spain,EU_Major
Javi Jiménez,https://fbref.com/en/players/9fe99e45/Javi-Jimenez,https://www.transfermarkt.com/javi-jimenez/profil/spieler/69611,Spain,16,No,NA,38,23,2010,1,272,38,131,131,0,right,Goalkeeper,1.88,23,1.88,2010,0,right,0,"[21,24)","(1.83,2]","[1,3]",2010s,Spain,EU_Major
Javi López,https://fbref.com/en/players/ffad706e/Javi-Lopez,https://www.transfermarkt.com/javi-lopez/profil/spieler/72310,Spain,15,Yes,39,39,24,2009,11,403,48,349,349,0,right,Defender,1.8,24,1.8,2009,0,right,1,"[24,30]","(1.78,1.83]","(8,56]",2000s,Spain,EU_Major
Javi Lara,https://fbref.com/en/players/bd1babf1/Javi-Lara,https://www.transfermarkt.com/javi-lara/profil/spieler/119622,Spain,17,Yes,40,39,23,2009,2,78,12,244,244,0,right,Attack,1.79,23,1.79,2009,0,right,1,"[21,24)","(1.78,1.83]","[1,3]",2000s,Spain,EU_Major
Javi Márquez,https://fbref.com/en/players/40c7cdd2/Javi-Marquez,https://www.transfermarkt.com/javi-marquez/profil/spieler/72315,Spain,11,Yes,34,39,23,2009,7,262,44,229,229,0,left,Midfield,1.79,23,1.79,2009,0,left,1,"[21,24)","(1.78,1.83]","(3,8]",2000s,Spain,EU_Major
Javi Martínez,https://fbref.com/en/players/7f97771d/Javi-Martinez,https://www.transfermarkt.com/javi-martinez/profil/spieler/44017,Spain,21,No,NA,36,17,2006,30,870,169,475,486,10,right,Defender,1.89,17,1.89,2006,3,right,0,"[15,18)","(1.83,2]","(8,56]",2000s,Spain,EU_Major
Javi Poves,https://fbref.com/en/players/fb15bf58/Javi-Poves,https://www.transfermarkt.com/javi-poves/profil/spieler/89515,Spain,5,Yes,29,38,24,2010,NA,NA,NA,1,1,0,right,Defender,1.84,24,1.84,2010,0,right,1,"[24,30]","(1.83,2]",NA,2010s,Spain,EU_Major
Javi Varas,https://fbref.com/en/players/6db3da37/Javi-Varas,https://www.transfermarkt.com/javi-varas/profil/spieler/58341,Spain,13,Yes,37,42,24,2007,NA,NA,NA,281,281,0,right,Goalkeeper,1.82,24,1.82,2007,0,right,1,"[24,30]","(1.78,1.83]",NA,2000s,Spain,EU_Major
Javi Venta,https://fbref.com/en/players/fc3efd36/Javi-Venta,https://www.transfermarkt.com/javi-venta/profil/spieler/7831,Spain,14,Yes,38,49,24,2001,1,32,5,323,323,0,right,Defender,1.81,24,1.81,2001,0,right,1,"[24,30]","(1.78,1.83]","[1,3]",2000s,Spain,EU_Major
Javier Acuña,https://fbref.com/en/players/993ff7aa/Javier-Acuna,https://www.transfermarkt.com/javi-acuna/profil/spieler/35532,Paraguay  Spain,20,No,NA,37,18,2006,5,718,82,251,251,0,right,Attack,1.75,18,1.75,2006,0,right,0,"[18,21)","[1.6,1.78]","(3,8]",2000s,Paraguay Spain,EU_Major
Javier Aquino,https://fbref.com/en/players/215104cc/Javier-Aquino,https://www.transfermarkt.com/javier-aquino/profil/spieler/111082,Mexico,18,No,NA,35,18,2010,5,67,13,467,505,11,right,Defender,1.67,18,1.67,2010,0.454545455,right,0,"[18,21)","[1.6,1.78]","(3,8]",2010s,Mexico,Rest_of_World
Javier Arizmendi,https://fbref.com/en/players/14a6c075/Javier-Arizmendi,https://www.transfermarkt.com/javier-arizmendi/profil/spieler/25411,Spain,11,Yes,30,41,19,2003,1,45,7,256,256,0,right,Attack,1.91,19,1.91,2003,0,right,1,"[18,21)","(1.83,2]","[1,3]",2000s,Spain,EU_Major
Javier Baraja,https://fbref.com/en/players/6514cd55/Javier-Baraja,https://www.transfermarkt.com/javi-baraja/profil/spieler/29061,Spain,13,Yes,34,44,21,2001,1,32,5,260,260,0,right,Midfield,1.79,21,1.79,2001,0,right,1,"[21,24)","(1.78,1.83]","[1,3]",2000s,Spain,EU_Major
Javier Calleja,https://fbref.com/en/players/3c99e7de/Javier-Calleja,https://www.transfermarkt.com/javier-calleja/profil/spieler/7842,Spain,13,Yes,34,47,21,2000,NA,NA,NA,266,266,0,left,Midfield,1.71,21,1.71,2000,0,left,1,"[21,24)","[1.6,1.78]",NA,2000s,Spain,EU_Major
Javier Camuñas,https://fbref.com/en/players/bbc1db07/Javier-Camunas,https://www.transfermarkt.com/javier-camunas/profil/spieler/29170,Spain,11,Yes,33,45,22,2002,1,33,4,363,363,0,right,Attack,1.72,22,1.72,2002,0,right,1,"[21,24)","[1.6,1.78]","[1,3]",2000s,Spain,EU_Major
Javier Casquero,https://fbref.com/en/players/ab6daa16/Javier-Casquero,https://www.transfermarkt.com/javi-casquero/profil/spieler/7705,Spain,20,Yes,38,49,18,2001,NA,NA,NA,374,374,0,both,Midfield,1.8,18,1.8,2001,0,both,1,"[18,21)","(1.78,1.83]",NA,2000s,Spain,EU_Major
Javier Chica,https://fbref.com/en/players/991b2cec/Javier-Chica,https://www.transfermarkt.com/javi-chica/profil/spieler/44860,Spain,13,Yes,34,40,21,2006,3,137,18,248,248,0,right,Defender,1.75,21,1.75,2006,0,right,1,"[21,24)","[1.6,1.78]","[1,3]",2000s,Spain,EU_Major
Javier Espinosa,https://fbref.com/en/players/8e08d88c/Javier-Espinosa,https://www.transfermarkt.com/javier-espinosa/profil/spieler/128219,Spain,15,No,NA,32,18,2010,2,26,4,290,290,0,right,Midfield,1.73,18,1.73,2010,0,right,0,"[18,21)","[1.6,1.78]","[1,3]",2010s,Spain,EU_Major
Javier Farinós,https://fbref.com/en/players/d9b0f08e/Javier-Farinos,https://www.transfermarkt.com/javier-farinos/profil/spieler/5785,Spain,18,Yes,36,47,18,1996,3,297,19,454,454,0,right,Midfield,1.73,18,1.73,1996,0,right,1,"[18,21)","[1.6,1.78]","[1,3]",1990s,Spain,EU_Major
Javier Hernández,https://fbref.com/en/players/189cee7b/Javier-Hernandez,https://www.transfermarkt.com/chicharito/profil/spieler/50935,Mexico,21,No,NA,37,17,2006,18,676,98,491,556,13,right,Attack,1.75,17,1.75,2006,1.384615385,right,0,"[15,18)","[1.6,1.78]","(8,56]",2000s,Mexico,Rest_of_World
Javier Hervás,https://fbref.com/en/players/04b8d5c8/Javier-Hervas,https://www.transfermarkt.com/javi-hervas/profil/spieler/184218,Spain,15,No,NA,36,21,2010,1,21,3,210,210,0,left,Midfield,1.78,21,1.78,2010,0,left,0,"[21,24)","[1.6,1.78]","[1,3]",2010s,Spain,EU_Major
Javier Manquillo,https://fbref.com/en/players/758dd7f0/Javier-Manquillo,https://www.transfermarkt.com/javier-manquillo/profil/spieler/162029,Spain,14,No,NA,31,18,2012,10,238,44,224,224,0,right,Defender,1.78,18,1.78,2012,0,right,0,"[18,21)","[1.6,1.78]","(8,56]",2010s,Spain,EU_Major
Javier Mascherano,https://fbref.com/en/players/5070881b/Javier-Mascherano,https://www.transfermarkt.com/javier-mascherano/profil/spieler/19981,Argentina  Italy,17,Yes,36,41,19,2006,13,431,75,497,556,11,right,Midfield,1.74,19,1.74,2006,1.181818182,right,1,"[18,21)","[1.6,1.78]","(8,56]",2000s,Argentina Italy,EU_Major
Javier Matilla,https://fbref.com/en/players/35fa45cc/Javier-Matilla,https://www.transfermarkt.com/javier-matilla/profil/spieler/73269,Spain,17,No,NA,36,20,2008,4,471,57,328,328,0,right,Midfield,1.78,20,1.78,2008,0,right,0,"[18,21)","[1.6,1.78]","(3,8]",2000s,Spain,EU_Major
Javier Paredes,https://fbref.com/en/players/488a9ade/Javier-Paredes,https://www.transfermarkt.com/javier-paredes/profil/spieler/35512,Spain,16,Yes,35,43,19,2001,NA,NA,NA,295,295,0,left,Defender,1.77,19,1.77,2001,0,left,1,"[18,21)","[1.6,1.78]",NA,2000s,Spain,EU_Major
Javier Portillo,https://fbref.com/en/players/99058498/Javier-Portillo,https://www.transfermarkt.com/javier-portillo/profil/spieler/7532,Spain,13,Yes,33,43,20,2002,NA,NA,NA,316,316,0,left,Attack,1.83,20,1.83,2002,0,left,1,"[18,21)","(1.78,1.83]",NA,2000s,Spain,EU_Major
Javier Ros,https://fbref.com/en/players/6b2f1a78/Javier-Ros,https://www.transfermarkt.com/javi-ros/profil/spieler/89330,Spain,15,Yes,34,35,19,2008,5,414,48,231,231,0,right,Midfield,1.73,19,1.73,2008,0,right,1,"[18,21)","[1.6,1.78]","(3,8]",2000s,Spain,EU_Major
Javier Saviola,https://fbref.com/en/players/de544fdb/Javier-Saviola,https://www.transfermarkt.com/javier-saviola/profil/spieler/7611,Argentina  Spain,18,Yes,35,43,17,2001,2,25,6,441,447,2,right,Attack,1.68,17,1.68,2001,1,right,1,"[15,18)","[1.6,1.78]","[1,3]",2000s,Argentina Spain,EU_Major
Jean Marie Dongou,https://fbref.com/en/players/fd0bb7d2/Jean-Marie-Dongou,https://www.transfermarkt.com/jean-marie-dongou/profil/spieler/166666,Cameroon,12,Yes,28,30,16,2011,3,350,42,194,194,0,right,Attack,1.75,16,1.75,2011,0,right,1,"[15,18)","[1.6,1.78]","[1,3]",2010s,Cameroon,Rest_of_World
Jean-Sylvain Babin,https://fbref.com/en/players/ba998e22/Jean-Sylvain-Babin,https://www.transfermarkt.com/jean-sylvain-babin/profil/spieler/45256,Martinique  France,23,No,NA,38,17,2010,7,208,23,411,417,2,right,Defender,1.81,17,1.81,2010,3.5,right,0,"[15,18)","(1.78,1.83]","(3,8]",2010s,Martinique France,EU_Major
Jefferson Montero,https://fbref.com/en/players/fa6561bf/Jefferson-Montero,https://www.transfermarkt.com/jefferson-montero/profil/spieler/77932,Ecuador,18,No,NA,35,19,2009,10,445,59,324,353,7,right,Attack,1.7,19,1.7,2009,1.428571429,right,0,"[18,21)","[1.6,1.78]","(8,56]",2000s,Ecuador,Rest_of_World
Jeffrén Suárez,https://fbref.com/en/players/01e9c0a6/Jeffren-Suarez,https://www.transfermarkt.com/jeffren/profil/spieler/53309,Venezuela  Spain,15,Yes,36,37,21,2008,22,538,101,206,210,3,left,Attack,1.73,21,1.73,2008,7.333333333,left,1,"[21,24)","[1.6,1.78]","(8,56]",2000s,Venezuela Spain,EU_Major
Jeffrey Sarpong,https://fbref.com/en/players/cabfd01c/Jeffrey-Sarpong,https://www.transfermarkt.com/jeffrey-sarpong/profil/spieler/35529,Netherlands  Ghana,21,No,NA,36,17,2005,1,24,4,196,196,0,right,Midfield,1.76,17,1.76,2005,0,right,0,"[15,18)","[1.6,1.78]","[1,3]",2000s,Netherlands Ghana,EU_Major
Jeison Murillo,https://fbref.com/en/players/b233e8e4/Jeison-Murillo,https://www.transfermarkt.com/jeison-murillo/profil/spieler/131102,Colombia  Spain,13,No,NA,33,20,2012,8,280,50,287,309,7,right,Defender,1.82,20,1.82,2012,1.142857143,right,0,"[18,21)","(1.78,1.83]","(3,8]",2010s,Colombia Spain,EU_Major
Jerzy Dudek,https://fbref.com/en/players/1064659d/Jerzy-Dudek,https://www.transfermarkt.com/jerzy-dudek/profil/spieler/3209,Poland,16,Yes,38,52,22,2000,3,82,18,224,235,4,left,Goalkeeper,1.88,22,1.88,2000,0.75,left,1,"[21,24)","(1.83,2]","[1,3]",2000s,Poland,Rest_of_World
Jesé,https://fbref.com/en/players/4a537185/Jese,https://www.transfermarkt.com/jese/profil/spieler/134936,Spain,14,No,NA,32,19,2011,6,287,50,291,291,0,right,Attack,1.78,19,1.78,2011,0,right,0,"[18,21)","[1.6,1.78]","(3,8]",2010s,Spain,EU_Major
Jesús,https://fbref.com/en/players/fba3c8c1/Jesus,https://www.transfermarkt.com/jesus-fernandez/profil/spieler/91885,Spain,17,No,NA,37,21,2009,NA,NA,NA,141,141,0,left,Goalkeeper,1.9,21,1.9,2009,0,left,0,"[21,24)","(1.83,2]",NA,2000s,Spain,EU_Major
Jesús Dátolo,https://fbref.com/en/players/49e7b005/Jesus-Datolo,https://www.transfermarkt.com/jesus-datolo/profil/spieler/30759,Argentina  Italy,20,Yes,40,41,20,2008,3,108,16,230,230,0,left,Midfield,1.75,20,1.75,2008,0,left,1,"[18,21)","[1.6,1.78]","[1,3]",2000s,Argentina Italy,EU_Major
Jesús Gámez,https://fbref.com/en/players/bd1d1cbb/Jesus-Gamez,https://www.transfermarkt.com/jesus-gamez/profil/spieler/29055,Spain,15,Yes,33,40,18,2003,8,274,40,361,361,0,right,Defender,1.77,18,1.77,2003,0,right,1,"[18,21)","[1.6,1.78]","(3,8]",2000s,Spain,EU_Major
Jesús Navas,https://fbref.com/en/players/3f10bd22/Jesus-Navas,https://www.transfermarkt.com/jesus-navas/profil/spieler/15956,Spain,22,Yes,40,39,18,2003,15,414,79,814,849,13,right,Defender,1.7,18,1.7,2003,1.153846154,right,1,"[18,21)","[1.6,1.78]","(8,56]",2000s,Spain,EU_Major
Jesús Rueda,https://fbref.com/en/players/9d8ba8ec/Jesus-Rueda,https://www.transfermarkt.com/jesus-rueda/profil/spieler/56543,Spain,16,No,NA,38,22,2008,1,32,6,188,188,0,right,Defender,1.86,22,1.86,2008,0,right,0,"[21,24)","(1.83,2]","[1,3]",2000s,Spain,EU_Major
Jesús Vázquez,https://fbref.com/en/players/96b3239f/Jesus-Vazquez,https://www.transfermarkt.com/jesus-vazquez/profil/spieler/27683,Spain,18,Yes,37,45,19,1998,4,335,37,453,453,0,right,Midfield,1.83,19,1.83,1998,0,right,1,"[18,21)","(1.78,1.83]","(3,8]",1990s,Spain,EU_Major
Jhon Córdoba,https://fbref.com/en/players/9f381d8b/Jhon-Cordoba,https://www.transfermarkt.com/jhon-cordoba/profil/spieler/185245,Colombia,16,No,NA,32,17,2012,17,525,79,341,353,3,right,Attack,1.88,17,1.88,2012,5.666666667,right,0,"[15,18)","(1.83,2]","(8,56]",2010s,Colombia,Rest_of_World
João Cancelo,https://fbref.com/en/players/bd6351cd/Joao-Cancelo,https://www.transfermarkt.com/joao-cancelo/profil/spieler/182712,Portugal,13,No,NA,31,18,2013,13,379,73,400,462,18,right,Defender,1.82,18,1.82,2013,0.722222222,right,0,"[18,21)","(1.78,1.83]","(8,56]",2010s,Portugal,EU_Major
João Pereira,https://fbref.com/en/players/aefd0c5b/Joao-Pereira,https://www.transfermarkt.com/joao-pereira/profil/spieler/13217,Portugal,18,Yes,37,41,19,2003,11,192,35,475,503,6,right,Defender,1.72,19,1.72,2003,1.833333333,right,1,"[18,21)","[1.6,1.78]","(8,56]",2000s,Portugal,EU_Major
João Victor,https://fbref.com/en/players/dbc94b4c/Joao-Victor,https://www.transfermarkt.com/joao-victor/profil/spieler/54996,Brazil  Spain,18,No,NA,36,20,2010,1,178,27,164,164,0,right,Midfield,1.79,20,1.79,2010,0,right,0,"[18,21)","(1.78,1.83]","[1,3]",2010s,Brazil Spain,EU_Major
Joan Àngel Román,https://fbref.com/en/players/150a54c2/Joan-Angel-Roman,https://www.transfermarkt.com/joan-roman/profil/spieler/121411,Spain,13,No,NA,32,19,2012,1,24,5,115,115,0,both,Attack,1.7,19,1.7,2012,0,both,0,"[18,21)","[1.6,1.78]","[1,3]",2010s,Spain,EU_Major
Joan Capdevila,https://fbref.com/en/players/69697a6d/Joan-Capdevila,https://www.transfermarkt.com/joan-capdevila/profil/spieler/7486,Spain,19,Yes,39,47,20,1998,2,35,6,485,522,8,left,Defender,1.82,20,1.82,1998,0.25,left,1,"[18,21)","(1.78,1.83]","[1,3]",1990s,Spain,EU_Major
Joan Jordán,https://fbref.com/en/players/2a0c8ba4/Joan-Jordan,https://www.transfermarkt.com/joan-jordan/profil/spieler/263727,Spain,12,No,NA,31,20,2014,7,236,34,351,351,0,right,Midfield,1.85,20,1.85,2014,0,right,0,"[18,21)","(1.83,2]","(3,8]",2010s,Spain,EU_Major
Joan Oriol,https://fbref.com/en/players/7ccb2ef6/Joan-Oriol,https://www.transfermarkt.com/joan-oriol/profil/spieler/73215,Spain,17,Yes,39,38,22,2009,1,32,5,198,198,0,left,Defender,1.75,22,1.75,2009,0,left,1,"[21,24)","[1.6,1.78]","[1,3]",2000s,Spain,EU_Major
Joan Tomàs,https://fbref.com/en/players/9ada6f1d/Joan-Tomas,https://www.transfermarkt.com/joan-tomas/profil/spieler/64419,Spain,15,Yes,38,40,23,2008,NA,NA,NA,118,118,0,right,Attack,1.67,23,1.67,2008,0,right,1,"[21,24)","[1.6,1.78]",NA,2000s,Spain,EU_Major
Joan Verdú,https://fbref.com/en/players/61508522/Joan-Verdu,https://www.transfermarkt.com/joan-verdu/profil/spieler/28005,Spain,16,Yes,39,42,23,2006,NA,NA,NA,280,280,0,right,Attack,1.72,23,1.72,2006,0,right,1,"[21,24)","[1.6,1.78]",NA,2000s,Spain,EU_Major
Joaquín,https://fbref.com/en/players/4c5b14d2/Joaquin,https://www.transfermarkt.com/joaquin/profil/spieler/7663,Spain,23,Yes,42,44,19,2001,14,278,45,789,810,5,right,Attack,1.81,19,1.81,2001,2.8,right,1,"[18,21)","(1.78,1.83]","(8,56]",2000s,Spain,EU_Major
Joaquín Larrivey,https://fbref.com/en/players/7ae94e67/Joaquin-Larrivey,https://www.transfermarkt.com/joaquin-larrivey/profil/spieler/52428,Argentina  Italy,18,No,NA,40,23,2007,2,22,2,418,418,0,right,Attack,1.86,23,1.86,2007,0,right,0,"[21,24)","(1.83,2]","[1,3]",2000s,Argentina Italy,EU_Major
Joel Campbell,https://fbref.com/en/players/895ff3ca/Joel-Campbell,https://www.transfermarkt.com/joel-campbell/profil/spieler/131248,Costa Rica,16,No,NA,33,17,2011,12,367,64,348,452,23,left,Attack,1.78,17,1.78,2011,0.52173913,left,0,"[15,18)","[1.6,1.78]","(8,56]",2010s,Costa Rica,Rest_of_World
Joel Robles,https://fbref.com/en/players/cda0b317/Joel-Robles,https://www.transfermarkt.com/joel-robles/profil/spieler/101118,Spain,16,No,NA,35,19,2009,1,35,4,209,209,0,right,Goalkeeper,1.94,19,1.94,2009,0,right,0,"[18,21)","(1.83,2]","[1,3]",2000s,Spain,EU_Major
Joel Valencia,https://fbref.com/en/players/03904ca0/Joel-Valencia,https://www.transfermarkt.com/joel-valencia/profil/spieler/175451,Ecuador  Spain,15,No,NA,30,16,2011,3,307,27,129,129,0,right,Attack,1.64,16,1.64,2011,0,right,0,"[15,18)","[1.6,1.78]","[1,3]",2010s,Ecuador Spain,EU_Major
Johan Mojica,https://fbref.com/en/players/608f2092/Johan-Mojica,https://www.transfermarkt.com/johan-mojica/profil/spieler/262939,Colombia  Spain,13,No,NA,32,20,2013,8,395,69,335,369,11,left,Defender,1.85,20,1.85,2013,0.727272727,left,0,"[18,21)","(1.83,2]","(3,8]",2010s,Colombia Spain,EU_Major
Jon Aurtenetxe,https://fbref.com/en/players/74b0e3ce/Jon-Aurtenetxe,https://www.transfermarkt.com/jon-aurtenetxe/profil/spieler/89726,Spain,16,No,NA,33,18,2010,4,175,32,178,178,0,left,Defender,1.83,18,1.83,2010,0,left,0,"[18,21)","(1.78,1.83]","(3,8]",2010s,Spain,EU_Major
Jon Errasti,https://fbref.com/en/players/4243631a/Jon-Errasti,https://www.transfermarkt.com/jon-errasti/profil/spieler/158849,Spain,8,Yes,33,37,25,2013,1,11,1,152,152,0,right,Midfield,1.81,25,1.81,2013,0,right,1,"[24,30]","(1.78,1.83]","[1,3]",2010s,Spain,EU_Major
Jon Gaztañaga,https://fbref.com/en/players/806872d2/Jon-Gaztanaga,https://www.transfermarkt.com/jon-gaztanaga/profil/spieler/66110,Spain,12,No,NA,34,22,2013,2,61,8,122,122,0,right,Midfield,1.81,22,1.81,2013,0,right,0,"[21,24)","(1.78,1.83]","[1,3]",2010s,Spain,EU_Major
Jonás Ramalho,https://fbref.com/en/players/be3a0121/Jonas-Ramalho,https://www.transfermarkt.com/jonas-ramalho/profil/spieler/69660,Spain  Angola,15,No,NA,32,18,2011,4,318,8,254,254,0,right,Defender,1.86,18,1.86,2011,0,right,0,"[18,21)","(1.83,2]","(3,8]",2010s,Spain Angola,EU_Major
Jonas,https://fbref.com/en/players/9bcd6455/Jonas,https://www.transfermarkt.com/jonas/profil/spieler/50143,Brazil  Italy,13,Yes,35,41,22,2010,10,267,48,296,298,2,right,Attack,1.82,22,1.82,2010,5,right,1,"[21,24)","(1.78,1.83]","(8,56]",2010s,Brazil Italy,EU_Major
Jonathan de Guzmán,https://fbref.com/en/players/1bcca8b8/Jonathan-de-Guzman,https://www.transfermarkt.com/jonathan-de-guzman/profil/spieler/31067,Netherlands  Canada,20,No,NA,37,18,2005,29,899,138,485,493,4,right,Midfield,1.73,18,1.73,2005,7.25,right,0,"[18,21)","[1.6,1.78]","(8,56]",2000s,Netherlands Canada,EU_Major
Jonathan dos Santos,https://fbref.com/en/players/91872dec/Jonathan-dos-Santos,https://www.transfermarkt.com/jonathan-dos-santos/profil/spieler/60445,Mexico  Spain,16,No,NA,35,19,2009,12,443,85,415,467,14,right,Midfield,1.72,19,1.72,2009,0.857142857,right,0,"[18,21)","[1.6,1.78]","(8,56]",2000s,Mexico Spain,EU_Major
Jonathan López,https://fbref.com/en/players/5f872f11/Jonathan-Lopez,https://www.transfermarkt.com/jonathan-lopez/profil/spieler/58064,Spain,17,Yes,37,44,20,2001,2,39,6,183,183,0,right,Goalkeeper,1.82,20,1.82,2001,0,right,1,"[18,21)","(1.78,1.83]","[1,3]",2000s,Spain,EU_Major
Jonathan Pereira,https://fbref.com/en/players/806ab4b6/Jonathan-Pereira,https://www.transfermarkt.com/jonathan-pereira/profil/spieler/53239,Spain,15,Yes,34,38,19,2006,1,171,26,356,356,0,right,Attack,1.67,19,1.67,2006,0,right,1,"[18,21)","[1.6,1.78]","[1,3]",2000s,Spain,EU_Major
Jonathan Urretaviscaya,https://fbref.com/en/players/6465d159/Jonathan-Urretaviscaya,https://www.transfermarkt.com/jonathan-urretaviscaya/profil/spieler/74621,Uruguay  Spain,17,No,NA,35,18,2008,9,700,93,344,350,4,right,Attack,1.72,18,1.72,2008,2.25,right,0,"[18,21)","[1.6,1.78]","(8,56]",2000s,Uruguay Spain,EU_Major
Jonathan Viera,https://fbref.com/en/players/efa708aa/Jonathan-Viera,https://www.transfermarkt.com/jonathan-viera/profil/spieler/153238,Spain,16,No,NA,35,20,2010,10,333,50,388,389,1,right,Attack,1.71,20,1.71,2010,10,right,0,"[18,21)","[1.6,1.78]","(8,56]",2010s,Spain,EU_Major
Jonathan Vila,https://fbref.com/en/players/7c3a3425/Jonathan-Vila,https://www.transfermarkt.com/jonathan-vila/profil/spieler/44859,Spain,15,Yes,35,39,20,2006,2,56,9,182,182,0,right,Midfield,1.86,20,1.86,2006,0,right,1,"[18,21)","(1.83,2]","[1,3]",2000s,Spain,EU_Major
Jonathan Zongo,https://fbref.com/en/players/a5dbef51/Jonathan-Zongo,https://www.transfermarkt.com/jonathan-zongo/profil/spieler/174706,Burkina Faso,9,Yes,31,36,22,2011,2,29,5,101,122,8,right,Attack,1.83,22,1.83,2011,0.25,right,1,"[21,24)","(1.78,1.83]","[1,3]",2010s,Burkina Faso,Rest_of_World
Jonathas,https://fbref.com/en/players/531807b3/Jonathas,https://www.transfermarkt.com/jonathas/profil/spieler/58345,Brazil,19,Yes,36,36,17,2009,17,391,44,284,284,0,right,Attack,1.92,17,1.92,2009,0,right,1,"[15,18)","(1.83,2]","(8,56]",2000s,Brazil,South_America
Jonny Castro,https://fbref.com/en/players/e28868f3/Jonny-Castro,https://www.transfermarkt.com/jonny-otto/profil/spieler/175446,Spain,14,No,NA,31,18,2012,8,695,79,404,407,2,both,Defender,1.75,18,1.75,2012,4,both,0,"[18,21)","[1.6,1.78]","(3,8]",2010s,Spain,EU_Major
Jordan Lotiès,https://fbref.com/en/players/64864d05/Jordan-Loties,https://www.transfermarkt.com/jordan-loties/profil/spieler/49804,France  Martinique,20,Yes,39,40,19,2009,2,328,38,222,222,0,right,Defender,1.9,19,1.9,2009,0,right,1,"[18,21)","(1.83,2]","[1,3]",2000s,France Martinique,EU_Major
Jordi,https://fbref.com/en/players/744a8a7c/Jordi,https://www.transfermarkt.com/jordi-figueras/profil/spieler/62941,Spain,15,Yes,36,38,21,2008,7,168,22,304,304,0,left,Defender,1.85,21,1.85,2008,0,left,1,"[21,24)","(1.83,2]","(3,8]",2000s,Spain,EU_Major
Jordi Alba,https://fbref.com/en/players/4601e194/Jordi-Alba,https://www.transfermarkt.com/jordi-alba/profil/spieler/69751,Spain,17,No,NA,36,19,2008,24,440,95,669,753,22,left,Defender,1.7,19,1.7,2008,1.090909091,left,0,"[18,21)","[1.6,1.78]","(8,56]",2000s,Spain,EU_Major
Jordi Amat,https://fbref.com/en/players/d70a2141/Jordi-Amat,https://www.transfermarkt.com/jordi-amat/profil/spieler/85289,Indonesia  Spain,16,No,NA,33,17,2009,8,299,35,270,283,4,right,Defender,1.85,17,1.85,2009,2,right,0,"[15,18)","(1.83,2]","(3,8]",2000s,Indonesia Spain,EU_Major
Jordi Codina,https://fbref.com/en/players/812088cd/Jordi-Codina,https://www.transfermarkt.com/jordi-codina/profil/spieler/35462,Spain,14,Yes,37,43,23,2005,NA,NA,NA,120,120,0,right,Goalkeeper,1.89,23,1.89,2005,0,right,1,"[21,24)","(1.83,2]",NA,2000s,Spain,EU_Major
Jordi Masip,https://fbref.com/en/players/8fae77ea/Jordi-Masip,https://www.transfermarkt.com/jordi-masip/profil/spieler/65263,Spain,14,Yes,35,36,21,2010,5,583,22,303,303,0,right,Goalkeeper,1.8,21,1.8,2010,0,right,1,"[21,24)","(1.78,1.83]","(3,8]",2010s,Spain,EU_Major
Jordi Xumetra,https://fbref.com/en/players/3b79dbdb/Jordi-Xumetra,https://www.transfermarkt.com/jordi-xumetra/profil/spieler/73314,Spain,17,Yes,39,39,22,2008,5,192,25,277,277,0,right,Attack,1.77,22,1.77,2008,0,right,1,"[21,24)","[1.6,1.78]","(3,8]",2000s,Spain,EU_Major
Jorge García,https://fbref.com/en/players/d1bd08ef/Jorge-Garcia,https://www.transfermarkt.com/jorge-garcia/profil/spieler/57804,Spain,19,Yes,40,41,21,2005,NA,NA,NA,265,265,0,right,Defender,1.85,21,1.85,2005,0,right,1,"[21,24)","(1.83,2]",NA,2000s,Spain,EU_Major
Jorge López,https://fbref.com/en/players/cf66479e/Jorge-Lopez,https://www.transfermarkt.com/jorge-lopez/profil/spieler/7844,Spain,17,Yes,36,46,19,2000,NA,NA,NA,348,348,0,right,Attack,1.82,19,1.82,2000,0,right,1,"[18,21)","(1.78,1.83]",NA,2000s,Spain,EU_Major
