player_name,transfermarkt_url,status,transfermarkt_id,player_slug,home_name,dob_age,place_birth,height,citizenship,position,foot,agent,current_club,joined,contract_expires,outfitter,injury_count_total,days_missed_total,games_missed_total,retired,retirement_date,shirt_number,injury_seasons,explanation
Lazar Marković,https://www.transfermarkt.com/lazar-markovi/profil/spieler/144303,Success,144303,spieler,Lazar Markovic,02/03/1994 (31),Čačak,"1,75 m",Serbia,Attack - Right Winger,right,Not found,Apol. Limassol,25/08/2025,31/05/2026,Mizuno,13,525,104,No,Not found,50,9,first scrap players transfer
Dean Marney,https://www.transfermarkt.com/dean-marney/profil/spieler/4055,Success,4055,spieler,Dean Marney,31/01/1984 (41),London,"1,83 m",England,Midfield - Central Midfield,right,Not found,Fleetwood,27/07/2020,-,Not found,5,708,87,Yes,27/07/2020,Not found,4,first scrap players transfer
Emiliano Martínez,https://www.transfermarkt.com/emiliano-martnez/profil/spieler/111873,Success,111873,spieler,Emiliano Martínez,02/09/1992 (33),Mar del Plata,"1,95 m",Argentina  Spain,Goalkeeper,right,Not found,Aston Villa,16/09/2020,30/06/2029,adidas,5,34,7,No,Not found,23,3,first scrap players transfer
Ryan Mason,https://www.transfermarkt.com/ryan-mason/profil/spieler/61834,Success,61834,spieler,Ryan Mason,13/06/1991 (34),London,"1,75 m",England,Midfield - Central Midfield,right,Not found,Hull City,13/02/2018,-,adidas,5,497,79,Yes,13/02/2018,Not found,3,first scrap players transfer
Jason McCarthy,https://www.transfermarkt.com/jason-mccarthy/profil/spieler/227185,Success,227185,spieler,Jason McCarthy,07/11/1995 (30),Southampton,"1,86 m",England,Defender - Right-Back,right,Not found,Wycombe,1/1/2025,-,Not found,0,0,0,Yes,1/1/2025,Not found,0,first scrap players transfer
Paddy McNair,https://www.transfermarkt.com/paddy-mcnair/profil/spieler/167268,Success,167268,spieler,Paddy McNair,27/04/1995 (30),Ballyclare,"1,89 m",Northern Ireland,Defender - Centre-Back,right,Not found,San Diego,25/07/2024,31/12/2027,Nike,5,432,72,No,Not found,17,5,first scrap players transfer
Ben Mee,https://www.transfermarkt.com/ben-mee/profil/spieler/74810,Success,74810,spieler,Ben Mee,21/09/1989 (36),Sale,"1,80 m",England,Defender - Centre-Back,left,Not found,Sheff Utd,1/9/2025,30/06/2026,Not found,8,579,78,No,Not found,15,6,first scrap players transfer
Jefferson Montero,https://www.transfermarkt.com/jefferson-montero/profil/spieler/77932,Success,77932,spieler,Jefferson Montero,01/09/1989 (36),Babahoyo,"1,70 m",Ecuador,Attack - Left Winger,right,Not found,FC St Helens,17/01/2025,-,Not found,10,445,59,No,Not found,Not found,6,first scrap players transfer
Liam Moore,https://www.transfermarkt.com/liam-moore/profil/spieler/128906,Success,128906,spieler,Liam Moore,31/01/1993 (32),Loughborough,"1,85 m",Jamaica  England,Defender - Centre-Back,right,Not found,Spalding United,7/11/2024,30/06/2025,Nike,3,93,18,No,Not found,Not found,2,first scrap players transfer
Alberto Moreno,https://www.transfermarkt.com/alberto-moreno/profil/spieler/207917,Success,207917,spieler,Alberto Moreno,05/07/1992 (33),Sevilla,"1,71 m",Spain,Defender - Left-Back,left,Not found,Como,19/07/2024,30/06/2026,adidas,11,683,107,No,Not found,18,7,first scrap players transfer
Wes Morgan,https://www.transfermarkt.com/wes-morgan/profil/spieler/10003,Success,10003,spieler,Wes Morgan,21/01/1984 (41),Nottingham,"1,85 m",Jamaica  England,Defender - Centre-Back,right,Not found,Leicester,1/7/2021,-,Nike,8,342,55,Yes,1/7/2021,Not found,5,first scrap players transfer
Dame N'Doye,https://www.transfermarkt.com/dame-ndoye/profil/spieler/44855,Success,44855,spieler,Dame N'Doye,21/02/1985 (40),Thiès,"1,86 m",Senegal,Attack - Centre-Forward,right,Not found,Copenhagen,1/1/2023,-,adidas,4,138,21,Yes,1/1/2023,Not found,2,first scrap players transfer
Nenê,https://www.transfermarkt.com/nen/profil/spieler/574901,Success,574901,spieler,Hugo Souza,31/01/1999 (26),Duque de Caxias,"1,99 m",Brazil,Goalkeeper,right,Not found,Corinthians,1/1/2025,31/12/2028,adidas,3,64,13,No,Not found,1,2,first scrap players transfer
David Nugent,https://www.transfermarkt.com/david-nugent/profil/spieler/33963,Success,33963,spieler,David Nugent,02/05/1985 (40),Huyton,"1,80 m",England  Ireland,Attack - Centre-Forward,right,Not found,Anstey Nomads,17/10/2025,-,Not found,4,115,19,No,Not found,Not found,3,first scrap players transfer
Nélson Oliveira,https://www.transfermarkt.com/nlson-oliveira/profil/spieler/72768,Success,72768,spieler,Nélson Oliveira,08/08/1991 (34),Barcelos,"1,86 m",Portugal,Attack - Centre-Forward,right,Not found,Vit. Guimarães,24/01/2024,30/06/2026,Nike,14,519,75,No,Not found,7,7,first scrap players transfer
David Ospina,https://www.transfermarkt.com/david-ospina/profil/spieler/73396,Success,73396,spieler,David Ospina,31/08/1988 (37),Medellín,"1,83 m",Colombia  France,Goalkeeper,right,Not found,Atl. Nacional,1/7/2024,30/06/2026,adidas,24,824,158,No,Not found,1,13,first scrap players transfer
Gabriel Paulista,https://www.transfermarkt.com/gabriel-paulista/profil/spieler/149498,Success,149498,spieler,Gabriel Paulista,26/11/1990 (34),São Paulo,"1,85 m",Brazil  Spain,Defender - Centre-Back,right,Not found,Besiktas,1/7/2024,30/06/2027,adidas,15,518,76,No,Not found,3,8,first scrap players transfer
Graziano Pellè,https://www.transfermarkt.com/graziano-pell/profil/spieler/29594,Success,29594,spieler,Graziano Pellè,15/07/1985 (40),San Cesario di Lecce,"1,94 m",Italy,Attack - Centre-Forward,right,Not found,Parma,1/7/2021,-,Nike,4,70,13,Yes,1/7/2021,Not found,3,first scrap players transfer
Andreas Pereira,https://www.transfermarkt.com/andreas-pereira/profil/spieler/203394,Success,203394,spieler,Andreas Pereira,01/01/1996 (29),Duffel,"1,78 m",Brazil  Belgium,Midfield - Attacking Midfield,right,Not found,Palmeiras,29/08/2025,31/12/2028,adidas,5,109,20,No,Not found,8,3,first scrap players transfer
Ayoze Pérez,https://www.transfermarkt.com/ayoze-prez/profil/spieler/246968,Success,246968,spieler,Ayoze Pérez,29/07/1993 (32),Santa Cruz de Tenerife,"1,78 m",Spain,Attack - Centre-Forward,right,Not found,Villarreal,13/08/2024,30/06/2028,adidas,12,300,41,No,Not found,22,6,first scrap players transfer
Sébastien Pocognoli,https://www.transfermarkt.com/sbastien-pocognoli/profil/spieler/17804,Success,17804,spieler,Sébastien Pocognoli,01/08/1987 (38),Seraing,"1,81 m",Belgium  Italy,Defender - Left-Back,left,Not found,Union SG,1/7/2021,-,Not found,7,546,49,Yes,1/7/2021,Not found,5,first scrap players transfer
Diego Poyet,https://www.transfermarkt.com/diego-poyet/profil/spieler/183286,Success,183286,spieler,Diego Poyet,08/04/1995 (30),Zaragoza,"1,80 m",Uruguay  Spain,Midfield - Central Midfield,right,Not found,Pafos,1/7/2018,-,Not found,0,0,0,Yes,1/7/2018,Not found,0,first scrap players transfer
José Pozo,https://www.transfermarkt.com/jos-pozo/profil/spieler/135105,Success,135105,spieler,Isidoro San José,27/10/1955 (70),Madrid,"1,76 m",Spain,Defender - Right-Back,right,Not found,RCD Mallorca,1/7/1988,-,Not found,0,0,0,Yes,1/7/1988,Not found,0,first scrap players transfer
Anthony Réveillère,https://www.transfermarkt.com/anthony-rveillre/profil/spieler/5668,Success,5668,spieler,Anthony Réveillère,10/11/1979 (46),Doué-la-Fontaine,"1,80 m",France,Defender - Right-Back,right,Not found,Sunderland,9/11/2015,-,Not found,3,177,47,Yes,9/11/2015,Not found,3,first scrap players transfer
Emmanuel Rivière,https://www.transfermarkt.com/emmanuel-rivire/profil/spieler/61637,Success,61637,spieler,Emmanuel Rivière,03/03/1990 (35),Le Lamentin,"1,82 m",Martinique  France,Attack - Centre-Forward,right,Not found,Crotone,13/08/2021,-,Not found,9,335,48,Yes,13/08/2021,Not found,4,first scrap players transfer
Andrew Robertson,https://www.transfermarkt.com/andrew-robertson/profil/spieler/234803,Success,234803,spieler,Andrew Robertson,11/03/1994 (31),Glasgow,"1,78 m",Scotland,Defender - Left-Back,left,Not found,Liverpool,21/07/2017,30/06/2026,Nike,13,241,47,No,Not found,26,7,first scrap players transfer
Marcos Rojo,https://www.transfermarkt.com/marcos-rojo/profil/spieler/93176,Success,93176,spieler,Marcos Rojo,20/03/1990 (35),La Plata,"1,86 m",Argentina,Defender - Centre-Back,left,Not found,Racing Club,10/8/2025,30/06/2026,Nike,44,1816,308,No,Not found,6,16,first scrap players transfer
Diafra Sakho,https://www.transfermarkt.com/diafra-sakho/profil/spieler/120610,Success,120610,spieler,Diafra Sakho,24/12/1989 (35),Guédiawaye,"1,83 m",Senegal  France,Attack - Centre-Forward,right,Not found,AS Nancy,27/07/2023,-,Not found,14,682,102,Yes,27/07/2023,Not found,6,first scrap players transfer
Georgios Samaras,https://www.transfermarkt.com/georgios-samaras/profil/spieler/6855,Success,6855,spieler,Georgios Samaras,21/02/1985 (40),Heraklion,"1,93 m",Greece  Australia,Attack - Left Winger,right,Not found,Samsunspor,1/7/2018,-,Not found,4,129,28,Yes,1/7/2018,Not found,3,first scrap players transfer
Alexis Sánchez,https://www.transfermarkt.com/alexis-snchez/profil/spieler/40433,Success,40433,spieler,Alexis Sánchez,19/12/1988 (36),Tocopilla,"1,69 m",Chile,Attack - Centre-Forward,right,Not found,Sevilla FC,1/9/2025,30/06/2026,Nike,34,901,164,No,Not found,10,14,first scrap players transfer
Carlos Sánchez,https://www.transfermarkt.com/carlos-snchez/profil/spieler/7509,Success,7509,spieler,Carlos Sánchez,19/01/1978 (47),Madrid,"1,84 m",Spain,Goalkeeper,Not found,Not found,Puerta Bonita,1/7/2011,-,Not found,0,0,0,Yes,1/7/2011,Not found,0,first scrap players transfer
Jeffrey Schlupp,https://www.transfermarkt.com/jeffrey-schlupp/profil/spieler/157506,Success,157506,spieler,Jeffrey Schlupp,23/12/1992 (32),Hamburg,"1,78 m",Ghana  Germany,Midfield - Left Midfield,left,Not found,Norwich,24/07/2025,30/06/2026,adidas,10,476,73,No,Not found,27,8,first scrap players transfer
Kasper Schmeichel,https://www.transfermarkt.com/kasper-schmeichel/profil/spieler/16911,Success,16911,spieler,Kasper Schmeichel,05/11/1986 (39),Kopenhagen,"1,89 m",Denmark,Goalkeeper,right,Not found,Celtic,18/07/2024,30/06/2026,New Balance,6,187,37,No,Not found,1,4,first scrap players transfer
Ryan Seager,https://www.transfermarkt.com/ryan-seager/profil/spieler/247647,Success,247647,spieler,Ryan Seager,05/02/1996 (29),Yeovil,"1,76 m",England,Attack - Centre-Forward,right,Not found,Havant & Water.,7/11/2023,-,Not found,1,325,42,No,Not found,9,1,first scrap players transfer
Jason Shackell,https://www.transfermarkt.com/jason-shackell/profil/spieler/11756,Success,11756,spieler,Jason Shackell,27/09/1983 (42),Stevenage,"1,93 m",England,Defender - Centre-Back,left,Not found,Lincoln City,6/3/2020,-,Not found,1,14,4,Yes,6/3/2020,Not found,1,first scrap players transfer
Ollie Shenton,https://www.transfermarkt.com/ollie-shenton/profil/spieler/335541,Success,335541,spieler,Oliver Shenton,06/11/1997 (28),Stoke-on-Trent,"1,75 m",England,Midfield - Central Midfield,left,Not found,Leek Town FC,1/7/2024,30/06/2025,Not found,0,0,0,No,Not found,Not found,0,first scrap players transfer
Jerome Sinclair,https://www.transfermarkt.com/jerome-sinclair/profil/spieler/236513,Success,236513,spieler,Jerome Sinclair,20/09/1996 (29),Birmingham,"1,81 m",England,Attack - Centre-Forward,right,Not found,Watford,1/7/2021,-,Not found,0,0,0,Yes,1/7/2021,Not found,0,first scrap players transfer
Pape Souaré,https://www.transfermarkt.com/pape-souar/profil/spieler/125868,Success,125868,spieler,Pape Souaré,06/06/1990 (35),Mbao,"1,78 m",Senegal,Defender - Left-Back,left,Not found,AFC Croydon,1/7/2025,-,Not found,4,476,62,No,Not found,Not found,3,first scrap players transfer
Benjamin Stambouli,https://www.transfermarkt.com/benjamin-stambouli/profil/spieler/127160,Success,127160,spieler,Benjamin Stambouli,13/08/1990 (35),Marseille,"1,80 m",France  Algeria,Midfield - Defensive Midfield,right,Not found,FC Metz,10/9/2024,30/06/2026,Not found,17,677,87,No,Not found,21,12,first scrap players transfer
Jed Steer,https://www.transfermarkt.com/jed-steer/profil/spieler/110867,Success,110867,spieler,Jed Steer,23/09/1992 (33),Norwich,"1,83 m",England  Scotland,Goalkeeper,left,Not found,Peterborough,27/10/2025,-,Not found,3,721,81,Yes,27/10/2025,Not found,3,first scrap players transfer
Dušan Tadić,https://www.transfermarkt.com/duan-tadi/profil/spieler/36139,Success,36139,spieler,Dušan Tadić,20/11/1988 (37),Bačka Topola,"1,81 m",Serbia,Attack - Right Winger,left,Not found,Al-Wahda,8/8/2025,30/06/2026,Nike,8,167,24,No,Not found,10,6,first scrap players transfer
Matt Targett,https://www.transfermarkt.com/matt-targett/profil/spieler/250478,Success,250478,spieler,Matt Targett,18/09/1995 (30),Eastleigh,"1,83 m",England  Scotland,Defender - Left-Back,left,Not found,Middlesbrough,27/08/2025,31/05/2026,Not found,16,937,117,No,Not found,3,8,first scrap players transfer
Dionatan Teixeira,https://www.transfermarkt.com/dionatan-teixeira/profil/spieler/107617,Success,107617,spieler,Dionatan Teixeira,24/07/1992,Londrina,"1,93 m",Slovakia  Brazil,Defender - Centre-Back,left,Not found,Not found,Not found,Not found,Not found,1,98,19,No,Not found,Not found,1,first scrap players transfer
Tom Thorpe,https://www.transfermarkt.com/tom-thorpe/profil/spieler/128911,Success,128911,spieler,Tom Thorpe,13/01/1993 (32),Manchester,"1,88 m",England,Defender - Centre-Back,right,Not found,Without Club,27/11/2023,-,Not found,0,0,0,No,Not found,Not found,0,first scrap players transfer
Kieran Trippier,https://www.transfermarkt.com/kieran-trippier/profil/spieler/95810,Success,95810,spieler,Kieran Trippier,19/09/1990 (35),Bury,"1,73 m",England,Defender - Right-Back,right,Not found,Newcastle,7/1/2022,30/06/2026,adidas,11,362,64,No,Not found,2,7,first scrap players transfer
Leonardo Ulloa,https://www.transfermarkt.com/leonardo-ulloa/profil/spieler/54890,Success,54890,spieler,Leonardo Ulloa,26/07/1986 (39),General Roca,"1,88 m",Argentina  Spain,Attack - Centre-Forward,right,Not found,Rayo Vallecano,1/7/2021,-,Not found,2,213,22,Yes,1/7/2021,Not found,2,first scrap players transfer
Fredrik Ulvestad,https://www.transfermarkt.com/fredrik-ulvestad/profil/spieler/158022,Success,158022,spieler,Fredrik Ulvestad,17/06/1992 (33),Ålesund,"1,83 m",Norway,Midfield - Defensive Midfield,right,Not found,Pogon Szczecin,21/08/2023,30/06/2026,Not found,10,148,28,No,Not found,8,2,first scrap players transfer
Víctor Valdés,https://www.transfermarkt.com/vctor-valds/profil/spieler/7589,Success,7589,spieler,Víctor Valdés,14/01/1982 (43),L’Hospitalet de Llobregat,"1,83 m",Spain,Goalkeeper,right,Not found,Middlesbrough,17/08/2017,-,Not found,5,332,34,Yes,17/08/2017,Not found,4,first scrap players transfer
Enner Valencia,https://www.transfermarkt.com/enner-valencia/profil/spieler/139503,Success,139503,spieler,Enner Valencia,04/11/1989 (36),San Lorenzo,"1,77 m",Ecuador,Attack - Centre-Forward,right,Not found,Pachuca,11/9/2025,31/12/2027,Not found,21,458,84,No,Not found,10,7,first scrap players transfer
Jamie Vardy,https://www.transfermarkt.com/jamie-vardy/profil/spieler/197838,Success,197838,spieler,Jamie Vardy,11/01/1987 (38),Sheffield,"1,79 m",England,Attack - Centre-Forward,right,Not found,Cremonese,1/9/2025,30/06/2026,adidas,17,275,51,No,Not found,10,8,first scrap players transfer
Silvestre Varela,https://www.transfermarkt.com/silvestre-varela/profil/spieler/31316,Success,31316,spieler,Varela,02/02/1985 (40),Almada,"1,80 m",Portugal  Cape Verde,Attack - Left Winger,right,Not found,FC Porto B,1/7/2023,-,adidas,14,488,116,Yes,1/7/2023,Not found,10,first scrap players transfer
Eduardo Vargas,https://www.transfermarkt.com/eduardo-vargas/profil/spieler/89718,Success,89718,spieler,Eduardo Vargas,20/11/1989 (36),Renca,"1,74 m",Chile,Attack - Centre-Forward,right,Not found,Audax Italiano,24/07/2025,31/12/2025,Nike,6,251,42,No,Not found,17,5,first scrap players transfer
Ross Wallace,https://www.transfermarkt.com/ross-wallace/profil/spieler/9509,Success,9509,spieler,Ross Wallace,23/05/1985 (40),Dundee,"1,68 m",Scotland,Midfield - Right Midfield,left,Not found,St. Mirren,1/7/2020,-,Not found,3,284,35,Yes,1/7/2020,Not found,3,first scrap players transfer
Marcin Wasilewski,https://www.transfermarkt.com/marcin-wasilewski/profil/spieler/16947,Success,16947,spieler,Marcin Wasilewski,09/06/1980 (45),Kraków,"1,86 m",Poland,Defender - Centre-Back,right,Not found,Wisla Kraków,1/8/2020,-,Not found,3,341,76,Yes,1/8/2020,Not found,3,first scrap players transfer
Philipp Wollscheid,https://www.transfermarkt.com/philipp-wollscheid/profil/spieler/53173,Success,53173,spieler,Philipp Wollscheid,06/03/1989 (36),Wadern,N/A,Germany,Defender - Centre-Back,N/A,Not found,FC Noswendel/W.,1/7/2019,-,Not found,7,109,16,Yes,1/7/2019,Not found,4,first scrap players transfer
DeAndre Yedlin,https://www.transfermarkt.com/deandre-yedlin/profil/spieler/255916,Success,255916,spieler,DeAndre Yedlin,09/07/1993 (32),"Seattle, Washington","1,73 m",United States  Latvia,Defender - Right-Back,right,Not found,Salt Lake,21/08/2025,31/12/2027,adidas,10,347,53,No,Not found,2,6,first scrap players transfer
Mauro Zárate,https://www.transfermarkt.com/mauro-zrate/profil/spieler/26456,Success,26456,spieler,Mauro Zárate,18/03/1987 (38),Morón,"1,75 m",Argentina  Chile,Attack - Centre-Forward,right,Not found,Danubio FC,10/1/2025,-,Nike,13,705,81,Yes,10/1/2025,Not found,7,first scrap players transfer
Kurt Zouma,https://www.transfermarkt.com/kurt-zouma/profil/spieler/157509,Success,157509,spieler,Kurt Zouma,27/10/1994 (31),Lyon,"1,90 m",France  Central African Republic,Defender - Centre-Back,right,Not found,CFR Cluj,3/9/2025,30/06/2027,Not found,16,674,119,No,Not found,4,10,first scrap players transfer
Filip Đuričić,https://www.transfermarkt.com/filip-urii/profil/spieler/94307,Success,94307,spieler,Filip Djuricic,30/01/1992 (33),Belgrade,"1,81 m",Serbia,Midfield - Attacking Midfield,right,Not found,Panathinaikos,1/7/2023,30/06/2026,adidas,12,370,64,No,Not found,31,9,first scrap players transfer
Almen Abdi,https://www.transfermarkt.com/almen-abdi/profil/spieler/9966,Success,9966,spieler,Almen Abdi,21/10/1986 (39),Prizren,"1,81 m",Switzerland  Kosovo,Midfield - Central Midfield,right,Not found,Sheff Wed,1/7/2019,-,Not found,5,199,59,Yes,1/7/2019,Not found,4,first scrap players transfer
Tammy Abraham,https://www.transfermarkt.com/tammy-abraham/profil/spieler/331726,Success,331726,spieler,Tammy Abraham,02/10/1997 (28),London,"1,94 m",England  Nigeria,Attack - Centre-Forward,right,Not found,Besiktas,1/7/2025,30/06/2029,Nike,18,568,78,No,Not found,9,7,first scrap players transfer
