"rank","player_name.x","nation","position.x","current_club.x","age","dob","matches_played","starts","minutes","X90s","goals_12","assists_13","goals_assists_14","goals_PK_15","penalty_goals","penalty_attempts","yellow_cards","red_cards","goals_20","assists_21","GA_22","goals_PK_23","goals_assists_minus_PK","matches","season2","goals_against","goals_against_per_90","shots_on_target_against","saves","save_percentage_31","wins","draws","losses","clean_sheets","CS.","penalties_against","penalty_saves","penalty_misses","save_percentage_40","transfermarkt_id","player_name.x.x","transfermarkt_url.x","first_tier_debut_date","first_tier_debut_age","first_tier_debut_age.1","first_tier_debut_competition","second_tier_debut_date","second_tier_debut_age","second_tier_debut_age.1","second_tier_debut_competition","debut_age_transfermarket","explanation.x","player_name.y","player_url.x","status.x","player_slug","home_name","dob_age.x","place_birth.x","height.x","citizenship.x","position.x.x","foot.x","agent","current_club","joined","contract_expires","outfitter","injury_count_total","days_missed_total","games_missed_total","retired","retirement_date","shirt_number","injury_seasons","explanation.y","player_name","player_url.y","status.y","name_home_country","dob_age.y","place_birth.y","height.y","citizenship.y","position.y","foot.y","debut_season","debut_age","first_club","debut_year","transfermarkt_url.y","explanation"
391,"Oscar","br BRA","FW,MF","Chelsea",23,1991,27,20,1769,19.7,3,3,6,2,1,2,4,0,0.15,0.15,0.31,0.1,0.25,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85314,"Oscar","https://www.transfermarkt.com/oscar/profil/spieler/85314","21/06/2009","17 years 09 months 12 days","17","Campeonato Brasileiro Série A","No second tier career","No second tier career","No second tier career","No second tier career","17","first scrap players","Oscar","https://www.transfermarkt.com/oscar/profil/spieler/85314","Success","spieler","Oscar","09/09/1991 (34)","Americana","1,80 m","Brazil  Italy","Midfield - Attacking Midfield","right","Not found","São Paulo","3/1/2025","31/12/2027","adidas",10,387,70,"No","Not found","8",7,"first scrap players transfer","Oscar","https://fbref.com/en/players/57fe98dd/Oscar","Success","Not found","September 9, 1991 (Age: 34-088d)","Americana, Brazil","179cm","Brazil","FW-MF (AM-CM-WM)","Right","2012-2013","20 years","Chelsea","2012","https://www.transfermarkt.com/oscar/profil/spieler/85314","players corrected fbref"
391,"Oscar","br BRA","FW,MF","Chelsea",23,1991,27,20,1769,19.7,3,3,6,2,1,2,4,0,0.15,0.15,0.31,0.1,0.25,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85314,"Oscar","https://www.transfermarkt.com/oscar/profil/spieler/85314","21/06/2009","17 years 09 months 12 days","17","Campeonato Brasileiro Série A","No second tier career","No second tier career","No second tier career","No second tier career","17","first scrap players","Oscar","https://www.transfermarkt.com/oscar/profil/spieler/85314","Success","spieler","Oscar","09/09/1991 (34)","Americana","1,80 m","Brazil  Italy","Midfield - Attacking Midfield","right","Not found","São Paulo","3/1/2025","31/12/2027","adidas",10,387,70,"No","Not found","8",7,"first scrap players transfer","Oscar","https://fbref.com/en/players/fc647b34/Oscar-Trejo","Success","Not found","April 26, 1988 (Age: 37-213d)","Santiago del Estero, Argentina","177","Not found","FW-MF (AM)","Right","2006-2007","18 years","Mallorca","2006","https://www.transfermarkt.com/oscar/profil/spieler/85314","first scrap players fbref"
392,"Leon Osman","eng ENG","MF","Everton",34,1981,9,2,223,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3620,"Leon Osman","https://www.transfermarkt.com/leon-osman/profil/spieler/3620","12/1/2003","21 years 07 months 26 days","21","Premier League","28/01/2004","22","22","First Division (until 03/04)","21","first scrap players","Leon Osman","https://www.transfermarkt.com/leon-osman/profil/spieler/3620","Success","spieler","Leon Osman","17/05/1981 (44)","Wigan","1,73 m","England","Midfield - Central Midfield","right","Not found","Everton","1/7/2016","-","Not found",7,168,41,"Yes","1/7/2016","Not found",5,"first scrap players transfer","Leon Osman","https://fbref.com/en/players/a014c247/Leon-Osman","Success","Not found","17-May-81","Not found","174","England eng","MF","Right","2002-2003","21 years","Carlisle United","2002","https://www.transfermarkt.com/leon-osman/profil/spieler/3620","first scrap players fbref"
393,"David Ospina","co COL","GK","Arsenal",26,1988,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73396,"David Ospina","https://www.transfermarkt.com/david-ospina/profil/spieler/73396","18/10/2008","20 years 01 month 17 days","20","Ligue 1","No second tier career","No second tier career","No second tier career","No second tier career","20","first scrap players","David Ospina","https://www.transfermarkt.com/david-ospina/profil/spieler/73396","Success","spieler","David Ospina","31/08/1988 (37)","Medellín","1,83 m","Colombia  France","Goalkeeper","right","Not found","Atl. Nacional","1/7/2024","30/06/2026","adidas",24,824,158,"No","Not found","1",13,"first scrap players transfer","David Ospina","https://fbref.com/en/players/82b1198a/David-Ospina","Success","Not found","August 31, 1988 (Age: 37-086d)","Medellín, Colombia","183","Colombia","GK","Right","2008-2009","19 years","Nice","2008","https://www.transfermarkt.com/david-ospina/profil/spieler/73396","first scrap players fbref"
394,"Nicolás Otamendi","ar ARG","DF","Manchester City",27,1988,30,30,2671,29.7,1,0,1,1,0,0,9,0,0.03,0,0.03,0.03,0.03,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54781,"Nicolás Otamendi","https://www.transfermarkt.com/nicols-otamendi/profil/spieler/54781","10/5/2008","20 years 02 months 28 days","20","Torneo Final","No second tier career","No second tier career","No second tier career","No second tier career","20","first scrap players","Nicolás Otamendi","https://www.transfermarkt.com/nicols-otamendi/profil/spieler/54781","Success","spieler","Nicolás Otamendi","12/02/1988 (37)","Buenos Aires","1,83 m","Argentina","Defender - Centre-Back","right","Not found","Benfica","29/09/2020","30/06/2026","Nike",8,77,16,"No","Not found","30",5,"first scrap players transfer","Nicolás Otamendi","https://fbref.com/en/players/0d267745/Nicolas-Otamendi","Success","Not found","February 12, 1988 (Age: 37-286d)","Buenos Aires, Argentina","183","Argentina","DF (CB)","Right","2010-2011","22 years","Porto","2010","https://www.transfermarkt.com/nicols-otamendi/profil/spieler/54781","first scrap players fbref"
395,"Obbi Oulare","be BEL","FW","Watford",19,1996,2,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314959,"Obbi Oulare","https://www.transfermarkt.com/obbi-oulare/profil/spieler/314959","14/09/2014","18 years 08 months 06 days","18","Jupiler Pro League","3/4/2022","26","26","Challenger Pro League","18","first scrap players","Obbi Oulare","https://www.transfermarkt.com/obbi-oulare/profil/spieler/314959","Success","spieler","Obbi Oulare","08/01/1996 (29)","Waregem","1,96 m","Belgium  Guinea","Attack - Centre-Forward","right","Not found","Without Club","4/2/2025","-","Not found",12,915,116,"No","Not found","Not found",6,"first scrap players transfer","Obbi Oulare","https://fbref.com/en/players/9e49c320/Obbi-Oulare","Success","Not found","8-Jan-96","Not found","196","Belgium","FW","Right","2014-2015","18 years","Club Brugge","2014","https://www.transfermarkt.com/obbi-oulare/profil/spieler/314959","first scrap players fbref"
396,"Bryan Oviedo","cr CRC","DF,MF","Everton",25,1990,14,12,996,11.1,0,1,1,0,0,0,0,0,0,0.09,0.09,0,0.09,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124983,"Bryan Oviedo","https://www.transfermarkt.com/bryan-oviedo/profil/spieler/124983","23/11/2008","18 years 09 months 05 days","18","Primera División Invierno","26/08/2017","27","27","Championship","18","first scrap players","Bryan Oviedo","https://www.transfermarkt.com/bryan-oviedo/profil/spieler/124983","Success","spieler","Bryan Oviedo","18/02/1990 (35)","San José","1,72 m","Costa Rica","Defender - Left-Back","left","Not found","AD San Carlos","2/9/2025","30/06/2026","Not found",16,669,123,"No","Not found","3",9,"first scrap players transfer","Bryan Oviedo","https://fbref.com/en/players/31faf295/Bryan-Oviedo","Success","Not found","February 18, 1990 (Age: 35-280d)","San José, Costa Rica","172","Costa Rica","DF-MF (CB-FB-WM, left)","Left","2009-2010","19 years","FC Copenhagen","2009","https://www.transfermarkt.com/bryan-oviedo/profil/spieler/124983","first scrap players fbref"
397,"Reece Oxford","eng ENG","DF","West Ham",16,1998,7,3,212,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,314295,"Reece Oxford","https://www.transfermarkt.com/reece-oxford/profil/spieler/314295","9/8/2015","16 years 07 months 24 days","16","Premier League","11/3/2017","18","18","Championship","16","first scrap players","Reece Oxford","https://www.transfermarkt.com/reece-oxford/profil/spieler/314295","Success","spieler","Reece Oxford","16/12/1998 (26)","London","1,90 m","England  Jamaica","Defender - Centre-Back","right","Not found","Without Club","1/7/2025","-","Not found",16,1435,147,"No","Not found","Not found",8,"first scrap players transfer","Reece Oxford","https://fbref.com/en/players/8b6e0db2/Reece-Oxford","Success","Not found","16-Dec-98","Not found","190","England eng","DF (CB)","Right","2014-2015","15 years","West Ham","2014","https://www.transfermarkt.com/reece-oxford/profil/spieler/314295","first scrap players fbref"
398,"Alex Oxlade-Chamberlain","eng ENG","FW,MF","Arsenal",21,1993,22,9,926,10.3,1,0,1,1,0,0,0,0,0.1,0,0.1,0.1,0.1,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143424,"Alex Oxlade-Chamberlain","https://www.transfermarkt.com/alex-oxlade-chamberlain/profil/spieler/143424","28/08/2011","18 years 13 days","18","Premier League","No second tier career","No second tier career","No second tier career","No second tier career","18","first scrap players","Alex Oxlade-Chamberlain","https://www.transfermarkt.com/alex-oxlade-chamberlain/profil/spieler/143424","Success","spieler","Alex Oxlade-Chamberlain","15/08/1993 (32)","Portsmouth","1,80 m","England","Midfield - Central Midfield","right","Not found","Without Club","27/08/2025","-","Nike",23,1247,233,"No","Not found","Not found",12,"first scrap players transfer","Alex Oxlade-Chamberlain","https://fbref.com/en/players/38c7feef/Alex-Oxlade-Chamberlain","Success","Not found","15-Aug-93","Not found","180","England eng","FW-MF (AM-CM-WM)","Right","2009-2010","15 years","Southampton","2009","https://www.transfermarkt.com/alex-oxlade-chamberlain/profil/spieler/143424","first scrap players fbref"
399,"Mesut Özil","de GER","MF","Arsenal",26,1988,35,35,3035,33.7,6,19,25,6,0,0,4,0,0.18,0.56,0.74,0.18,0.74,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35664,"Mesut Özil","https://www.transfermarkt.com/mesut-zil/profil/spieler/35664","12/8/2006","17 years 09 months 28 days","17","1.Bundesliga","No second tier career","No second tier career","No second tier career","No second tier career","17","first scrap players","Mesut Özil","https://www.transfermarkt.com/mesut-zil/profil/spieler/35664","Success","spieler","Mesut Özil","15/10/1988 (37)","Gelsenkirchen","1,80 m","Germany","Midfield - Attacking Midfield","left","Not found","Basaksehir","22/03/2023","-","Nike",45,798,159,"Yes","22/03/2023","Not found",13,"first scrap players transfer","Mesut Özil","https://fbref.com/en/players/16380240/Mesut-Ozil","Success","Not found","15-Oct-88","Not found","183","Germany","MF (AM-WM)","Left","2006-2007","17 years","Schalke 04","2006","https://www.transfermarkt.com/mesut-zil/profil/spieler/35664","first scrap players fbref"
400,"Alberto Paloschi","it ITA","FW","Swansea City",25,1990,10,7,667,7.4,2,0,2,2,0,0,2,0,0.27,0,0.27,0.27,0.27,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68306,"Alberto Paloschi","https://www.transfermarkt.com/alberto-paloschi/profil/spieler/68306","10/2/2008","18 years 01 month 06 days","18","Serie A","29/08/2008","18","18","Serie B","18","first scrap players","Alberto Paloschi","https://www.transfermarkt.com/alberto-paloschi/profil/spieler/68306","Success","spieler","Alberto Paloschi","04/01/1990 (35)","Chiari","1,83 m","Italy","Attack - Centre-Forward","right","Not found","Chievo Verona","11/7/2025","30/06/2026","Not found",23,702,100,"No","Not found","43",11,"first scrap players transfer","Alberto Paloschi","https://fbref.com/en/players/b5cae4e6/Alberto-Paloschi","Success","Not found","4-Jan-90","Not found","182","Italy","FW","Right","2007-2008","17 years","Milan","2007","https://www.transfermarkt.com/alberto-paloschi/profil/spieler/68306","first scrap players fbref"
401,"Costel Pantilimon","ro ROU","GK","Sunderland",28,1987,17,17,1530,17,0,0,0,0,0,0,3,0,0,0,0,0,0,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47659,"Costel Pantilimon","https://www.transfermarkt.com/costel-pantilimon/profil/spieler/47659","4/3/2007","20 years 01 month 00 days","20","SuperLiga","3/2/2018","31","31","Championship","20","first scrap players","Costel Pantilimon","https://www.transfermarkt.com/costel-pantilimon/profil/spieler/47659","Success","spieler","Costel Pantilimon","01/02/1987 (38)","Bacău","2,03 m","Romania","Goalkeeper","right","Not found","Denizlispor","31/03/2021","-","Not found",5,126,14,"Yes","31/03/2021","Not found",4,"first scrap players transfer","Costel Pantilimon","https://fbref.com/en/players/d24e154c/Costel-Pantilimon","Success","Not found","1-Feb-87","Not found","201","Romania","GK","Right","2006-2007","19 years","Politehnica Timișoara","2006","https://www.transfermarkt.com/costel-pantilimon/profil/spieler/47659","first scrap players fbref"
402,"Alexandre Pato","br BRA","FW,MF","Chelsea",25,1989,2,1,131,1.5,1,0,1,0,1,1,0,0,0.69,0,0.69,0,0,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37579,"Alexandre Pato","https://www.transfermarkt.com/alexandre-pato/profil/spieler/37579","26/11/2006","17 years 02 months 24 days","17","Campeonato Brasileiro Série A","No second tier career","No second tier career","No second tier career","No second tier career","17","first scrap players","Alexandre Pato","https://www.transfermarkt.com/alexandre-pato/profil/spieler/37579","Success","spieler","Alexandre Pato","02/09/1989 (36)","Pato Branco","1,80 m","Brazil","Attack - Centre-Forward","right","Not found","São Paulo","1/1/2025","-","Not found",24,1025,141,"Yes","1/1/2025","Not found",10,"first scrap players transfer","Alexandre Pato","https://fbref.com/en/players/7dd83c7d/Alexandre-Pato","Success","Not found","2-Sep-89","Not found","181","Brazil","FW-MF","Right","2007-2008","17 years","Milan","2007","https://www.transfermarkt.com/alexandre-pato/profil/spieler/37579","first scrap players fbref"
403,"Gabriel Paulista","br BRA","DF","Arsenal",24,1990,21,18,1764,19.6,1,0,1,1,0,0,4,1,0.05,0,0.05,0.05,0.05,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149498,"Gabriel Paulista","https://www.transfermarkt.com/gabriel-paulista/profil/spieler/149498","15/05/2010","19 years 05 months 19 days","19","Campeonato Brasileiro Série A","25/06/2011","20","20","Campeonato Brasileiro Série B","19","first scrap players","Gabriel Paulista","https://www.transfermarkt.com/gabriel-paulista/profil/spieler/149498","Success","spieler","Gabriel Paulista","26/11/1990 (34)","São Paulo","1,85 m","Brazil  Spain","Defender - Centre-Back","right","Not found","Besiktas","1/7/2024","30/06/2027","adidas",15,518,76,"No","Not found","3",8,"first scrap players transfer","Gabriel Paulista","https://fbref.com/en/players/b7ca5c51/Gabriel-Paulista","Success","Not found","November 26, 1990 (Age: 34-364d)","Fortaleza, Brazil","187","Not found","DF (CB)","Right","2013-2014","22 years","Villarreal","2013","https://www.transfermarkt.com/gabriel-paulista/profil/spieler/149498","first scrap players fbref"
404,"Dimitri Payet","fr FRA","FW,MF","West Ham",28,1987,30,29,2568,28.5,9,12,21,9,0,0,3,0,0.32,0.42,0.74,0.32,0.74,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37647,"Dimitri Payet","https://www.transfermarkt.com/dimitri-payet/profil/spieler/37647","17/12/2005","18 years 08 months 18 days","18","Ligue 1","No second tier career","No second tier career","No second tier career","No second tier career","18","first scrap players","Dimitri Payet","https://www.transfermarkt.com/dimitri-payet/profil/spieler/37647","Success","spieler","Dimitri Payet","29/03/1987 (38)","Saint-Pierre","1,75 m","France  Réunion","Midfield - Attacking Midfield","right","Not found","Without Club","1/7/2025","-","Puma",21,585,77,"No","Not found","Not found",10,"first scrap players transfer","Dimitri Payet","https://fbref.com/en/players/58ae47b2/Dimitri-Payet","Success","Not found","March 29, 1987 (Age: 38-241d)","Saint-Pierre, Réunion","175","France fr  Other: Réunion","FW-MF (AM-WM)","Right","2005-2006","18 years","Nantes","2005","https://www.transfermarkt.com/dimitri-payet/profil/spieler/37647","first scrap players fbref"
405,"Pedro","es ESP","FW,MF","Chelsea",28,1987,29,24,2033,22.6,7,3,10,7,0,0,3,0,0.31,0.13,0.44,0.31,0.44,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65278,"Pedro","https://www.transfermarkt.com/pedro/profil/spieler/65278","12/1/2008","20 years 05 months 15 days","20","LaLiga","No second tier career","No second tier career","No second tier career","No second tier career","20","first scrap players","Pedro","https://www.transfermarkt.com/pedro/profil/spieler/65278","Success","spieler","Pedro","28/07/1987 (38)","Santa Cruz de Tenerife","1,67 m","Spain","Attack - Right Winger","both","Not found","Lazio","19/08/2021","30/06/2026","Nike",32,434,82,"No","Not found","9",11,"first scrap players transfer","Pedro","https://fbref.com/en/players/3ca7254a/Pedro","Success","Not found","July 28, 1987 (Age: 38-131d)","Santa Cruz de Tenerife, Spain","167cm","Spain","FW-MF (AM-WM, right)","Right","2007-2008","20 years","Barcelona","2007","https://www.transfermarkt.com/pedro/profil/spieler/65278","players corrected fbref"
405,"Pedro","es ESP","FW,MF","Chelsea",28,1987,29,24,2033,22.6,7,3,10,7,0,0,3,0,0.31,0.13,0.44,0.31,0.44,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65278,"Pedro","https://www.transfermarkt.com/pedro/profil/spieler/65278","12/1/2008","20 years 05 months 15 days","20","LaLiga","No second tier career","No second tier career","No second tier career","No second tier career","20","first scrap players","Pedro","https://www.transfermarkt.com/pedro/profil/spieler/65278","Success","spieler","Pedro","28/07/1987 (38)","Santa Cruz de Tenerife","1,67 m","Spain","Attack - Right Winger","both","Not found","Lazio","19/08/2021","30/06/2026","Nike",32,434,82,"No","Not found","9",11,"first scrap players transfer","Pedro","https://fbref.com/en/players/d66b9872/Pedro-Leon","Success","Not found","November 24, 1986 (Age: 39-001d)","Mula, Spain","182","Spain","FW-MF (AM-WM, right)","Right","2004-2005","17 years","Real Murcia","2004","https://www.transfermarkt.com/pedro/profil/spieler/65278","first scrap players fbref"
406,"Graziano Pellè","it ITA","FW","Southampton",30,1985,30,23,2175,24.2,11,6,17,11,0,0,6,0,0.46,0.25,0.7,0.46,0.7,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29594,"Graziano Pellè","https://www.transfermarkt.com/graziano-pell/profil/spieler/29594","11/1/2004","18 years 05 months 27 days","18","Serie A","30/01/2005","19","19","Serie B","18","first scrap players","Graziano Pellè","https://www.transfermarkt.com/graziano-pell/profil/spieler/29594","Success","spieler","Graziano Pellè","15/07/1985 (40)","San Cesario di Lecce","1,94 m","Italy","Attack - Centre-Forward","right","Not found","Parma","1/7/2021","-","Nike",4,70,13,"Yes","1/7/2021","Not found",3,"first scrap players transfer","Graziano Pellè","https://fbref.com/en/players/9654d8de/Graziano-Pelle","Success","Not found","15-Jul-85","Not found","194","Italy","FW","Right","2003-2004","18 years","Lecce","2003","https://www.transfermarkt.com/graziano-pell/profil/spieler/29594","first scrap players fbref"
407,"Matthew Pennington","eng ENG","DF","Everton",20,1994,4,4,298,3.3,0,0,0,0,0,0,1,0,0,0,0,0,0,"Matches","2015-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,220755,"Matthew Pennington","https://www.transfermarkt.com/matthew-pennington/profil/spieler/220755","30/04/2016","21 years 06 months 24 days","21","Premier League","6/8/2017","22","22","Championship","21","first scrap players","Matthew Pennington","https://www.transfermarkt.com/matthew-pennington/profil/spieler/220755","Success","spieler","Matthew Pennington","06/10/1994 (31)","Warrington","1,85 m","England","Defender - Centre-Back","right","Not found","Bradford","1/7/2025","30/06/2027","Not found",1,162,23,"No","Not found","28",1,"first scrap players transfer","Matthew Pennington","https://fbref.com/en/players/0ff967f7/Matthew-Pennington","Success","Not found","October 6, 1994 (Age: 31-050d)","Warrington, England, United Kingdom","185","England eng","DF (CB)","Right","2013-2014","18 years","Tranmere Rovers","2013","https://www.transfermarkt.com/matthew-pennington/profil/spieler/220755","first scrap players fbref"
