player_name.x,transfermarkt_id.x,transfermarkt_url,fbref_url,first_tier_debut_date,first_tier_debut_age,first_tier_debut_age.1,first_tier_debut_competition,second_tier_debut_date,second_tier_debut_age,second_tier_debut_age.1,second_tier_debut_competition,debut_age_transfermarket,explanation.x,player_name.y,status,transfermarkt_id.y,player_slug,home_name,dob_age.x,place_birth.x,height.x,citizenship.x,position.x,foot.x,agent,current_club,joined,contract_expires,outfitter,injury_count_total,days_missed_total,games_missed_total,retired,retirement_date,shirt_number,injury_seasons,explanation.y,transfermarkt_id,player_name.x.x,name_home_country,dob_age.y,place_birth.y,height.y,citizenship.y,position.y,foot.y,debut_season,debut_age,first_club,debut_year,explanation,player_name.y.y,matches_national,minutes_national,goals_national,seasons_national,total_matches_club,total_minutes_club,total_goals_club,seasons_club,clubs_club,player_name,deceased,death_date,death_age,total_matches_total,total_minutes_total,total_goals_total,position_clean,position_simple,dob,age_current,retirement_date_clean,retirement_age,career_length
Timm Klose,65255,https://www.transfermarkt.com/timm-klose/profil/spieler/65255,https://fbref.com/en/players/5f1d07f6/Timm-Klose,17/07/2010,22 years 02 months 08 days,22,Raiffeisen Super League,26/07/2009,21,21,Brack.ch Challenge League,21,first scrap players,Timm Klose,Success,65255,spieler,Timm Klose,32391,Frankfurt am Main,"1,95",Switzerland  Germany,Defender - Centre-Back,right,Not found,FC Basel U21,17/11/2024,-,Not found,15,371,58,Yes,17/11/2024,Not found,8,first scrap players transfer,65255,Timm Klose,Not found,32272,Not found,193,Switzerland ch  Other: Germany,DF (CB),Right,2010-2011,22 years,Thun,2010,first scrap players fbref,Timm Klose,12,768,0,8,302,24173,22,13,6,Timm Klose,No,Not found,NA,314,24941,22,Defender - Centre-Back,Defender,32272,37,45613,36,15
Lamine Koné,57420,https://www.transfermarkt.com/lamine-kon/profil/spieler/57420,https://fbref.com/en/players/a46472d0/Lamine-Kone,14/08/2010,21 years 06 months 13 days,21,Ligue 1,27/04/2007,18,18,Ligue 2,18,first scrap players,Lamine Koné,Success,57420,spieler,Lamine Koné,32510,Paris,"1,88",Cote d'Ivoire  France,Defender - Centre-Back,right,Not found,FC Forward,17/02/2025,-,Not found,4,228,24,No,Not found,Not found,3,first scrap players transfer,57420,Lamine Koné,Not found,32540,Not found,189,Côte d'Ivoire ci  Other: France,"DF (CB, right)",Right,2009-2010,20 years,Châteauroux,2009,first scrap players fbref,Lamine Koné,8,650,0,4,301,25052,16,13,5,Lamine Koné,No,Not found,NA,309,25702,16,Defender - Centre-Back,Defender,32540,36,NA,NA,18
Kyle Lafferty,36884,https://www.transfermarkt.com/kyle-lafferty/profil/spieler/36884,https://fbref.com/en/players/3bf81c50/Kyle-Lafferty,39699,20 years 10 months 24 days,20,Scottish Premiership,38511,17,17,Championship,17,first scrap players,Kyle Lafferty,Success,36884,spieler,Kyle Lafferty,16/09/1987,Enniskillen,"1,93",Northern Ireland,Attack - Centre-Forward,right,Not found,Johnstone Burgh,45267,31/05/2025,Not found,12,334,52,No,Not found,Not found,7,first scrap players transfer,36884,Kyle Lafferty,Not found,32036,Not found,193,Northern Ireland nir,FW,Right,2005-2006,17 years,Darlington,2005,first scrap players fbref,Kyle Lafferty,77,4256,16,14,454,25350,106,19,14,Kyle Lafferty,No,Not found,NA,531,29606,122,Attack - Centre-Forward,Attack,32036,38,NA,NA,21
Manuel Lanzini,135853,https://www.transfermarkt.com/manuel-lanzini/profil/spieler/135853,https://fbref.com/en/players/26f6dca8/Manuel-Lanzini,17/08/2011,18 years 06 months 02 days,18,Campeonato Brasileiro Série A,No second tier career,No second tier career,No second tier career,No second tier career,18,first scrap players,Manuel Lanzini,Success,135853,spieler,Manuel Lanzini,15/02/1993,Ituzaingó,"1,70",Argentina  Italy,Midfield - Attacking Midfield,right,Not found,Vélez Sarsfield,21/08/2025,31/12/2026,Nike,22,778,127,No,Not found,22,11,first scrap players transfer,135853,Manuel Lanzini,Not found,"February 15, 1993 (Age: 32-283d)","San Antonio de Padua, Argentina",170,Argentina,FW-MF (AM),Right,2015-2016,22 years,West Ham,2015,first scrap players fbref,Manuel Lanzini,4,221,1,4,291,17806,36,11,3,Manuel Lanzini,No,Not found,NA,295,18027,37,Midfield - Attacking Midfield,Attack,34015,32,NA,NA,14
Jamaal Lascelles,183318,https://www.transfermarkt.com/jamaal-lascelles/profil/spieler/183318,https://fbref.com/en/players/450ab6fc/Jamaal-Lascelles,42073,21 years 10 months 22 days,21,Premier League,31/01/2012,18,18,Championship,18,first scrap players,Jamaal Lascelles,Success,183318,spieler,Jamaal Lascelles,34284,Derby,"1,88",England  Barbados,Defender - Centre-Back,right,Not found,Newcastle,41890,30/06/2026,Nike,19,961,120,No,Not found,6,8,first scrap players transfer,183318,Jamaal Lascelles,Not found,"November 11, 1993 (Age: 32-014d)","Derby, England, United Kingdom",189,England eng,DF (CB),Right,2011-2012,17 years,Stevenage,2011,first scrap players fbref,NA,NA,NA,NA,NA,320,25338,19,15,3,Jamaal Lascelles,No,Not found,NA,320,25338,19,Defender - Centre-Back,Defender,34284,32,NA,NA,14
Miguel Layún,58576,https://www.transfermarkt.com/miguel-layn/profil/spieler/58576,https://fbref.com/en/players/ad6295d4/Miguel-Layun,29/04/2007,18 years 10 months 04 days,18,Liga MX Clausura,15/10/2006,18,18,Liga de Expansión MX Apertura,18,first scrap players,Miguel Layún,Success,58576,spieler,Miguel Layún,25/06/1988,Córdoba,"1,80",Mexico  Spain,Defender - Right-Back,right,Not found,América,45323,-,adidas,4,81,14,Yes,45323,Not found,3,first scrap players transfer,58576,Miguel Layún,Not found,32319,Not found,179,Mexico,"DF-MF (FB-WM, right)",Right,2007-2008,19 years,Veracruz,2007,first scrap players fbref,Miguel Layún,53,4352,3,7,389,26233,29,19,8,Miguel Layún,No,Not found,NA,442,30585,32,Defender - Right-Back,Defender,32319,37,45293,35,17
Jonathan Leko,314266,https://www.transfermarkt.com/jonathan-leko/profil/spieler/314266,https://fbref.com/en/players/76b5cbbd/Jonathan-Leko,42404,16 years 11 months 09 days,16,Premier League,42987,18,18,Championship,16,first scrap players,Jonathan Leko,Success,314266,spieler,Jonathan Leko,24/04/1999,Kinshasa,"1,82",England  DR Congo,Attack - Right Winger,right,Not found,MK Dons,13/01/2023,-,Not found,2,326,7,No,Not found,17,2,first scrap players transfer,314266,Jonathan Leko,Not found,"April 24, 1999 (Age: 26-215d)","Kinshasa, Congo DR",182,England eng,FW-MF,Right,2015-2016,16 years,West Brom,2015,first scrap players fbref,NA,NA,NA,NA,NA,217,11109,18,11,6,Jonathan Leko,No,Not found,NA,217,11109,18,Attack - Right Winger,Attack,36274,26,NA,NA,10
Jeremain Lens,38497,https://www.transfermarkt.com/jeremain-lens/profil/spieler/38497,https://fbref.com/en/players/6f1721f0/Jeremain-Lens,38779,18 years 03 months 07 days,18,VriendenLoterij Eredivisie,No second tier career,No second tier career,No second tier career,No second tier career,18,first scrap players,Jeremain Lens,Success,38497,spieler,Jeremain Lens,24/11/1987,Amsterdam,"1,78",Netherlands  Suriname,Attack - Right Winger,right,Not found,Real Sranang,13/08/2024,-,Not found,12,325,61,No,Not found,Not found,9,first scrap players transfer,38497,Jeremain Lens,Not found,32105,Not found,178,Netherlands,"FW-MF (AM-WM, right)",Right,2006-2007,18 years,AZ Alkmaar,2006,first scrap players fbref,Jeremain Lens,23,1318,5,5,443,28799,97,15,8,Jeremain Lens,No,Not found,NA,466,30117,102,Attack - Right Winger,Attack,32105,38,NA,NA,20
Donald Love,179451,https://www.transfermarkt.com/donald-love/profil/spieler/179451,https://fbref.com/en/players/160599ed/Donald-Love,13/02/2016,21 years 02 months 11 days,21,Premier League,42990,23,23,Championship,21,first scrap players,Donald Love,Success,179451,spieler,Donald Love,34377,Rochdale,"1,78",Scotland  England,Defender - Right-Back,right,Not found,Accrington,23/07/2024,30/06/2026,Not found,1,23,2,No,Not found,2,1,first scrap players transfer,179451,Donald Love,Not found,"December 2, 1994 (Age: 30-358d)","Rochdale, England, United Kingdom",179,Scotland sct  Other: England,"DF-MF (DM-FB-WM, right)",Right,2015-2016,20 years,Manchester Utd,2015,first scrap players fbref,NA,NA,NA,NA,NA,244,18688,4,11,7,Donald Love,No,Not found,NA,244,18688,4,Defender - Right-Back,Defender,34670,31,NA,NA,10
Jordan Lyden,251289,https://www.transfermarkt.com/jordan-lyden/profil/spieler/251289,https://fbref.com/en/players/f246a2a8/Jordan-Lyden,14/02/2016,20 years 15 days,20,Premier League,No second tier career,No second tier career,No second tier career,No second tier career,20,first scrap players,Jordan Lyden,Success,251289,spieler,Jordan Lyden,30/01/1996,Perth,"1,83",Australia  England,Midfield - Central Midfield,right,Not found,Bromsgrove Spo,15/12/2024,30/06/2025,Not found,1,85,18,No,Not found,18,1,first scrap players transfer,251289,Jordan Lyden,Not found,35094,Not found,178,Australia,MF,Right,2015-2016,19 years,Aston Villa,2015,first scrap players fbref,NA,NA,NA,NA,NA,87,5430,5,7,4,Jordan Lyden,No,Not found,NA,87,5430,5,Midfield - Central Midfield,Midfield,35094,29,NA,NA,9
